query_cpt,query_name,query_year,Ly_ans_cpts,Ly_ans_names,Ly_ans_years,Ly_rel_years,Uy_ans_cpts,Uy_ans_names,Uy_ans_years,Uy_rel_years
chemical_mesh_d004958,Estradiol,1937,"['gene_2099', 'gene_2100']","['ESR1', 'ESR2']","[1967, 1915]","[1969, 1990]",[],[],[],[]
chemical_mesh_d005703,Gallamine Triethiodide,1949,"['gene_43', 'gene_1129']","['ACHE', 'CHRM2']","[1941, 1976]","[1969, 1994]",[],[],[],[]
chemical_mesh_d010261,Paraoxon,1950,['gene_43'],['ACHE'],[1941],[1970],[],[],[],[]
chemical_mesh_d000493,Allopurinol,1964,['gene_7498'],['XDH'],[1950],[1970],[],[],[],[]
chemical_mesh_d005467,Floxuridine,1959,['gene_7298'],['TYMS'],[1960],[1971],[],[],[],[]
chemical_mesh_d001971,Bromocriptine,1970,"['gene_5617', 'gene_1813']","['PRL', 'DRD2']","[1936, 1976]","[1971, 1985]",[],[],[],[]
chemical_mesh_d002996,Clomiphene,1960,['gene_2099'],['ESR1'],[1967],[1971],[],[],[],[]
chemical_mesh_d002230,Carbidopa,1970,['gene_1644'],['DDC'],[1947],[1971],[],[],[],[]
chemical_mesh_d013739,Testosterone,1936,['gene_367'],['AR'],[1970],[1972],[],[],[],[]
chemical_mesh_d013196,Dihydrotestosterone,1954,['gene_367'],['AR'],[1970],[1972],[],[],[],[]
chemical_mesh_d013866,Thioguanine,1955,['gene_3251'],['HPRT1'],[1967],[1972],[],[],[],[]
chemical_mesh_d014148,Tranexamic Acid,1964,['gene_5340'],['PLG'],[1946],[1972],[],[],[],[]
chemical_mesh_d004997,Ethinyl Estradiol,1946,['gene_2099'],['ESR1'],[1967],[1973],[],[],[],[]
chemical_mesh_d008656,Mestranol,1963,['gene_2099'],['ESR1'],[1967],[1973],[],[],[],[]
chemical_mesh_d008785,Metiamide,1973,['gene_3274'],['HRH2'],[1972],[1973],[],[],[],[]
chemical_mesh_d011374,Progesterone,1936,['gene_5241'],['PGR'],[1947],[1973],[],[],[],[]
chemical_mesh_d002715,Chlormadinone Acetate,1955,"['gene_5241', 'gene_367']","['PGR', 'AR']","[1947, 1970]","[1973, 1982]",[],[],[],[]
chemical_mesh_d006632,Histamine,1918,"['gene_3274', 'gene_3269', 'gene_11255', 'gene_59340']","['HRH2', 'HRH1', 'HRH3', 'HRH4']","[1972, 1973, 1972, 1972]","[1974, 1975, 1988, 2000]",[],[],[],[]
chemical_mesh_d013806,Theophylline,1907,"['gene_5140', 'gene_134', 'gene_136', 'gene_5141', 'gene_5153', 'gene_5142', 'gene_5144', 'gene_5150']","['PDE3B', 'ADORA1', 'ADORA2B', 'PDE4A', 'PDE1B', 'PDE4B', 'PDE4D', 'PDE7A']","[1966, 1982, 1992, 1994, 1992, 1993, 1994, 1984]","[1974, 1983, 1992, 1996, 1998, 1998, 2001, 2002]","['gene_5138', 'gene_5139', 'gene_10846']","['PDE2A', 'PDE3A', 'PDE10A']","[1990, 1992, 1999]","[2011, 2014, 2018]"
chemical_mesh_d002927,Cimetidine,1975,['gene_3274'],['HRH2'],[1972],[1975],[],[],[],[]
chemical_mesh_d000420,Albuterol,1969,['gene_154'],['ADRB2'],[1967],[1975],[],[],[],[]
chemical_mesh_d007545,Isoproterenol,1946,"['gene_154', 'gene_153', 'gene_155']","['ADRB2', 'ADRB1', 'ADRB3']","[1967, 1975, 1989]","[1975, 1976, 1991]",[],[],[],[]
chemical_mesh_d010208,Papaverine,1937,"['gene_5140', 'gene_5141', 'gene_27115', 'gene_5150', 'gene_10846', 'gene_5139']","['PDE3B', 'PDE4A', 'PDE7B', 'PDE7A', 'PDE10A', 'PDE3A']","[1966, 1994, 2000, 1984, 1999, 1992]","[1975, 1999, 2000, 2000, 2007, 2007]",[],[],[],[]
chemical_mesh_d011397,Promegestone,1974,['gene_5241'],['PGR'],[1947],[1975],[],[],[],[]
chemical_mesh_d003907,Dexamethasone,1954,['gene_2908'],['NR3C1'],[1972],[1975],[],[],[],[]
chemical_mesh_d006854,Hydrocortisone,1941,['gene_2908'],['NR3C1'],[1972],[1975],[],[],[],[]
chemical_mesh_d003687,Dehydroepiandrosterone,1946,"['gene_2099', 'gene_367']","['ESR1', 'AR']","[1967, 1970]","[1975, 1979]",[],[],[],[]
chemical_mesh_d004970,Estrone,1934,"['gene_2099', 'gene_2100']","['ESR1', 'ESR2']","[1967, 1915]","[1975, 2004]",[],[],[],[]
chemical_mesh_d004054,Diethylstilbestrol,1939,"['gene_2099', 'gene_2100']","['ESR1', 'ESR2']","[1967, 1915]","[1975, 2004]",[],[],[],[]
chemical_mesh_d013619,Tacrine,1961,['gene_43'],['ACHE'],[1941],[1975],[],[],[],[]
chemical_mesh_d009640,Norethindrone,1957,['gene_5241'],['PGR'],[1947],[1975],[],[],[],[]
chemical_mesh_d000086,Acetazolamide,1952,"['gene_760', 'gene_767', 'gene_763', 'gene_759', 'gene_761', 'gene_765', 'gene_762', 'gene_766', 'gene_11238', 'gene_23632', 'gene_771', 'gene_768', 'gene_377677']","['CA2', 'CA8', 'CA5A', 'CA1', 'CA3', 'CA6', 'CA4', 'CA7', 'CA5B', 'CA14', 'CA12', 'CA9', 'CA13']","[1952, 1966, 1830, 1953, 1927, 1978, 1972, 1967, 1983, 1979, 1979, 1976, 1973]","[1975, 1976, 1976, 1982, 1985, 1987, 1994, 1998, 1999, 1999, 1999, 2003, 2003]",[],[],[],[]
chemical_mesh_d000526,Alprenolol,1968,"['gene_154', 'gene_153', 'gene_155']","['ADRB2', 'ADRB1', 'ADRB3']","[1967, 1975, 1989]","[1975, 1976, 2005]",[],[],[],[]
chemical_mesh_d013726,Terbutaline,1970,['gene_154'],['ADRB2'],[1967],[1975],[],[],[],[]
chemical_mesh_d004809,Ephedrine,1925,"['gene_154', 'gene_153', 'gene_155', 'gene_148', 'gene_150', 'gene_152']","['ADRB2', 'ADRB1', 'ADRB3', 'ADRA1A', 'ADRA2A', 'ADRA2C']","[1967, 1975, 1989, 1989, 1983, 1989]","[1975, 1986, 1995, 2007, 2007, 2007]",[],[],[],[]
chemical_mesh_d008790,Metoprolol,1974,['gene_153'],['ADRB1'],[1975],[1975],[],[],[],[]
chemical_mesh_d001262,Atenolol,1972,['gene_153'],['ADRB1'],[1975],[1975],[],[],[],[]
chemical_mesh_d011433,Propranolol,1964,"['gene_153', 'gene_154', 'gene_155']","['ADRB1', 'ADRB2', 'ADRB3']","[1975, 1967, 1989]","[1975, 1977, 1993]",[],[],[],[]
chemical_mesh_d009020,Morphine,1826,['gene_4988'],['OPRM1'],[1945],[1975],[],[],[],[]
chemical_mesh_d012642,Selegiline,1965,['gene_4129'],['MAOB'],[1928],[1975],[],[],[],[]
chemical_mesh_d017373,Cyproterone Acetate,1966,['gene_367'],['AR'],[1970],[1975],[],[],[],[]
chemical_mesh_d009277,Nandrolone,1953,['gene_367'],['AR'],[1970],[1976],[],[],[],[]
chemical_mesh_c011329,phthalazinol,1975,['gene_5140'],['PDE3B'],[1966],[1976],[],[],[],[]
chemical_mesh_d002744,Chlorpheniramine,1879,['gene_3269'],['HRH1'],[1973],[1976],[],[],[],[]
chemical_mesh_d011217,Practolol,1968,['gene_153'],['ADRB1'],[1975],[1976],[],[],[],[]
chemical_mesh_d004837,Epinephrine,1903,"['gene_154', 'gene_153', 'gene_146', 'gene_155', 'gene_151', 'gene_150', 'gene_147', 'gene_152', 'gene_148']","['ADRB2', 'ADRB1', 'ADRA1D', 'ADRB3', 'ADRA2B', 'ADRA2A', 'ADRA1B', 'ADRA2C', 'ADRA1A']","[1967, 1975, 1963, 1989, 1986, 1983, 1989, 1989, 1989]","[1976, 1977, 1985, 1989, 1990, 1990, 1991, 1992, 1999]",[],[],[],[]
chemical_mesh_d015649,Pentostatin,1976,['gene_100'],['ADA'],[1942],[1976],[],[],[],[]
chemical_mesh_d011441,Propylthiouracil,1946,"['gene_7173', 'gene_1733', 'gene_1734']","['TPO', 'DIO1', 'DIO2']","[1959, 1988, 1984]","[1976, 1990, 1996]",[],[],[],[]
chemical_mesh_d008713,Methimazole,1949,['gene_7173'],['TPO'],[1959],[1976],[],[],[],[]
chemical_mesh_d009256,Nafoxidine,1968,['gene_2099'],['ESR1'],[1967],[1976],[],[],[],[]
chemical_mesh_d064695,Enclomiphene,1976,['gene_2099'],['ESR1'],[1967],[1976],[],[],[],[]
chemical_mesh_c519808,alfatradiol,1955,['gene_2099'],['ESR1'],[1967],[1976],[],[],[],[]
chemical_mesh_d005280,Fenoterol,1968,['gene_154'],['ADRB2'],[1967],[1976],[],[],[],[]
chemical_mesh_d006594,Hexoprenaline,1970,['gene_154'],['ADRB2'],[1967],[1976],[],[],[],[]
chemical_mesh_d012312,Ritodrine,1969,['gene_154'],['ADRB2'],[1967],[1976],[],[],[],[]
chemical_mesh_d013629,Tamoxifen,1973,"['gene_2099', 'gene_2100']","['ESR1', 'ESR2']","[1967, 1915]","[1976, 2002]",[],[],[],[]
chemical_mesh_d000549,Ambenonium Chloride,1955,['gene_43'],['ACHE'],[1941],[1976],[],[],[],[]
chemical_mesh_d000450,Aldosterone,1950,['gene_4306'],['NR3C2'],[1976],[1976],[],[],[],[]
chemical_mesh_d003900,Desoxycorticosterone,1941,['gene_4306'],['NR3C2'],[1976],[1976],[],[],[],[]
chemical_mesh_d013148,Spironolactone,1958,['gene_4306'],['NR3C2'],[1976],[1976],[],[],[],[]
chemical_mesh_d002191,Canrenoic Acid,1964,['gene_4306'],['NR3C2'],[1976],[1976],[],[],[],[]
chemical_mesh_d002231,Carbimazole,1953,['gene_7173'],['TPO'],[1959],[1976],[],[],[],[]
chemical_mesh_d017265,Procaterol,1977,['gene_154'],['ADRB2'],[1967],[1977],[],[],[],[]
chemical_mesh_d010394,Penbutolol,1972,"['gene_154', 'gene_153']","['ADRB2', 'ADRB1']","[1967, 1975]","[1977, 1982]",[],[],[],[]
chemical_mesh_d016593,Terfenadine,1975,"['gene_3269', 'gene_3757']","['HRH1', 'KCNH2']","[1973, 1961]","[1977, 1996]",[],[],[],[]
chemical_mesh_d013722,Teprotide,1973,['gene_1636'],['ACE'],[1949],[1977],[],[],[],[]
chemical_mesh_d009921,Metaproterenol,1961,['gene_154'],['ADRB2'],[1967],[1977],[],[],[],[]
chemical_mesh_d014213,Tretoquinol,1967,['gene_154'],['ADRB2'],[1967],[1977],[],[],[],[]
chemical_mesh_d015237,Dinoprost,1965,['gene_5737'],['PTGFR'],[1974],[1977],[],[],[],[]
chemical_mesh_d020888,Vigabatrin,1977,['gene_18'],['ABAT'],[1961],[1977],[],[],[],[]
chemical_mesh_d010418,Pentagastrin,1967,['gene_887'],['CCKBR'],[1976],[1977],[],[],[],[]
chemical_mesh_d015122,Mercaptopurine,1953,['gene_3251'],['HPRT1'],[1967],[1977],[],[],[],[]
chemical_mesh_d008234,Lynestrenol,1961,['gene_5241'],['PGR'],[1947],[1977],[],[],[],[]
chemical_mesh_d005040,Ethynodiol Diacetate,1962,['gene_5241'],['PGR'],[1947],[1977],[],[],[],[]
chemical_mesh_d006589,Hexestrol,1945,['gene_2099'],['ESR1'],[1967],[1977],[],[],[],[]
chemical_mesh_d004964,Estriol,1934,['gene_2099'],['ESR1'],[1967],[1977],['gene_2100'],['ESR2'],[1915],[2021]
chemical_mesh_d008797,Metyrapone,1959,['gene_1584'],['CYP11B1'],[1965],[1977],[],[],[],[]
chemical_mesh_d014222,Triamcinolone Acetonide,1958,['gene_2908'],['NR3C1'],[1972],[1977],[],[],[],[]
chemical_mesh_d011738,Pyrilamine,1947,['gene_3269'],['HRH1'],[1973],[1977],[],[],[],[]
chemical_mesh_c002904,zinterol,1975,['gene_154'],['ADRB2'],[1967],[1978],[],[],[],[]
chemical_mesh_d010042,Ouabain,1890,"['gene_476', 'gene_478', 'gene_477']","['ATP1A1', 'ATP1A3', 'ATP1A2']","[1978, 1988, 1988]","[1978, 1995, 2009]",[],[],[],[]
chemical_mesh_d014635,Valproic Acid,1967,"['gene_18', 'gene_7915', 'gene_2571', 'gene_8912']","['ABAT', 'ALDH5A1', 'GAD1', 'CACNA1H']","[1961, 1979, 1969, 1998]","[1978, 1981, 1992, 2009]","['gene_2572', 'gene_8913', 'gene_8911']","['GAD2', 'CACNA1G', 'CACNA1I']","[1991, 1999, 1999]","[2014, 2017, 2017]"
chemical_mesh_d009768,Obidoxime Chloride,1964,['gene_43'],['ACHE'],[1941],[1978],[],[],[],[]
chemical_mesh_c006242,mepitiostane,1974,['gene_2099'],['ESR1'],[1967],[1978],[],[],[],[]
chemical_mesh_d009538,Nicotine,1868,"['gene_1134', 'gene_1137', 'gene_1139', 'gene_1141', 'gene_1136', 'gene_1143', 'gene_1135', 'gene_1138']","['CHRNA1', 'CHRNA4', 'CHRNA7', 'CHRNB2', 'CHRNA3', 'CHRNB4', 'CHRNA2', 'CHRNA5']","[1978, 1981, 1994, 1999, 1991, 1991, 1995, 1991]","[1978, 1989, 1995, 1999, 2001, 2001, 2004, 2005]",['gene_1145'],['CHRNE'],[1992],[2021]
chemical_mesh_d000109,Acetylcholine,1914,"['gene_1134', 'gene_1128', 'gene_1137', 'gene_1131', 'gene_1132', 'gene_1129', 'gene_1136', 'gene_1138', 'gene_1143', 'gene_1145', 'gene_1135', 'gene_1139', 'gene_1141']","['CHRNA1', 'CHRM1', 'CHRNA4', 'CHRM3', 'CHRM4', 'CHRM2', 'CHRNA3', 'CHRNA5', 'CHRNB4', 'CHRNE', 'CHRNA2', 'CHRNA7', 'CHRNB2']","[1978, 1970, 1981, 1967, 1967, 1976, 1991, 1991, 1991, 1992, 1995, 1994, 1999]","[1978, 1981, 1981, 1987, 1987, 1988, 1991, 1991, 1991, 1992, 1995, 1995, 1999]",[],[],[],[]
chemical_mesh_d017258,Medroxyprogesterone Acetate,1958,['gene_5241'],['PGR'],[1947],[1978],[],[],[],[]
chemical_mesh_d011239,Prednisolone,1949,['gene_2908'],['NR3C1'],[1972],[1978],[],[],[],[]
chemical_mesh_d011899,Ranitidine,1979,['gene_3274'],['HRH2'],[1972],[1979],[],[],[],[]
chemical_mesh_c004664,chloropyramine,1954,['gene_3269'],['HRH1'],[1973],[1979],[],[],[],[]
chemical_mesh_c011550,talinolol,1975,"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1979, 1995]",[],[],[],[]
chemical_mesh_d003010,Clorgyline,1969,['gene_4128'],['MAOA'],[1978],[1979],[],[],[],[]
chemical_mesh_d010293,Pargyline,1961,"['gene_4128', 'gene_4129']","['MAOA', 'MAOB']","[1978, 1928]","[1979, 1979]",[],[],[],[]
chemical_mesh_d002976,Clenbuterol,1972,['gene_154'],['ADRB2'],[1967],[1979],[],[],[],[]
chemical_mesh_c014792,reproterol,1977,['gene_154'],['ADRB2'],[1967],[1979],[],[],[],[]
chemical_mesh_d009594,Nitromifene,1974,['gene_2099'],['ESR1'],[1967],[1979],[],[],[],[]
chemical_mesh_d016912,Levonorgestrel,1970,['gene_5241'],['PGR'],[1947],[1979],[],[],[],[]
chemical_mesh_d004280,Dobutamine,1974,['gene_153'],['ADRB1'],[1975],[1979],[],[],[],[]
chemical_mesh_d004394,Dydrogesterone,1961,['gene_5241'],['PGR'],[1947],[1979],[],[],[],[]
chemical_mesh_d017446,Impromidine,1978,['gene_3274'],['HRH2'],[1972],[1979],[],[],[],[]
chemical_mesh_d010624,Phenelzine,1959,"['gene_4128', 'gene_4129']","['MAOA', 'MAOB']","[1978, 1928]","[1979, 1979]",[],[],[],[]
chemical_mesh_d014191,Tranylcypromine,1959,"['gene_4128', 'gene_4129']","['MAOA', 'MAOB']","[1978, 1928]","[1979, 1979]",[],[],[],[]
chemical_mesh_d019326,17-alpha-Hydroxyprogesterone,1949,['gene_5241'],['PGR'],[1947],[1979],[],[],[],[]
chemical_mesh_c027703,oxmetidine,1980,['gene_3274'],['HRH2'],[1972],[1980],[],[],[],[]
chemical_mesh_c027556,histamine phosphate,1946,['gene_3274'],['HRH2'],[1972],[1980],[],[],[],[]
chemical_mesh_d019290,Megestrol Acetate,1964,['gene_5241'],['PGR'],[1947],[1980],[],[],[],[]
chemical_mesh_c031927,hydroquinone,1919,['gene_7299'],['TYR'],[1906],[1980],[],[],[],[]
chemical_mesh_d001625,Betazole,1952,['gene_3274'],['HRH2'],[1972],[1980],[],[],[],[]
chemical_mesh_d008148,Lovastatin,1979,['gene_3156'],['HMGCR'],[1970],[1980],[],[],[],[]
chemical_mesh_d011729,Pyridostigmine Bromide,1953,['gene_43'],['ACHE'],[1941],[1980],[],[],[],[]
chemical_mesh_d007099,Imipramine,1958,"['gene_6532', 'gene_6530']","['SLC6A4', 'SLC6A2']","[1980, 1989]","[1980, 1993]",[],[],[],[]
chemical_mesh_c016601,afimoxifene,1979,['gene_2099'],['ESR1'],[1967],[1980],['gene_2100'],['ESR2'],[1915],[2012]
chemical_mesh_c009341,estriol succinate,1961,['gene_2099'],['ESR1'],[1967],[1980],[],[],[],[]
chemical_mesh_c023990,tiotidine,1980,['gene_3274'],['HRH2'],[1972],[1981],[],[],[],[]
chemical_mesh_d007650,Ketanserin,1980,['gene_3356'],['HTR2A'],[1980],[1981],[],[],[],[]
chemical_mesh_d004298,Dopamine,1941,"['gene_1812', 'gene_1813', 'gene_1816', 'gene_1814', 'gene_1815']","['DRD1', 'DRD2', 'DRD5', 'DRD3', 'DRD4']","[1981, 1976, 1990, 1970, 1991]","[1981, 1981, 1991, 1991, 1991]",[],[],[],[]
chemical_mesh_c030265,nemonapride,1981,['gene_1813'],['DRD2'],[1976],[1981],[],[],[],[]
chemical_mesh_d002746,Chlorpromazine,1952,"['gene_1813', 'gene_3356', 'gene_151', 'gene_150', 'gene_152', 'gene_3358', 'gene_1128']","['DRD2', 'HTR2A', 'ADRA2B', 'ADRA2A', 'ADRA2C', 'HTR2C', 'CHRM1']","[1976, 1980, 1986, 1983, 1989, 1986, 1970]","[1981, 1984, 1988, 1993, 1997, 2000, 2003]","['gene_3269', 'gene_3357', 'gene_1129', 'gene_1131']","['HRH1', 'HTR2B', 'CHRM2', 'CHRM3']","[1973, 1994, 1976, 1967]","[2011, 2016, 2016, 2016]"
chemical_mesh_d013469,Sulpiride,1967,['gene_1813'],['DRD2'],[1976],[1981],[],[],[],[]
chemical_mesh_d004656,Enalapril,1981,['gene_1636'],['ACE'],[1949],[1981],[],[],[],[]
chemical_mesh_d000865,Antazoline,1946,['gene_3269'],['HRH1'],[1973],[1981],[],[],[],[]
chemical_mesh_d002078,Butoxamine,1964,['gene_154'],['ADRB2'],[1967],[1981],[],[],[],[]
chemical_mesh_d008784,Methysergide,1960,"['gene_3356', 'gene_3350', 'gene_3358', 'gene_3357', 'gene_3363']","['HTR2A', 'HTR1A', 'HTR2C', 'HTR2B', 'HTR7']","[1980, 1974, 1986, 1994, 1993]","[1981, 1987, 1988, 1995, 1998]",[],[],[],[]
chemical_mesh_d014284,Triiodothyronine,1952,"['gene_7067', 'gene_7068']","['THRA', 'THRB']","[1948, 1974]","[1981, 1984]",[],[],[],[]
chemical_mesh_d002117,Calcitriol,1971,['gene_7421'],['VDR'],[1980],[1981],[],[],[],[]
chemical_mesh_c021277,nilutamide,1979,['gene_367'],['AR'],[1970],[1981],[],[],[],[]
chemical_mesh_d013747,Tetrabenazine,1959,['gene_6571'],['SLC18A2'],[1981],[1981],[],[],[],[]
chemical_mesh_c026411,sorbinil,1979,['gene_231'],['AKR1B1'],[1960],[1981],[],[],[],[]
chemical_mesh_d014311,Triprolidine,1957,['gene_3269'],['HRH1'],[1973],[1981],[],[],[],[]
chemical_mesh_d003613,Danazol,1950,"['gene_2099', 'gene_5241', 'gene_367']","['ESR1', 'PGR', 'AR']","[1967, 1947, 1970]","[1981, 1983, 1984]",[],[],[],[]
chemical_mesh_d005485,Flutamide,1966,['gene_367'],['AR'],[1970],[1981],[],[],[],[]
chemical_mesh_c031967,rasagiline,1981,['gene_4129'],['MAOB'],[1928],[1981],[],[],[],[]
chemical_mesh_d001623,Betamethasone,1961,['gene_2908'],['NR3C1'],[1972],[1981],[],[],[],[]
chemical_mesh_d009248,Nadolol,1975,"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1982, 1982]",[],[],[],[]
chemical_mesh_c100227,tolamolol,1973,"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1982, 1982]",[],[],[],[]
chemical_mesh_d013015,Sotalol,1967,"['gene_153', 'gene_154', 'gene_3757']","['ADRB1', 'ADRB2', 'KCNH2']","[1975, 1967, 1961]","[1982, 1982, 2000]",[],[],[],[]
chemical_mesh_d010096,Oxprenolol,1967,"['gene_153', 'gene_154', 'gene_155']","['ADRB1', 'ADRB2', 'ADRB3']","[1975, 1967, 1989]","[1982, 1986, 1991]",[],[],[],[]
chemical_mesh_d010869,Pindolol,1969,"['gene_154', 'gene_153', 'gene_155']","['ADRB2', 'ADRB1', 'ADRB3']","[1967, 1975, 1989]","[1982, 1985, 1989]",[],[],[],[]
chemical_mesh_d000070,Acebutolol,1947,['gene_153'],['ADRB1'],[1975],[1982],[],[],[],[]
chemical_mesh_c012395,ketazocine,1976,['gene_4986'],['OPRK1'],[1972],[1982],[],[],[],[]
chemical_mesh_d009270,Naloxone,1965,"['gene_4986', 'gene_4988']","['OPRK1', 'OPRM1']","[1972, 1945]","[1982, 1982]",['gene_4985'],['OPRD1'],[1978],[2013]
chemical_mesh_c036616,etintidine,1982,['gene_3274'],['HRH2'],[1972],[1982],[],[],[],[]
chemical_mesh_d015232,Dinoprostone,1964,['gene_5732'],['PTGER2'],[1963],[1982],[],[],[],[]
chemical_mesh_d008935,Mitoguazone,1955,['gene_262'],['AMD1'],[1982],[1982],[],[],[],[]
chemical_mesh_d008777,Methyltestosterone,1939,['gene_367'],['AR'],[1970],[1982],[],[],[],[]
chemical_mesh_d003994,Bucladesine,1968,"['gene_5140', 'gene_5141', 'gene_5142', 'gene_5144', 'gene_5153', 'gene_5143', 'gene_5150', 'gene_5139', 'gene_5137']","['PDE3B', 'PDE4A', 'PDE4B', 'PDE4D', 'PDE1B', 'PDE4C', 'PDE7A', 'PDE3A', 'PDE1C']","[1966, 1994, 1993, 1994, 1992, 1993, 1984, 1992, 1996]","[1982, 1995, 1995, 1995, 1998, 1998, 1998, 1998, 2001]",['gene_5138'],['PDE2A'],[1990],[2012]
chemical_mesh_d017706,Lisinopril,1982,['gene_1636'],['ACE'],[1949],[1982],[],[],[],[]
chemical_mesh_d015773,Enalaprilat,1982,['gene_1636'],['ACE'],[1949],[1982],[],[],[],[]
chemical_mesh_d002762,Cholecalciferol,1946,['gene_7421'],['VDR'],[1980],[1982],[],[],[],[]
chemical_mesh_d015735,Mifepristone,1982,"['gene_5241', 'gene_2908']","['PGR', 'NR3C1']","[1947, 1972]","[1982, 1983]",[],[],[],[]
chemical_mesh_d005016,Ethoxzolamide,1958,"['gene_760', 'gene_759', 'gene_761', 'gene_762', 'gene_763', 'gene_766', 'gene_768', 'gene_771', 'gene_23632', 'gene_11238']","['CA2', 'CA1', 'CA3', 'CA4', 'CA5A', 'CA7', 'CA9', 'CA12', 'CA14', 'CA5B']","[1952, 1953, 1927, 1972, 1830, 1967, 1976, 1979, 1979, 1983]","[1982, 1983, 1990, 1994, 1994, 1998, 2003, 2005, 2005, 2005]",['gene_377677'],['CA13'],[1973],[2012]
chemical_mesh_d007741,Labetalol,1971,"['gene_154', 'gene_153', 'gene_146']","['ADRB2', 'ADRB1', 'ADRA1D']","[1967, 1975, 1963]","[1982, 1983, 1989]",['gene_148'],['ADRA1A'],[1989],[2012]
chemical_mesh_d016597,Trimetrexate,1979,['gene_1719'],['DHFR'],[1961],[1982],[],[],[],[]
chemical_mesh_c009118,pirbuterol,1974,['gene_154'],['ADRB2'],[1967],[1982],[],[],[],[]
chemical_mesh_d003348,Cortisone,1949,['gene_2908'],['NR3C1'],[1972],[1982],[],[],[],[]
chemical_mesh_d002069,Butaclamol,1975,"['gene_1813', 'gene_1812']","['DRD2', 'DRD1']","[1976, 1981]","[1982, 1989]",[],[],[],[]
chemical_mesh_d013134,Spiperone,1963,['gene_1813'],['DRD2'],[1976],[1982],[],[],[],[]
chemical_mesh_d003534,Cyproterone,1966,['gene_367'],['AR'],[1970],[1982],[],[],[],[]
chemical_mesh_c002976,epitiostanol,1968,['gene_2099'],['ESR1'],[1967],[1982],[],[],[],[]
chemical_mesh_c011677,benoxaprofen,1975,['gene_240'],['ALOX5'],[1980],[1983],[],[],[],[]
chemical_mesh_d008803,Mianserin,1971,"['gene_3356', 'gene_3358', 'gene_3359', 'gene_150', 'gene_3269']","['HTR2A', 'HTR2C', 'HTR3A', 'ADRA2A', 'HRH1']","[1980, 1986, 1985, 1983, 1973]","[1983, 1988, 1991, 1993, 2007]",[],[],[],[]
chemical_mesh_c033706,tiazofurin,1981,"['gene_3614', 'gene_3615']","['IMPDH1', 'IMPDH2']","[1961, 1993]","[1983, 1995]",[],[],[],[]
chemical_mesh_c038810,CGS 13945,1983,['gene_1636'],['ACE'],[1949],[1983],[],[],[],[]
chemical_mesh_d016670,Gabexate,1975,['gene_3818'],['KLKB1'],[1965],[1983],[],[],[],[]
