query_cpt,query_name,query_year,Ly_ans_cpts,Ly_ans_names,Ly_ans_years,Ly_rel_years,Uy_ans_cpts,Uy_ans_names,Uy_ans_years,Uy_rel_years
chemical_mesh_d001971,Bromocriptine,1970,['gene_5617'],['PRL'],[1936],[1971],[],[],[],[]
chemical_mesh_d002996,Clomiphene,1960,['gene_2099'],['ESR1'],[1967],[1971],[],[],[],[]
chemical_mesh_d002230,Carbidopa,1970,['gene_1644'],['DDC'],[1947],[1971],[],[],[],[]
chemical_mesh_d013739,Testosterone,1936,['gene_367'],['AR'],[1970],[1972],[],[],[],[]
chemical_mesh_d013196,Dihydrotestosterone,1954,['gene_367'],['AR'],[1970],[1972],[],[],[],[]
chemical_mesh_d013866,Thioguanine,1955,['gene_3251'],['HPRT1'],[1967],[1972],[],[],[],[]
chemical_mesh_d014148,Tranexamic Acid,1964,['gene_5340'],['PLG'],[1946],[1972],[],[],[],[]
chemical_mesh_d004997,Ethinyl Estradiol,1946,['gene_2099'],['ESR1'],[1967],[1973],[],[],[],[]
chemical_mesh_d008656,Mestranol,1963,['gene_2099'],['ESR1'],[1967],[1973],[],[],[],[]
chemical_mesh_d008785,Metiamide,1973,['gene_3274'],['HRH2'],[1972],[1973],[],[],[],[]
chemical_mesh_d011374,Progesterone,1936,['gene_5241'],['PGR'],[1947],[1973],[],[],[],[]
chemical_mesh_d002715,Chlormadinone Acetate,1955,['gene_5241'],['PGR'],[1947],[1973],['gene_367'],['AR'],[1970],[1982]
chemical_mesh_d006632,Histamine,1918,['gene_3274'],['HRH2'],[1972],[1974],[],[],[],[]
chemical_mesh_d013806,Theophylline,1907,['gene_5140'],['PDE3B'],[1966],[1974],[],[],[],[]
chemical_mesh_d002927,Cimetidine,1975,['gene_3274'],['HRH2'],[1972],[1975],[],[],[],[]
chemical_mesh_d000420,Albuterol,1969,['gene_154'],['ADRB2'],[1967],[1975],[],[],[],[]
chemical_mesh_d007545,Isoproterenol,1946,"['gene_154', 'gene_153']","['ADRB2', 'ADRB1']","[1967, 1975]","[1975, 1976]",[],[],[],[]
chemical_mesh_d010208,Papaverine,1937,['gene_5140'],['PDE3B'],[1966],[1975],[],[],[],[]
chemical_mesh_d011397,Promegestone,1974,['gene_5241'],['PGR'],[1947],[1975],[],[],[],[]
chemical_mesh_d003907,Dexamethasone,1954,['gene_2908'],['NR3C1'],[1972],[1975],[],[],[],[]
chemical_mesh_d006854,Hydrocortisone,1941,['gene_2908'],['NR3C1'],[1972],[1975],[],[],[],[]
chemical_mesh_d003687,Dehydroepiandrosterone,1946,"['gene_2099', 'gene_367']","['ESR1', 'AR']","[1967, 1970]","[1975, 1979]",[],[],[],[]
chemical_mesh_d004970,Estrone,1934,['gene_2099'],['ESR1'],[1967],[1975],['gene_2100'],['ESR2'],[1915],[2004]
chemical_mesh_d004054,Diethylstilbestrol,1939,['gene_2099'],['ESR1'],[1967],[1975],['gene_2100'],['ESR2'],[1915],[2004]
chemical_mesh_d013619,Tacrine,1961,['gene_43'],['ACHE'],[1941],[1975],[],[],[],[]
chemical_mesh_d009640,Norethindrone,1957,['gene_5241'],['PGR'],[1947],[1975],[],[],[],[]
chemical_mesh_d000086,Acetazolamide,1952,"['gene_760', 'gene_763']","['CA2', 'CA5A']","[1952, 1830]","[1975, 1976]","['gene_759', 'gene_761']","['CA1', 'CA3']","[1953, 1927]","[1982, 1985]"
chemical_mesh_d000526,Alprenolol,1968,"['gene_154', 'gene_153']","['ADRB2', 'ADRB1']","[1967, 1975]","[1975, 1976]",[],[],[],[]
chemical_mesh_d013726,Terbutaline,1970,['gene_154'],['ADRB2'],[1967],[1975],[],[],[],[]
chemical_mesh_d004809,Ephedrine,1925,['gene_154'],['ADRB2'],[1967],[1975],['gene_153'],['ADRB1'],[1975],[1986]
chemical_mesh_d008790,Metoprolol,1974,['gene_153'],['ADRB1'],[1975],[1975],[],[],[],[]
chemical_mesh_d001262,Atenolol,1972,['gene_153'],['ADRB1'],[1975],[1975],[],[],[],[]
chemical_mesh_d011433,Propranolol,1964,"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1975, 1977]",[],[],[],[]
chemical_mesh_d012642,Selegiline,1965,['gene_4129'],['MAOB'],[1928],[1975],[],[],[],[]
chemical_mesh_d017373,Cyproterone Acetate,1966,['gene_367'],['AR'],[1970],[1975],[],[],[],[]
chemical_mesh_d009277,Nandrolone,1953,['gene_367'],['AR'],[1970],[1976],[],[],[],[]
chemical_mesh_c011329,phthalazinol,1975,['gene_5140'],['PDE3B'],[1966],[1976],[],[],[],[]
chemical_mesh_d011217,Practolol,1968,['gene_153'],['ADRB1'],[1975],[1976],[],[],[],[]
chemical_mesh_d004837,Epinephrine,1903,"['gene_154', 'gene_153']","['ADRB2', 'ADRB1']","[1967, 1975]","[1976, 1977]",['gene_146'],['ADRA1D'],[1963],[1985]
chemical_mesh_d015649,Pentostatin,1976,['gene_100'],['ADA'],[1942],[1976],[],[],[],[]
chemical_mesh_d011441,Propylthiouracil,1946,['gene_7173'],['TPO'],[1959],[1976],[],[],[],[]
chemical_mesh_d008713,Methimazole,1949,['gene_7173'],['TPO'],[1959],[1976],[],[],[],[]
chemical_mesh_d009256,Nafoxidine,1968,['gene_2099'],['ESR1'],[1967],[1976],[],[],[],[]
chemical_mesh_c519808,alfatradiol,1955,['gene_2099'],['ESR1'],[1967],[1976],[],[],[],[]
chemical_mesh_d005280,Fenoterol,1968,['gene_154'],['ADRB2'],[1967],[1976],[],[],[],[]
chemical_mesh_d006594,Hexoprenaline,1970,['gene_154'],['ADRB2'],[1967],[1976],[],[],[],[]
chemical_mesh_d012312,Ritodrine,1969,['gene_154'],['ADRB2'],[1967],[1976],[],[],[],[]
chemical_mesh_d013629,Tamoxifen,1973,['gene_2099'],['ESR1'],[1967],[1976],['gene_2100'],['ESR2'],[1915],[2002]
chemical_mesh_d000549,Ambenonium Chloride,1955,['gene_43'],['ACHE'],[1941],[1976],[],[],[],[]
chemical_mesh_d002231,Carbimazole,1953,['gene_7173'],['TPO'],[1959],[1976],[],[],[],[]
chemical_mesh_d017265,Procaterol,1977,['gene_154'],['ADRB2'],[1967],[1977],[],[],[],[]
chemical_mesh_d010394,Penbutolol,1972,['gene_154'],['ADRB2'],[1967],[1977],['gene_153'],['ADRB1'],[1975],[1982]
chemical_mesh_d013722,Teprotide,1973,['gene_1636'],['ACE'],[1949],[1977],[],[],[],[]
chemical_mesh_d009921,Metaproterenol,1961,['gene_154'],['ADRB2'],[1967],[1977],[],[],[],[]
chemical_mesh_d014213,Tretoquinol,1967,['gene_154'],['ADRB2'],[1967],[1977],[],[],[],[]
chemical_mesh_d020888,Vigabatrin,1977,['gene_18'],['ABAT'],[1961],[1977],[],[],[],[]
chemical_mesh_d015122,Mercaptopurine,1953,['gene_3251'],['HPRT1'],[1967],[1977],[],[],[],[]
chemical_mesh_d008234,Lynestrenol,1961,['gene_5241'],['PGR'],[1947],[1977],[],[],[],[]
chemical_mesh_d005040,Ethynodiol Diacetate,1962,['gene_5241'],['PGR'],[1947],[1977],[],[],[],[]
chemical_mesh_d006589,Hexestrol,1945,['gene_2099'],['ESR1'],[1967],[1977],[],[],[],[]
chemical_mesh_d004964,Estriol,1934,['gene_2099'],['ESR1'],[1967],[1977],['gene_2100'],['ESR2'],[1915],[2021]
chemical_mesh_d014222,Triamcinolone Acetonide,1958,['gene_2908'],['NR3C1'],[1972],[1977],[],[],[],[]
chemical_mesh_d014635,Valproic Acid,1967,['gene_18'],['ABAT'],[1961],[1978],['gene_2571'],['GAD1'],[1969],[1992]
chemical_mesh_d009768,Obidoxime Chloride,1964,['gene_43'],['ACHE'],[1941],[1978],[],[],[],[]
chemical_mesh_d000109,Acetylcholine,1914,[],[],[],[],['gene_1128'],['CHRM1'],[1970],[1981]
chemical_mesh_d017258,Medroxyprogesterone Acetate,1958,['gene_5241'],['PGR'],[1947],[1978],[],[],[],[]
chemical_mesh_d011239,Prednisolone,1949,['gene_2908'],['NR3C1'],[1972],[1978],[],[],[],[]
chemical_mesh_d011899,Ranitidine,1979,['gene_3274'],['HRH2'],[1972],[1979],[],[],[],[]
chemical_mesh_c011550,talinolol,1975,['gene_153'],['ADRB1'],[1975],[1979],['gene_154'],['ADRB2'],[1967],[1995]
chemical_mesh_d003010,Clorgyline,1969,['gene_4128'],['MAOA'],[1978],[1979],[],[],[],[]
chemical_mesh_d010293,Pargyline,1961,"['gene_4128', 'gene_4129']","['MAOA', 'MAOB']","[1978, 1928]","[1979, 1979]",[],[],[],[]
chemical_mesh_d002976,Clenbuterol,1972,['gene_154'],['ADRB2'],[1967],[1979],[],[],[],[]
chemical_mesh_c014792,reproterol,1977,['gene_154'],['ADRB2'],[1967],[1979],[],[],[],[]
chemical_mesh_d009594,Nitromifene,1974,['gene_2099'],['ESR1'],[1967],[1979],[],[],[],[]
chemical_mesh_d016912,Levonorgestrel,1970,['gene_5241'],['PGR'],[1947],[1979],[],[],[],[]
chemical_mesh_d004280,Dobutamine,1974,['gene_153'],['ADRB1'],[1975],[1979],[],[],[],[]
chemical_mesh_d004394,Dydrogesterone,1961,['gene_5241'],['PGR'],[1947],[1979],[],[],[],[]
chemical_mesh_d017446,Impromidine,1978,['gene_3274'],['HRH2'],[1972],[1979],[],[],[],[]
chemical_mesh_d010624,Phenelzine,1959,"['gene_4128', 'gene_4129']","['MAOA', 'MAOB']","[1978, 1928]","[1979, 1979]",[],[],[],[]
chemical_mesh_d014191,Tranylcypromine,1959,"['gene_4128', 'gene_4129']","['MAOA', 'MAOB']","[1978, 1928]","[1979, 1979]",[],[],[],[]
chemical_mesh_d019326,17-alpha-Hydroxyprogesterone,1949,['gene_5241'],['PGR'],[1947],[1979],[],[],[],[]
chemical_mesh_c027556,histamine phosphate,1946,['gene_3274'],['HRH2'],[1972],[1980],[],[],[],[]
chemical_mesh_d019290,Megestrol Acetate,1964,['gene_5241'],['PGR'],[1947],[1980],[],[],[],[]
chemical_mesh_c031927,hydroquinone,1919,['gene_7299'],['TYR'],[1906],[1980],[],[],[],[]
chemical_mesh_d001625,Betazole,1952,['gene_3274'],['HRH2'],[1972],[1980],[],[],[],[]
chemical_mesh_d011729,Pyridostigmine Bromide,1953,['gene_43'],['ACHE'],[1941],[1980],[],[],[],[]
chemical_mesh_c009341,estriol succinate,1961,['gene_2099'],['ESR1'],[1967],[1980],[],[],[],[]
chemical_mesh_d002746,Chlorpromazine,1952,[],[],[],[],['gene_1128'],['CHRM1'],[1970],[2003]
chemical_mesh_d002078,Butoxamine,1964,[],[],[],[],['gene_154'],['ADRB2'],[1967],[1981]
chemical_mesh_d003613,Danazol,1950,[],[],[],[],"['gene_2099', 'gene_5241', 'gene_367']","['ESR1', 'PGR', 'AR']","[1967, 1947, 1970]","[1981, 1983, 1984]"
chemical_mesh_d005485,Flutamide,1966,[],[],[],[],['gene_367'],['AR'],[1970],[1981]
chemical_mesh_d001623,Betamethasone,1961,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1981]
chemical_mesh_d009248,Nadolol,1975,[],[],[],[],"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1982, 1982]"
chemical_mesh_c100227,tolamolol,1973,[],[],[],[],"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1982, 1982]"
chemical_mesh_d013015,Sotalol,1967,[],[],[],[],"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1982, 1982]"
chemical_mesh_d010096,Oxprenolol,1967,[],[],[],[],"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1982, 1986]"
chemical_mesh_d010869,Pindolol,1969,[],[],[],[],"['gene_154', 'gene_153']","['ADRB2', 'ADRB1']","[1967, 1975]","[1982, 1985]"
chemical_mesh_d000070,Acebutolol,1947,[],[],[],[],['gene_153'],['ADRB1'],[1975],[1982]
chemical_mesh_d008777,Methyltestosterone,1939,[],[],[],[],['gene_367'],['AR'],[1970],[1982]
chemical_mesh_d003994,Bucladesine,1968,[],[],[],[],['gene_5140'],['PDE3B'],[1966],[1982]
chemical_mesh_d005016,Ethoxzolamide,1958,[],[],[],[],"['gene_760', 'gene_759', 'gene_761', 'gene_763']","['CA2', 'CA1', 'CA3', 'CA5A']","[1952, 1953, 1927, 1830]","[1982, 1983, 1990, 1994]"
chemical_mesh_d007741,Labetalol,1971,[],[],[],[],"['gene_154', 'gene_153', 'gene_146']","['ADRB2', 'ADRB1', 'ADRA1D']","[1967, 1975, 1963]","[1982, 1983, 1989]"
chemical_mesh_c009118,pirbuterol,1974,[],[],[],[],['gene_154'],['ADRB2'],[1967],[1982]
chemical_mesh_d003348,Cortisone,1949,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1982]
chemical_mesh_d003534,Cyproterone,1966,[],[],[],[],['gene_367'],['AR'],[1970],[1982]
chemical_mesh_d010656,Phenylephrine,1944,[],[],[],[],['gene_146'],['ADRA1D'],[1963],[1983]
chemical_mesh_d011224,Prazosin,1970,[],[],[],[],['gene_146'],['ADRA1D'],[1963],[1983]
chemical_mesh_d010646,Phentolamine,1950,[],[],[],[],['gene_146'],['ADRA1D'],[1963],[1983]
chemical_mesh_d000616,Aminoglutethimide,1959,[],[],[],[],['gene_1588'],['CYP19A1'],[1964],[1983]
chemical_mesh_c009830,pirlindole,1975,[],[],[],[],['gene_4128'],['MAOA'],[1978],[1983]
chemical_mesh_d003899,Desoximetasone,1970,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1983]
chemical_mesh_c004955,fosfestrol,1955,[],[],[],[],['gene_2099'],['ESR1'],[1967],[1983]
chemical_mesh_d013999,Timolol,1972,[],[],[],[],"['gene_154', 'gene_153']","['ADRB2', 'ADRB1']","[1967, 1975]","[1983, 1986]"
chemical_mesh_d005039,Etilefrine,1950,[],[],[],[],"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1984, 2022]"
chemical_mesh_c015668,4-aminomethylbenzoic acid,1964,[],[],[],[],['gene_5340'],['PLG'],[1946],[1984]
chemical_mesh_d005641,Tegafur,1971,[],[],[],[],['gene_7298'],['TYMS'],[1960],[1984]
chemical_mesh_d005474,Fluoxymesterone,1957,[],[],[],[],['gene_367'],['AR'],[1970],[1984]
chemical_mesh_c017296,estrone sulfate,1945,[],[],[],[],"['gene_2099', 'gene_2100']","['ESR1', 'ESR2']","[1967, 1915]","[1984, 2017]"
chemical_mesh_d008525,Medroxyprogesterone,1960,[],[],[],[],['gene_5241'],['PGR'],[1947],[1984]
chemical_mesh_c100075,mibolerone,1976,[],[],[],[],['gene_367'],['AR'],[1970],[1985]
chemical_mesh_d008729,Methoxamine,1949,[],[],[],[],['gene_146'],['ADRA1D'],[1963],[1985]
chemical_mesh_d005665,Furosemide,1964,[],[],[],[],['gene_6557'],['SLC12A1'],[1964],[1985]
chemical_mesh_d014221,Triamcinolone,1958,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1985]
chemical_mesh_d008775,Methylprednisolone,1957,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1985]
chemical_mesh_d008704,Methazolamide,1958,[],[],[],[],"['gene_760', 'gene_759', 'gene_761']","['CA2', 'CA1', 'CA3']","[1952, 1953, 1927]","[1985, 1987, 1987]"
chemical_mesh_d000500,Allylestrenol,1960,[],[],[],[],['gene_5241'],['PGR'],[1947],[1985]
chemical_mesh_d014859,Warfarin,1950,[],[],[],[],['gene_1728'],['NQO1'],[1959],[1985]
chemical_mesh_c005671,oxendolone,1975,[],[],[],[],['gene_367'],['AR'],[1970],[1986]
chemical_mesh_c025034,doxifluridine,1978,[],[],[],[],['gene_7298'],['TYMS'],[1960],[1986]
chemical_mesh_d000676,Amrinone,1978,[],[],[],[],['gene_5140'],['PDE3B'],[1966],[1986]
chemical_mesh_d014043,Tolazoline,1945,[],[],[],[],['gene_146'],['ADRA1D'],[1963],[1987]
chemical_mesh_d000628,Aminophylline,1925,[],[],[],[],['gene_5140'],['PDE3B'],[1966],[1987]
chemical_mesh_c024319,norethindrone enanthate,1968,[],[],[],[],['gene_5241'],['PGR'],[1947],[1987]
chemical_mesh_d014212,Tretinoin,1946,[],[],[],[],['gene_5371'],['PML'],[1963],[1991]
chemical_mesh_d001285,Atropine,1868,[],[],[],[],['gene_1128'],['CHRM1'],[1970],[1988]
chemical_mesh_c026718,physostigmine salicylate,1957,[],[],[],[],['gene_43'],['ACHE'],[1941],[1988]
chemical_mesh_d002110,Caffeine,1860,[],[],[],[],['gene_5140'],['PDE3B'],[1966],[1988]
chemical_mesh_d010890,Pirenzepine,1977,[],[],[],[],['gene_1128'],['CHRM1'],[1970],[1988]
chemical_mesh_d002217,Carbachol,1940,[],[],[],[],['gene_1128'],['CHRM1'],[1970],[1988]
chemical_mesh_d009526,Nialamide,1959,[],[],[],[],"['gene_4128', 'gene_4129']","['MAOA', 'MAOB']","[1978, 1928]","[1989, 1989]"
chemical_mesh_d008454,Mazindol,1970,[],[],[],[],['gene_6531'],['SLC6A3'],[1960],[1989]
chemical_mesh_d000661,Amphetamine,1940,[],[],[],[],['gene_6531'],['SLC6A3'],[1960],[1989]
chemical_mesh_d003913,Dextroamphetamine,1946,[],[],[],[],['gene_6531'],['SLC6A3'],[1960],[1989]
chemical_mesh_c004648,testosterone enanthate,1954,[],[],[],[],['gene_367'],['AR'],[1970],[1989]
chemical_mesh_d020909,Acarbose,1979,[],[],[],[],"['gene_279', 'gene_2548']","['AMY2A', 'GAA']","[1948, 1967]","[1989, 2007]"
chemical_mesh_c016131,testosterone 17 beta-cypionate,1951,[],[],[],[],['gene_367'],['AR'],[1970],[1989]
chemical_mesh_d002354,Carteolol,1974,[],[],[],[],"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1990, 1990]"
chemical_mesh_d001507,Beclomethasone,1967,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1990]
chemical_mesh_d004025,Dicyclomine,1951,[],[],[],[],['gene_1128'],['CHRM1'],[1970],[2016]
chemical_mesh_d012601,Scopolamine,1885,[],[],[],[],['gene_1128'],['CHRM1'],[1970],[2017]
chemical_mesh_d009641,Norethynodrel,1957,[],[],[],[],['gene_5241'],['PGR'],[1947],[1990]
chemical_mesh_c007734,flunisolide,1976,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1990]
chemical_mesh_d002034,Bumetanide,1972,[],[],[],[],['gene_6557'],['SLC12A1'],[1964],[1990]
chemical_mesh_d010074,Oxandrolone,1962,[],[],[],[],['gene_367'],['AR'],[1970],[1990]
chemical_mesh_d000638,Amiodarone,1967,[],[],[],[],['gene_153'],['ADRB1'],[1975],[1991]
chemical_mesh_d010665,Phenylpropanolamine,1928,[],[],[],[],"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1991, 2007]"
chemical_mesh_d010117,Oxypurinol,1966,[],[],[],[],['gene_7498'],['XDH'],[1950],[1991]
chemical_mesh_c017367,carmofur,1976,[],[],[],[],['gene_7298'],['TYMS'],[1960],[1991]
chemical_mesh_d013792,Thalidomide,1956,[],[],[],[],['gene_7124'],['TNF'],[1971],[1991]
chemical_mesh_d009241,Ipratropium,1972,[],[],[],[],['gene_1128'],['CHRM1'],[1970],[1993]
chemical_mesh_d016572,Cyclosporine,1957,[],[],[],[],['gene_11261'],['CHP1'],[1965],[1999]
chemical_mesh_d007217,Indoramin,1970,[],[],[],[],['gene_146'],['ADRA1D'],[1963],[1992]
chemical_mesh_c084645,distigmine,1958,[],[],[],[],['gene_43'],['ACHE'],[1941],[1993]
chemical_mesh_d014290,Metipranolol,1970,[],[],[],[],['gene_154'],['ADRB2'],[1967],[1993]
chemical_mesh_d002990,Clobetasol,1974,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1993]
chemical_mesh_d043343,Testosterone Propionate,1937,[],[],[],[],['gene_367'],['AR'],[1970],[1993]
chemical_mesh_d008694,Methamphetamine,1945,[],[],[],[],['gene_6531'],['SLC6A3'],[1960],[1993]
chemical_mesh_d002046,Bupranolol,1969,[],[],[],[],"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1994, 1994]"
chemical_mesh_d013759,Dronabinol,1942,[],[],[],[],['gene_1269'],['CNR2'],[1971],[1995]
chemical_mesh_d004976,Ethacrynic Acid,1935,[],[],[],[],['gene_6557'],['SLC12A1'],[1964],[1995]
chemical_mesh_c011941,nabilone,1975,[],[],[],[],['gene_1269'],['CNR2'],[1971],[2001]
chemical_mesh_d008774,Methylphenidate,1954,[],[],[],[],['gene_6531'],['SLC6A3'],[1960],[1995]
chemical_mesh_d008801,Mexiletine,1970,[],[],[],[],['gene_6326'],['SCN2A'],[1972],[2016]
chemical_mesh_d007490,Iproniazid,1953,[],[],[],[],"['gene_4129', 'gene_4128']","['MAOB', 'MAOA']","[1928, 1978]","[1996, 1996]"
chemical_mesh_d009637,Masoprocol,1947,[],[],[],[],['gene_3479'],['IGF1'],[1974],[2005]
chemical_mesh_c011731,cloprednol,1976,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1996]
chemical_mesh_d005448,Fluocortolone,1966,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1996]
chemical_mesh_d008012,Lidocaine,1948,[],[],[],[],['gene_6326'],['SCN2A'],[1972],[2010]
chemical_mesh_d013197,Stanozolol,1959,[],[],[],[],['gene_367'],['AR'],[1970],[1997]
chemical_mesh_c074283,estradiol 3-benzoate,1937,[],[],[],[],['gene_2099'],['ESR1'],[1967],[1997]
chemical_mesh_d004005,Dichlorphenamide,1957,[],[],[],[],"['gene_759', 'gene_760']","['CA1', 'CA2']","[1953, 1952]","[1997, 1997]"
chemical_mesh_c007975,hydrocortisone-17-butyrate,1970,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1997]
chemical_mesh_d001624,Betamethasone Valerate,1964,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1997]
chemical_mesh_c011175,"betamethasone-17,21-dipropionate",1972,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[1997]
chemical_mesh_d010643,Phenoxybenzamine,1953,[],[],[],[],['gene_146'],['ADRA1D'],[1963],[1998]
chemical_mesh_d008524,Medrogestone,1966,[],[],[],[],['gene_5241'],['PGR'],[1947],[1998]
chemical_mesh_d008655,Mesterolone,1966,[],[],[],[],['gene_367'],['AR'],[1970],[1998]
chemical_mesh_d010645,Phentermine,1960,[],[],[],[],"['gene_4128', 'gene_4129', 'gene_6531']","['MAOA', 'MAOB', 'SLC6A3']","[1978, 1928, 1960]","[1999, 1999, 2013]"
chemical_mesh_d009278,Naphazoline,1947,[],[],[],[],['gene_146'],['ADRA1D'],[1963],[1999]
chemical_mesh_c005419,oxybutynin,1965,[],[],[],[],['gene_1128'],['CHRM1'],[1970],[2022]
chemical_mesh_d054199,Pseudoephedrine,1929,[],[],[],[],"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1999, 2014]"
chemical_mesh_d010672,Phenytoin,1939,[],[],[],[],['gene_6326'],['SCN2A'],[1972],[2009]
chemical_mesh_d002045,Bupivacaine,1966,[],[],[],[],['gene_6326'],['SCN2A'],[1972],[2016]
chemical_mesh_d007520,Isocarboxazid,1959,[],[],[],[],"['gene_4129', 'gene_4128']","['MAOB', 'MAOA']","[1928, 1978]","[2000, 2000]"
chemical_mesh_d004053,Diethylpropion,1959,[],[],[],[],['gene_6531'],['SLC6A3'],[1960],[2000]
chemical_mesh_d007528,Isoetharine,1958,[],[],[],[],['gene_154'],['ADRB2'],[1967],[2000]
chemical_mesh_c015912,halopredone acetate,1977,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[2001]
chemical_mesh_d014204,Trenbolone Acetate,1972,[],[],[],[],['gene_367'],['AR'],[1970],[2001]
chemical_mesh_c028994,betamethasone sodium phosphate,1962,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[2001]
chemical_mesh_d002185,Cannabidiol,1963,[],[],[],[],['gene_1269'],['CNR2'],[1971],[2002]
chemical_mesh_d000074,Acenocoumarol,1955,[],[],[],[],['gene_1728'],['NQO1'],[1959],[2017]
chemical_mesh_c010792,testosterone undecanoate,1975,[],[],[],[],['gene_367'],['AR'],[1970],[2003]
chemical_mesh_d004028,Dienestrol,1944,[],[],[],[],['gene_2099'],['ESR1'],[1967],[2004]
chemical_mesh_d002220,Carbamazepine,1962,[],[],[],[],['gene_6326'],['SCN2A'],[1972],[2008]
chemical_mesh_c010893,clobetasone butyrate,1975,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[2005]
chemical_mesh_d011800,Quinestrol,1966,[],[],[],[],['gene_2099'],['ESR1'],[1967],[2006]
chemical_mesh_d007556,Isoxsuprine,1956,[],[],[],[],['gene_154'],['ADRB2'],[1967],[2007]
chemical_mesh_d005469,Fluorometholone,1959,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[2007]
chemical_mesh_c009935,prednisolone acetate,1957,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[2007]
chemical_mesh_c004180,dexamethasone 21-phosphate,1959,[],[],[],[],['gene_2908'],['NR3C1'],[1972],[2008]
