query_cpt,query_name,query_year,Ly_ans_cpts,Ly_ans_names,Ly_ans_years,Ly_rel_years,Uy_ans_cpts,Uy_ans_names,Uy_ans_years,Uy_rel_years
chemical_mesh_d005467,Floxuridine,1959,['gene_7298'],['TYMS'],[1960],[1971],[],[],[],[]
chemical_mesh_d001971,Bromocriptine,1970,"['gene_5617', 'gene_1813']","['PRL', 'DRD2']","[1936, 1976]","[1971, 1985]",[],[],[],[]
chemical_mesh_d002996,Clomiphene,1960,['gene_2099'],['ESR1'],[1967],[1971],[],[],[],[]
chemical_mesh_d002230,Carbidopa,1970,['gene_1644'],['DDC'],[1947],[1971],[],[],[],[]
chemical_mesh_d013739,Testosterone,1936,['gene_367'],['AR'],[1970],[1972],[],[],[],[]
chemical_mesh_d013196,Dihydrotestosterone,1954,['gene_367'],['AR'],[1970],[1972],[],[],[],[]
chemical_mesh_d013866,Thioguanine,1955,['gene_3251'],['HPRT1'],[1967],[1972],[],[],[],[]
chemical_mesh_d014148,Tranexamic Acid,1964,['gene_5340'],['PLG'],[1946],[1972],[],[],[],[]
chemical_mesh_d004997,Ethinyl Estradiol,1946,['gene_2099'],['ESR1'],[1967],[1973],[],[],[],[]
chemical_mesh_d008656,Mestranol,1963,['gene_2099'],['ESR1'],[1967],[1973],[],[],[],[]
chemical_mesh_d008785,Metiamide,1973,['gene_3274'],['HRH2'],[1972],[1973],[],[],[],[]
chemical_mesh_d011374,Progesterone,1936,['gene_5241'],['PGR'],[1947],[1973],[],[],[],[]
chemical_mesh_d002715,Chlormadinone Acetate,1955,"['gene_5241', 'gene_367']","['PGR', 'AR']","[1947, 1970]","[1973, 1982]",[],[],[],[]
chemical_mesh_d006632,Histamine,1918,"['gene_3274', 'gene_3269']","['HRH2', 'HRH1']","[1972, 1973]","[1974, 1975]",[],[],[],[]
chemical_mesh_d013806,Theophylline,1907,['gene_5140'],['PDE3B'],[1966],[1974],[],[],[],[]
chemical_mesh_d002927,Cimetidine,1975,['gene_3274'],['HRH2'],[1972],[1975],[],[],[],[]
chemical_mesh_d000420,Albuterol,1969,['gene_154'],['ADRB2'],[1967],[1975],[],[],[],[]
chemical_mesh_d007545,Isoproterenol,1946,"['gene_154', 'gene_153']","['ADRB2', 'ADRB1']","[1967, 1975]","[1975, 1976]",[],[],[],[]
chemical_mesh_d010208,Papaverine,1937,['gene_5140'],['PDE3B'],[1966],[1975],[],[],[],[]
chemical_mesh_d011397,Promegestone,1974,['gene_5241'],['PGR'],[1947],[1975],[],[],[],[]
chemical_mesh_d003907,Dexamethasone,1954,['gene_2908'],['NR3C1'],[1972],[1975],[],[],[],[]
chemical_mesh_d006854,Hydrocortisone,1941,['gene_2908'],['NR3C1'],[1972],[1975],[],[],[],[]
chemical_mesh_d003687,Dehydroepiandrosterone,1946,"['gene_2099', 'gene_367']","['ESR1', 'AR']","[1967, 1970]","[1975, 1979]",[],[],[],[]
chemical_mesh_d004970,Estrone,1934,['gene_2099'],['ESR1'],[1967],[1975],['gene_2100'],['ESR2'],[1915],[2004]
chemical_mesh_d004054,Diethylstilbestrol,1939,['gene_2099'],['ESR1'],[1967],[1975],['gene_2100'],['ESR2'],[1915],[2004]
chemical_mesh_d013619,Tacrine,1961,['gene_43'],['ACHE'],[1941],[1975],[],[],[],[]
chemical_mesh_d009640,Norethindrone,1957,['gene_5241'],['PGR'],[1947],[1975],[],[],[],[]
chemical_mesh_d000086,Acetazolamide,1952,"['gene_760', 'gene_763', 'gene_759', 'gene_761']","['CA2', 'CA5A', 'CA1', 'CA3']","[1952, 1830, 1953, 1927]","[1975, 1976, 1982, 1985]",[],[],[],[]
chemical_mesh_d000526,Alprenolol,1968,"['gene_154', 'gene_153']","['ADRB2', 'ADRB1']","[1967, 1975]","[1975, 1976]",[],[],[],[]
chemical_mesh_d013726,Terbutaline,1970,['gene_154'],['ADRB2'],[1967],[1975],[],[],[],[]
chemical_mesh_d004809,Ephedrine,1925,['gene_154'],['ADRB2'],[1967],[1975],['gene_153'],['ADRB1'],[1975],[1986]
chemical_mesh_d008790,Metoprolol,1974,['gene_153'],['ADRB1'],[1975],[1975],[],[],[],[]
chemical_mesh_d001262,Atenolol,1972,['gene_153'],['ADRB1'],[1975],[1975],[],[],[],[]
chemical_mesh_d011433,Propranolol,1964,"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1975, 1977]",[],[],[],[]
chemical_mesh_d009020,Morphine,1826,['gene_4988'],['OPRM1'],[1945],[1975],[],[],[],[]
chemical_mesh_d012642,Selegiline,1965,['gene_4129'],['MAOB'],[1928],[1975],[],[],[],[]
chemical_mesh_d017373,Cyproterone Acetate,1966,['gene_367'],['AR'],[1970],[1975],[],[],[],[]
chemical_mesh_d009277,Nandrolone,1953,['gene_367'],['AR'],[1970],[1976],[],[],[],[]
chemical_mesh_c011329,phthalazinol,1975,['gene_5140'],['PDE3B'],[1966],[1976],[],[],[],[]
chemical_mesh_d002744,Chlorpheniramine,1879,['gene_3269'],['HRH1'],[1973],[1976],[],[],[],[]
chemical_mesh_d011217,Practolol,1968,['gene_153'],['ADRB1'],[1975],[1976],[],[],[],[]
chemical_mesh_d004837,Epinephrine,1903,"['gene_154', 'gene_153', 'gene_146']","['ADRB2', 'ADRB1', 'ADRA1D']","[1967, 1975, 1963]","[1976, 1977, 1985]",[],[],[],[]
chemical_mesh_d015649,Pentostatin,1976,['gene_100'],['ADA'],[1942],[1976],[],[],[],[]
chemical_mesh_d011441,Propylthiouracil,1946,['gene_7173'],['TPO'],[1959],[1976],[],[],[],[]
chemical_mesh_d008713,Methimazole,1949,['gene_7173'],['TPO'],[1959],[1976],[],[],[],[]
chemical_mesh_d009256,Nafoxidine,1968,['gene_2099'],['ESR1'],[1967],[1976],[],[],[],[]
chemical_mesh_d064695,Enclomiphene,1976,['gene_2099'],['ESR1'],[1967],[1976],[],[],[],[]
chemical_mesh_c519808,alfatradiol,1955,['gene_2099'],['ESR1'],[1967],[1976],[],[],[],[]
chemical_mesh_d005280,Fenoterol,1968,['gene_154'],['ADRB2'],[1967],[1976],[],[],[],[]
chemical_mesh_d006594,Hexoprenaline,1970,['gene_154'],['ADRB2'],[1967],[1976],[],[],[],[]
chemical_mesh_d012312,Ritodrine,1969,['gene_154'],['ADRB2'],[1967],[1976],[],[],[],[]
chemical_mesh_d013629,Tamoxifen,1973,['gene_2099'],['ESR1'],[1967],[1976],['gene_2100'],['ESR2'],[1915],[2002]
chemical_mesh_d000549,Ambenonium Chloride,1955,['gene_43'],['ACHE'],[1941],[1976],[],[],[],[]
chemical_mesh_d000450,Aldosterone,1950,['gene_4306'],['NR3C2'],[1976],[1976],[],[],[],[]
chemical_mesh_d003900,Desoxycorticosterone,1941,['gene_4306'],['NR3C2'],[1976],[1976],[],[],[],[]
chemical_mesh_d013148,Spironolactone,1958,['gene_4306'],['NR3C2'],[1976],[1976],[],[],[],[]
chemical_mesh_d002191,Canrenoic Acid,1964,['gene_4306'],['NR3C2'],[1976],[1976],[],[],[],[]
chemical_mesh_d002231,Carbimazole,1953,['gene_7173'],['TPO'],[1959],[1976],[],[],[],[]
chemical_mesh_d017265,Procaterol,1977,['gene_154'],['ADRB2'],[1967],[1977],[],[],[],[]
chemical_mesh_d010394,Penbutolol,1972,"['gene_154', 'gene_153']","['ADRB2', 'ADRB1']","[1967, 1975]","[1977, 1982]",[],[],[],[]
chemical_mesh_d016593,Terfenadine,1975,['gene_3269'],['HRH1'],[1973],[1977],[],[],[],[]
chemical_mesh_d013722,Teprotide,1973,['gene_1636'],['ACE'],[1949],[1977],[],[],[],[]
chemical_mesh_d009921,Metaproterenol,1961,['gene_154'],['ADRB2'],[1967],[1977],[],[],[],[]
chemical_mesh_d014213,Tretoquinol,1967,['gene_154'],['ADRB2'],[1967],[1977],[],[],[],[]
chemical_mesh_d020888,Vigabatrin,1977,['gene_18'],['ABAT'],[1961],[1977],[],[],[],[]
chemical_mesh_d015122,Mercaptopurine,1953,['gene_3251'],['HPRT1'],[1967],[1977],[],[],[],[]
chemical_mesh_d008234,Lynestrenol,1961,['gene_5241'],['PGR'],[1947],[1977],[],[],[],[]
chemical_mesh_d005040,Ethynodiol Diacetate,1962,['gene_5241'],['PGR'],[1947],[1977],[],[],[],[]
chemical_mesh_d006589,Hexestrol,1945,['gene_2099'],['ESR1'],[1967],[1977],[],[],[],[]
chemical_mesh_d004964,Estriol,1934,['gene_2099'],['ESR1'],[1967],[1977],['gene_2100'],['ESR2'],[1915],[2021]
chemical_mesh_d014222,Triamcinolone Acetonide,1958,['gene_2908'],['NR3C1'],[1972],[1977],[],[],[],[]
chemical_mesh_d011738,Pyrilamine,1947,['gene_3269'],['HRH1'],[1973],[1977],[],[],[],[]
chemical_mesh_c002904,zinterol,1975,['gene_154'],['ADRB2'],[1967],[1978],[],[],[],[]
chemical_mesh_d014635,Valproic Acid,1967,['gene_18'],['ABAT'],[1961],[1978],['gene_2571'],['GAD1'],[1969],[1992]
chemical_mesh_d009768,Obidoxime Chloride,1964,['gene_43'],['ACHE'],[1941],[1978],[],[],[],[]
chemical_mesh_c006242,mepitiostane,1974,['gene_2099'],['ESR1'],[1967],[1978],[],[],[],[]
chemical_mesh_d000109,Acetylcholine,1914,['gene_1128'],['CHRM1'],[1970],[1981],[],[],[],[]
chemical_mesh_d017258,Medroxyprogesterone Acetate,1958,['gene_5241'],['PGR'],[1947],[1978],[],[],[],[]
chemical_mesh_d011239,Prednisolone,1949,['gene_2908'],['NR3C1'],[1972],[1978],[],[],[],[]
chemical_mesh_d011899,Ranitidine,1979,['gene_3274'],['HRH2'],[1972],[1979],[],[],[],[]
chemical_mesh_c004664,chloropyramine,1954,['gene_3269'],['HRH1'],[1973],[1979],[],[],[],[]
chemical_mesh_c011550,talinolol,1975,['gene_153'],['ADRB1'],[1975],[1979],['gene_154'],['ADRB2'],[1967],[1995]
chemical_mesh_d003010,Clorgyline,1969,['gene_4128'],['MAOA'],[1978],[1979],[],[],[],[]
chemical_mesh_d010293,Pargyline,1961,"['gene_4128', 'gene_4129']","['MAOA', 'MAOB']","[1978, 1928]","[1979, 1979]",[],[],[],[]
chemical_mesh_d002976,Clenbuterol,1972,['gene_154'],['ADRB2'],[1967],[1979],[],[],[],[]
chemical_mesh_c014792,reproterol,1977,['gene_154'],['ADRB2'],[1967],[1979],[],[],[],[]
chemical_mesh_d009594,Nitromifene,1974,['gene_2099'],['ESR1'],[1967],[1979],[],[],[],[]
chemical_mesh_d016912,Levonorgestrel,1970,['gene_5241'],['PGR'],[1947],[1979],[],[],[],[]
chemical_mesh_d004280,Dobutamine,1974,['gene_153'],['ADRB1'],[1975],[1979],[],[],[],[]
chemical_mesh_d004394,Dydrogesterone,1961,['gene_5241'],['PGR'],[1947],[1979],[],[],[],[]
chemical_mesh_d017446,Impromidine,1978,['gene_3274'],['HRH2'],[1972],[1979],[],[],[],[]
chemical_mesh_d010624,Phenelzine,1959,"['gene_4128', 'gene_4129']","['MAOA', 'MAOB']","[1978, 1928]","[1979, 1979]",[],[],[],[]
chemical_mesh_d014191,Tranylcypromine,1959,"['gene_4128', 'gene_4129']","['MAOA', 'MAOB']","[1978, 1928]","[1979, 1979]",[],[],[],[]
chemical_mesh_d019326,17-alpha-Hydroxyprogesterone,1949,['gene_5241'],['PGR'],[1947],[1979],[],[],[],[]
chemical_mesh_c027703,oxmetidine,1980,['gene_3274'],['HRH2'],[1972],[1980],[],[],[],[]
chemical_mesh_c027556,histamine phosphate,1946,['gene_3274'],['HRH2'],[1972],[1980],[],[],[],[]
chemical_mesh_d019290,Megestrol Acetate,1964,['gene_5241'],['PGR'],[1947],[1980],[],[],[],[]
chemical_mesh_c031927,hydroquinone,1919,['gene_7299'],['TYR'],[1906],[1980],[],[],[],[]
chemical_mesh_d001625,Betazole,1952,['gene_3274'],['HRH2'],[1972],[1980],[],[],[],[]
chemical_mesh_d008148,Lovastatin,1979,['gene_3156'],['HMGCR'],[1970],[1980],[],[],[],[]
chemical_mesh_d011729,Pyridostigmine Bromide,1953,['gene_43'],['ACHE'],[1941],[1980],[],[],[],[]
chemical_mesh_c016601,afimoxifene,1979,['gene_2099'],['ESR1'],[1967],[1980],['gene_2100'],['ESR2'],[1915],[2012]
chemical_mesh_c009341,estriol succinate,1961,['gene_2099'],['ESR1'],[1967],[1980],[],[],[],[]
chemical_mesh_c023990,tiotidine,1980,['gene_3274'],['HRH2'],[1972],[1981],[],[],[],[]
chemical_mesh_d007650,Ketanserin,1980,['gene_3356'],['HTR2A'],[1980],[1981],[],[],[],[]
chemical_mesh_d004298,Dopamine,1941,['gene_1813'],['DRD2'],[1976],[1981],[],[],[],[]
chemical_mesh_c030265,nemonapride,1981,['gene_1813'],['DRD2'],[1976],[1981],[],[],[],[]
chemical_mesh_d002746,Chlorpromazine,1952,"['gene_1813', 'gene_3356']","['DRD2', 'HTR2A']","[1976, 1980]","[1981, 1984]","['gene_1128', 'gene_3269']","['CHRM1', 'HRH1']","[1970, 1973]","[2003, 2011]"
chemical_mesh_d013469,Sulpiride,1967,['gene_1813'],['DRD2'],[1976],[1981],[],[],[],[]
chemical_mesh_d004656,Enalapril,1981,['gene_1636'],['ACE'],[1949],[1981],[],[],[],[]
chemical_mesh_d000865,Antazoline,1946,['gene_3269'],['HRH1'],[1973],[1981],[],[],[],[]
chemical_mesh_d002078,Butoxamine,1964,['gene_154'],['ADRB2'],[1967],[1981],[],[],[],[]
chemical_mesh_d008784,Methysergide,1960,['gene_3356'],['HTR2A'],[1980],[1981],[],[],[],[]
chemical_mesh_d014284,Triiodothyronine,1952,['gene_7067'],['THRA'],[1948],[1981],[],[],[],[]
chemical_mesh_d002117,Calcitriol,1971,['gene_7421'],['VDR'],[1980],[1981],[],[],[],[]
chemical_mesh_c026411,sorbinil,1979,['gene_231'],['AKR1B1'],[1960],[1981],[],[],[],[]
chemical_mesh_d014311,Triprolidine,1957,['gene_3269'],['HRH1'],[1973],[1981],[],[],[],[]
chemical_mesh_d003613,Danazol,1950,"['gene_2099', 'gene_5241', 'gene_367']","['ESR1', 'PGR', 'AR']","[1967, 1947, 1970]","[1981, 1983, 1984]",[],[],[],[]
chemical_mesh_d005485,Flutamide,1966,['gene_367'],['AR'],[1970],[1981],[],[],[],[]
chemical_mesh_d001623,Betamethasone,1961,['gene_2908'],['NR3C1'],[1972],[1981],[],[],[],[]
chemical_mesh_d009248,Nadolol,1975,"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1982, 1982]",[],[],[],[]
chemical_mesh_c100227,tolamolol,1973,"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1982, 1982]",[],[],[],[]
chemical_mesh_d013015,Sotalol,1967,"['gene_153', 'gene_154']","['ADRB1', 'ADRB2']","[1975, 1967]","[1982, 1982]",[],[],[],[]
chemical_mesh_d010096,Oxprenolol,1967,['gene_153'],['ADRB1'],[1975],[1982],['gene_154'],['ADRB2'],[1967],[1986]
chemical_mesh_d010869,Pindolol,1969,"['gene_154', 'gene_153']","['ADRB2', 'ADRB1']","[1967, 1975]","[1982, 1985]",[],[],[],[]
chemical_mesh_d000070,Acebutolol,1947,['gene_153'],['ADRB1'],[1975],[1982],[],[],[],[]
chemical_mesh_d009270,Naloxone,1965,['gene_4988'],['OPRM1'],[1945],[1982],[],[],[],[]
chemical_mesh_c036616,etintidine,1982,['gene_3274'],['HRH2'],[1972],[1982],[],[],[],[]
chemical_mesh_d008777,Methyltestosterone,1939,['gene_367'],['AR'],[1970],[1982],[],[],[],[]
chemical_mesh_d003994,Bucladesine,1968,['gene_5140'],['PDE3B'],[1966],[1982],[],[],[],[]
chemical_mesh_d017706,Lisinopril,1982,['gene_1636'],['ACE'],[1949],[1982],[],[],[],[]
chemical_mesh_d015773,Enalaprilat,1982,['gene_1636'],['ACE'],[1949],[1982],[],[],[],[]
chemical_mesh_d002762,Cholecalciferol,1946,['gene_7421'],['VDR'],[1980],[1982],[],[],[],[]
chemical_mesh_d015735,Mifepristone,1982,"['gene_5241', 'gene_2908']","['PGR', 'NR3C1']","[1947, 1972]","[1982, 1983]",[],[],[],[]
chemical_mesh_d005016,Ethoxzolamide,1958,"['gene_760', 'gene_759']","['CA2', 'CA1']","[1952, 1953]","[1982, 1983]","['gene_761', 'gene_763']","['CA3', 'CA5A']","[1927, 1830]","[1990, 1994]"
chemical_mesh_d007741,Labetalol,1971,"['gene_154', 'gene_153']","['ADRB2', 'ADRB1']","[1967, 1975]","[1982, 1983]",['gene_146'],['ADRA1D'],[1963],[1989]
chemical_mesh_d016597,Trimetrexate,1979,['gene_1719'],['DHFR'],[1961],[1982],[],[],[],[]
chemical_mesh_c009118,pirbuterol,1974,['gene_154'],['ADRB2'],[1967],[1982],[],[],[],[]
chemical_mesh_d003348,Cortisone,1949,['gene_2908'],['NR3C1'],[1972],[1982],[],[],[],[]
chemical_mesh_d002069,Butaclamol,1975,['gene_1813'],['DRD2'],[1976],[1982],[],[],[],[]
chemical_mesh_d013134,Spiperone,1963,['gene_1813'],['DRD2'],[1976],[1982],[],[],[],[]
chemical_mesh_d003534,Cyproterone,1966,['gene_367'],['AR'],[1970],[1982],[],[],[],[]
chemical_mesh_c011677,benoxaprofen,1975,['gene_240'],['ALOX5'],[1980],[1983],[],[],[],[]
chemical_mesh_d008803,Mianserin,1971,['gene_3356'],['HTR2A'],[1980],[1983],['gene_3269'],['HRH1'],[1973],[2007]
chemical_mesh_d016670,Gabexate,1975,['gene_3818'],['KLKB1'],[1965],[1983],[],[],[],[]
chemical_mesh_c023635,dienogest,1979,['gene_5241'],['PGR'],[1947],[1983],[],[],[],[]
chemical_mesh_d010656,Phenylephrine,1944,['gene_146'],['ADRA1D'],[1963],[1983],[],[],[],[]
chemical_mesh_d011224,Prazosin,1970,['gene_146'],['ADRA1D'],[1963],[1983],[],[],[],[]
chemical_mesh_d010646,Phentolamine,1950,['gene_146'],['ADRA1D'],[1963],[1983],[],[],[],[]
chemical_mesh_d015377,Cilastatin,1983,['gene_1800'],['DPEP1'],[1947],[1983],[],[],[],[]
chemical_mesh_c026234,cimoxatone,1980,['gene_4128'],['MAOA'],[1978],[1983],[],[],[],[]
chemical_mesh_d008787,Metoclopramide,1964,['gene_1813'],['DRD2'],[1976],[1983],[],[],[],[]
chemical_mesh_c035296,piriprost,1983,['gene_240'],['ALOX5'],[1980],[1983],[],[],[],[]
chemical_mesh_d000616,Aminoglutethimide,1959,['gene_1588'],['CYP19A1'],[1964],[1983],[],[],[],[]
chemical_mesh_c014594,formestane,1977,['gene_1588'],['CYP19A1'],[1964],[1983],[],[],[],[]
chemical_mesh_c009830,pirlindole,1975,['gene_4128'],['MAOA'],[1978],[1983],[],[],[],[]
chemical_mesh_c006208,dironyl,1974,['gene_5617'],['PRL'],[1936],[1983],['gene_1813'],['DRD2'],[1976],[2001]
chemical_mesh_d003899,Desoximetasone,1970,['gene_2908'],['NR3C1'],[1972],[1983],[],[],[],[]
chemical_mesh_d008090,Lisuride,1963,['gene_1813'],['DRD2'],[1976],[1983],[],[],[],[]
chemical_mesh_d006220,Haloperidol,1958,['gene_1813'],['DRD2'],[1976],[1983],[],[],[],[]
chemical_mesh_d001058,Apomorphine,1872,['gene_1813'],['DRD2'],[1976],[1983],[],[],[],[]
chemical_mesh_c004955,fosfestrol,1955,['gene_2099'],['ESR1'],[1967],[1983],[],[],[],[]
chemical_mesh_d013999,Timolol,1972,['gene_154'],['ADRB2'],[1967],[1983],['gene_153'],['ADRB1'],[1975],[1986]
chemical_mesh_d020912,Moclobemide,1982,['gene_4128'],['MAOA'],[1978],[1983],[],[],[],[]
chemical_mesh_d005475,Flupenthixol,1964,['gene_1813'],['DRD2'],[1976],[1985],[],[],[],[]
chemical_mesh_d005039,Etilefrine,1950,['gene_153'],['ADRB1'],[1975],[1984],['gene_154'],['ADRB2'],[1967],[2022]
chemical_mesh_d014309,Tripelennamine,1946,['gene_3269'],['HRH1'],[1973],[1984],[],[],[],[]
chemical_mesh_d015784,Betaxolol,1979,['gene_153'],['ADRB1'],[1975],[1984],[],[],[],[]
chemical_mesh_d017257,Ramipril,1984,['gene_1636'],['ACE'],[1949],[1984],[],[],[],[]
chemical_mesh_d016589,Astemizole,1955,['gene_3269'],['HRH1'],[1973],[1984],[],[],[],[]
chemical_mesh_c021148,bevantolol,1975,['gene_153'],['ADRB1'],[1975],[1984],[],[],[],[]
chemical_mesh_d017307,Xamoterol,1983,['gene_153'],['ADRB1'],[1975],[1984],[],[],[],[]
chemical_mesh_c015668,4-aminomethylbenzoic acid,1964,['gene_5340'],['PLG'],[1946],[1984],[],[],[],[]
chemical_mesh_d002936,Cinnarizine,1960,['gene_3269'],['HRH1'],[1973],[1984],[],[],[],[]
chemical_mesh_d010868,Pimozide,1968,['gene_1813'],['DRD2'],[1976],[1984],[],[],[],[]
chemical_mesh_d005641,Tegafur,1971,['gene_7298'],['TYMS'],[1960],[1984],[],[],[],[]
chemical_mesh_d005474,Fluoxymesterone,1957,['gene_367'],['AR'],[1970],[1984],[],[],[],[]
chemical_mesh_d020849,Raloxifene Hydrochloride,1983,['gene_2099'],['ESR1'],[1967],[1984],['gene_2100'],['ESR2'],[1915],[2006]
chemical_mesh_d000677,Amsacrine,1974,['gene_7153'],['TOP2A'],[1978],[1984],[],[],[],[]
chemical_mesh_c009954,trilostane,1978,['gene_3283'],['HSD3B1'],[1960],[1984],[],[],[],[]
chemical_mesh_c017296,estrone sulfate,1945,['gene_2099'],['ESR1'],[1967],[1984],['gene_2100'],['ESR2'],[1915],[2017]
chemical_mesh_d004155,Diphenhydramine,1945,['gene_3269'],['HRH1'],[1973],[1984],[],[],[],[]
chemical_mesh_d010918,Pizotyline,1967,['gene_3356'],['HTR2A'],[1980],[1984],[],[],[],[]
chemical_mesh_d008525,Medroxyprogesterone,1960,['gene_5241'],['PGR'],[1947],[1984],[],[],[],[]
chemical_mesh_c100075,mibolerone,1976,['gene_367'],['AR'],[1970],[1985],[],[],[],[]
chemical_mesh_d005576,Colforsin,1978,['gene_107'],['ADCY1'],[1962],[1985],['gene_55811'],['ADCY10'],[1975],[1989]
chemical_mesh_c036837,"2,3,5-trimethyl-6-(12-hydroxy-5,10-dodecadiynyl)-1,4-benzoquinone",1982,['gene_240'],['ALOX5'],[1980],[1985],[],[],[],[]
chemical_mesh_d015738,Famotidine,1982,['gene_3274'],['HRH2'],[1972],[1985],[],[],[],[]
chemical_mesh_c015340,mepindolol,1975,['gene_154'],['ADRB2'],[1967],[1985],['gene_153'],['ADRB1'],[1975],[1988]
chemical_mesh_c038931,cetamolol,1983,['gene_153'],['ADRB1'],[1975],[1985],[],[],[],[]
chemical_mesh_d017330,Remoxipride,1984,['gene_1813'],['DRD2'],[1976],[1985],[],[],[],[]
chemical_mesh_d002065,Buspirone,1975,[],[],[],[],['gene_1813'],['DRD2'],[1976],[1986]
chemical_mesh_c037293,denopamine,1983,['gene_153'],['ADRB1'],[1975],[1985],[],[],[],[]
chemical_mesh_c010809,tulobuterol,1975,['gene_154'],['ADRB2'],[1967],[1985],[],[],[],[]
chemical_mesh_d008729,Methoxamine,1949,['gene_146'],['ADRA1D'],[1963],[1985],[],[],[],[]
chemical_mesh_d007980,Levodopa,1926,['gene_1813'],['DRD2'],[1976],[1985],[],[],[],[]
chemical_mesh_d002077,Butorphanol,1974,[],[],[],[],['gene_4988'],['OPRM1'],[1945],[2019]
chemical_mesh_d009266,Nalbuphine,1970,[],[],[],[],['gene_4988'],['OPRM1'],[1945],[2021]
chemical_mesh_d004174,Diprenorphine,1972,[],[],[],[],['gene_4988'],['OPRM1'],[1945],[1991]
chemical_mesh_d005665,Furosemide,1964,['gene_6557'],['SLC12A1'],[1964],[1985],[],[],[],[]
chemical_mesh_c016371,lonidamine,1976,['gene_3098'],['HK1'],[1945],[1985],['gene_3101'],['HK3'],[1951],[1996]
chemical_mesh_d010479,Pergolide,1979,['gene_1813'],['DRD2'],[1976],[1985],[],[],[],[]
chemical_mesh_d014221,Triamcinolone,1958,['gene_2908'],['NR3C1'],[1972],[1985],[],[],[],[]
chemical_mesh_d008775,Methylprednisolone,1957,['gene_2908'],['NR3C1'],[1972],[1985],[],[],[],[]
chemical_mesh_d008704,Methazolamide,1958,['gene_760'],['CA2'],[1952],[1985],"['gene_759', 'gene_761']","['CA1', 'CA3']","[1953, 1927]","[1987, 1987]"
chemical_mesh_d011398,Promethazine,1948,['gene_3269'],['HRH1'],[1973],[1985],[],[],[],[]
chemical_mesh_d000500,Allylestrenol,1960,['gene_5241'],['PGR'],[1947],[1985],[],[],[],[]
chemical_mesh_d014859,Warfarin,1950,['gene_1728'],['NQO1'],[1959],[1985],[],[],[],[]
chemical_mesh_d004294,Domperidone,1977,['gene_1813'],['DRD2'],[1976],[1985],[],[],[],[]
chemical_mesh_d005476,Fluphenazine,1959,['gene_1813'],['DRD2'],[1976],[1985],[],[],[],[]
chemical_mesh_d017272,Celiprolol,1978,[],[],[],[],['gene_153'],['ADRB1'],[1975],[1986]
chemical_mesh_c005671,oxendolone,1975,[],[],[],[],['gene_367'],['AR'],[1970],[1986]
