hsa,gene_name,gene_concept,year
hsa00860,MMAB,gene_326625,1948
hsa00860,HMOX2,gene_3163,1975
hsa00860,GUSB,gene_2990,1947
hsa00860,CP,gene_1356,1952
hsa00860,FXN,gene_2395,1880
hsa00900,ACAT1,gene_38,1973
hsa00900,HMGCR,gene_3156,1970
hsa00900,MVD,gene_4597,1975
hsa00900,FDPS,gene_2224,1975
hsa00982,CYP2B6,gene_1555,1967
hsa00982,GSTM1,gene_2944,1964
hsa00982,GSTK1,gene_373156,1975
hsa00982,ADH1A,gene_124,1955
hsa00982,ADH1B,gene_125,1973
hsa00982,MAOB,gene_4129,1928
hsa00982,MAOA,gene_4128,1978
hsa00982,AOX1,gene_316,1940
hsa00982,CYP1A2,gene_1544,1972
hsa00982,CYP2A6,gene_1548,1968
hsa00983,HPRT1,gene_3251,1967
hsa00983,TPMT,gene_7172,1978
hsa00983,XDH,gene_7498,1950
hsa00983,ITPA,gene_3704,1963
hsa00983,CES1,gene_1066,1947
hsa00983,CES2,gene_8824,1853
hsa00983,GUSB,gene_2990,1947
hsa00983,CDA,gene_978,1966
hsa00983,CYP2A6,gene_1548,1968
hsa00983,UPP1,gene_7378,1968
hsa00983,UCK2,gene_7371,1962
hsa00983,UMPS,gene_7372,1967
hsa00983,CMPK1,gene_51727,1965
hsa00983,MPO,gene_4353,1958
hsa00983,GSTM1,gene_2944,1964
hsa02010,ABCA1,gene_19,1964
hsa02010,ABCB1,gene_5243,1982
hsa02010,ABCB6,gene_10058,1950
hsa02010,ABCB7,gene_22,1975
hsa02010,ABCC8,gene_6833,1823
hsa03013,TPR,gene_7175,1958
hsa03013,RAN,gene_5901,1869
hsa03013,EEF1A1,gene_1915,1973
hsa03013,EEF1A2,gene_1917,1974
hsa03013,RBM8A,gene_9939,1875
hsa03013,ACIN1,gene_22985,1957
hsa03013,NXF1,gene_10482,1897
hsa03050,IFNG,gene_3458,1978
hsa03250,CD4,gene_920,1964
hsa03250,CREBBP,gene_1387,1978
hsa03250,EP300,gene_2033,1975
hsa03250,KAT2B,gene_8850,1953
hsa03250,MLLT1,gene_4298,1949
hsa03250,RAN,gene_5901,1869
hsa03320,APOA1,gene_335,1972
hsa03320,APOA2,gene_336,1972
hsa03320,APOC3,gene_345,1974
hsa03320,ME1,gene_4199,1954
hsa03320,SCD,gene_6319,1969
hsa03320,CYP7A1,gene_1581,1968
hsa03320,CYP27A1,gene_1593,1973
hsa03320,DBI,gene_1622,1958
hsa03320,LPL,gene_4023,1956
hsa03320,ACSBG1,gene_23205,1968
hsa03320,PCK1,gene_5105,1965
hsa03320,PCK2,gene_5106,1963
hsa03320,GK,gene_2710,1957
hsa03410,UNG,gene_7374,1971
hsa03410,MPG,gene_4350,1975
hsa03410,APEX1,gene_328,1843
hsa03410,POLB,gene_5423,1973
hsa03410,PCNA,gene_5111,1977
hsa03410,POLE4,gene_56655,1959
hsa03410,PARP1,gene_142,1975
hsa04010,NF1,gene_4763,1939
hsa04010,EGF,gene_1950,1964
hsa04010,TGFA,gene_7039,1967
hsa04010,EREG,gene_2069,1959
hsa04010,FGF1,gene_2246,1981
hsa04010,NGF,gene_4803,1964
hsa04010,INS,gene_3630,1922
hsa04010,IGF1,gene_3479,1974
hsa04010,IGF2,gene_3481,1978
hsa04010,PDGFB,gene_5155,1981
hsa04010,CSF1,gene_1435,1980
hsa04010,KITLG,gene_4254,1965
hsa04010,FLT3LG,gene_2323,1957
hsa04010,VEGFA,gene_7422,1965
hsa04010,PGF,gene_5228,1951
hsa04010,HGF,gene_3082,1952
hsa04010,EGFR,gene_1956,1966
hsa04010,ERBB2,gene_2064,1968
hsa04010,NGFR,gene_4804,1973
hsa04010,INSR,gene_3643,1962
hsa04010,CSF1R,gene_1436,1957
hsa04010,KIT,gene_3815,1885
hsa04010,TEK,gene_7010,1959
hsa04010,HRAS,gene_3265,1982
hsa04010,KRAS,gene_3845,1959
hsa04010,NRAS,gene_4893,1983
hsa04010,MYC,gene_4609,1959
hsa04010,SRF,gene_6722,1971
hsa04010,FOS,gene_2353,1955
hsa04010,MAPT,gene_4137,1925
hsa04010,STMN1,gene_3925,1927
hsa04010,TNF,gene_7124,1971
hsa04010,IL1A,gene_3552,1980
hsa04010,IL1B,gene_3553,1980
hsa04010,RAC1,gene_5879,1976
hsa04010,MAP3K11,gene_4296,1968
hsa04010,TAOK2,gene_9344,1979
hsa04010,FLNC,gene_2318,1977
hsa04010,MAPK14,gene_1432,1978
hsa04010,TP53,gene_7157,1976
hsa04010,DDIT3,gene_1649,1976
hsa04010,AKT1,gene_207,1975
hsa04010,PPP5C,gene_5536,1975
hsa04010,NR4A1,gene_3164,1954
hsa04010,IKBKG,gene_8517,1947
hsa04010,NFKB1,gene_4790,1972
hsa04010,RELA,gene_5970,1925
hsa04012,EGF,gene_1950,1964
hsa04012,TGFA,gene_7039,1967
hsa04012,EGFR,gene_1956,1966
hsa04012,ERBB2,gene_2064,1968
hsa04012,CBL,gene_867,1968
hsa04012,STAT5A,gene_6776,1931
hsa04012,SRC,gene_6714,1970
hsa04012,PTK2,gene_5747,1976
hsa04012,ABL1,gene_25,1976
hsa04012,ABL2,gene_27,1965
hsa04012,PAK3,gene_5063,1955
hsa04012,EREG,gene_2069,1959
hsa04012,SHC2,gene_25759,1977
hsa04012,HRAS,gene_3265,1982
hsa04012,KRAS,gene_3845,1959
hsa04012,NRAS,gene_4893,1983
hsa04012,MYC,gene_4609,1959
hsa04012,PIK3R2,gene_5296,1978
hsa04012,AKT1,gene_207,1975
hsa04014,EGF,gene_1950,1964
hsa04014,TGFA,gene_7039,1967
hsa04014,FGF1,gene_2246,1981
hsa04014,NGF,gene_4803,1964
hsa04014,INS,gene_3630,1922
hsa04014,IGF1,gene_3479,1974
hsa04014,IGF2,gene_3481,1978
hsa04014,PDGFB,gene_5155,1981
hsa04014,CSF1,gene_1435,1980
hsa04014,KITLG,gene_4254,1965
hsa04014,FLT3LG,gene_2323,1957
hsa04014,VEGFA,gene_7422,1965
hsa04014,PGF,gene_5228,1951
hsa04014,HGF,gene_3082,1952
hsa04014,EGFR,gene_1956,1966
hsa04014,NGFR,gene_4804,1973
hsa04014,INSR,gene_3643,1962
hsa04014,CSF1R,gene_1436,1957
hsa04014,KIT,gene_3815,1885
hsa04014,TEK,gene_7010,1959
hsa04014,SHC2,gene_25759,1977
hsa04014,ZAP70,gene_7535,1971
hsa04014,LAT,gene_27040,1956
hsa04014,CALML3,gene_810,1969
hsa04014,CALM3,gene_808,1799
hsa04014,CALM1,gene_801,1979
hsa04014,HRAS,gene_3265,1982
hsa04014,KRAS,gene_3845,1959
hsa04014,NRAS,gene_4893,1983
hsa04014,NF1,gene_4763,1939
hsa04014,RAC1,gene_5879,1976
hsa04014,PAK3,gene_5063,1955
hsa04014,PIK3R2,gene_5296,1978
hsa04014,AKT1,gene_207,1975
hsa04014,IKBKG,gene_8517,1947
hsa04014,NFKB1,gene_4790,1972
hsa04014,RELA,gene_5970,1925
hsa04014,TBK1,gene_29110,1947
hsa04014,PLA2G1B,gene_5319,1967
hsa04014,KSR1,gene_8844,1976
hsa04014,RAPGEF5,gene_9771,1952
hsa04014,ABL1,gene_25,1976
hsa04014,ABL2,gene_27,1965
hsa04020,CHRM1,gene_1128,1970
hsa04020,ADRB1,gene_153,1975
hsa04020,ADRB2,gene_154,1967
hsa04020,HRH2,gene_3274,1972
hsa04020,GNAS,gene_2778,1970
hsa04020,ADCY1,gene_107,1962
hsa04020,ADRA1D,gene_146,1963
hsa04020,AGTR1,gene_185,1945
hsa04020,F2R,gene_2149,1889
hsa04020,GRPR,gene_2925,1954
hsa04020,HRH1,gene_3269,1973
hsa04020,HTR2A,gene_3356,1980
hsa04020,LHCGR,gene_3973,1964
hsa04020,EGF,gene_1950,1964
hsa04020,PDGFB,gene_5155,1981
hsa04020,FGF1,gene_2246,1981
hsa04020,VEGFA,gene_7422,1965
hsa04020,NGF,gene_4803,1964
hsa04020,HGF,gene_3082,1952
hsa04020,EGFR,gene_1956,1966
hsa04020,ERBB2,gene_2064,1968
hsa04020,RET,gene_5979,1926
hsa04020,IGH,gene_102723407,1968
hsa04020,SLC25A5,gene_292,1964
hsa04020,SLC25A6,gene_293,1898
hsa04020,CALML3,gene_810,1969
hsa04020,CALM3,gene_808,1799
hsa04020,CALM1,gene_801,1979
hsa04020,MYLK,gene_4638,1974
hsa04022,AGTR1,gene_185,1945
hsa04022,ADRA1D,gene_146,1963
hsa04022,TRPC6,gene_7225,1977
hsa04022,SRF,gene_6722,1971
hsa04022,NPPA,gene_4878,1964
hsa04022,KCNMB2,gene_10242,1946
hsa04022,ATP1B1,gene_481,1941
hsa04022,GTF2IRD1,gene_9569,1895
hsa04022,CALML3,gene_810,1969
hsa04022,CALM3,gene_808,1799
hsa04022,CALM1,gene_801,1979
hsa04022,MYLK,gene_4638,1974
hsa04022,ADCY1,gene_107,1962
hsa04022,PDE3B,gene_5140,1966
hsa04022,KNG1,gene_3827,1949
hsa04022,GNAI1,gene_2770,1964
hsa04022,INS,gene_3630,1922
hsa04022,INSR,gene_3643,1962
hsa04022,AKT1,gene_207,1975
hsa04022,ADRB1,gene_153,1975
hsa04022,ADRB2,gene_154,1967
hsa04022,SLC25A5,gene_292,1964
hsa04022,SLC25A6,gene_293,1898
hsa04024,VIP,gene_7432,1953
hsa04024,CRH,gene_1392,1956
hsa04024,CGA,gene_1081,1974
hsa04024,GPHA2,gene_170589,1945
hsa04024,GPHB5,gene_122876,1969
hsa04024,POMC,gene_5443,1946
hsa04024,GCG,gene_2641,1947
hsa04024,GIP,gene_2695,1974
hsa04024,NPPA,gene_4878,1964
hsa04024,ADRB1,gene_153,1975
hsa04024,ADRB2,gene_154,1967
hsa04024,LHCGR,gene_3973,1964
hsa04024,TSHR,gene_7253,1974
hsa04024,FSHR,gene_2492,1974
hsa04024,GNAS,gene_2778,1970
hsa04024,SST,gene_6750,1962
hsa04024,NPY,gene_4852,1976
hsa04024,OXT,gene_5020,1929
hsa04024,CHRM1,gene_1128,1970
hsa04024,DRD2,gene_1813,1976
hsa04024,GNAI1,gene_2770,1964
hsa04024,ADCY1,gene_107,1962
hsa04024,ADCY10,gene_55811,1975
hsa04024,CALML3,gene_810,1969
hsa04024,CALM3,gene_808,1799
hsa04024,CALM1,gene_801,1979
hsa04024,RAC1,gene_5879,1976
hsa04024,PIK3R2,gene_5296,1978
hsa04024,AKT1,gene_207,1975
hsa04024,PPP1R1B,gene_84152,1984
hsa04024,CREBBP,gene_1387,1978
hsa04024,EP300,gene_2033,1975
hsa04024,FOS,gene_2353,1955
hsa04024,GLI1,gene_2735,1903
hsa04024,HHIP,gene_64399,1807
hsa04024,NFKB1,gene_4790,1972
hsa04024,RELA,gene_5970,1925
hsa04024,AMH,gene_268,1942
hsa04024,F2R,gene_2149,1889
hsa04024,LIPE,gene_3991,1964
hsa04024,ATP1B1,gene_481,1941
hsa04024,PDE3B,gene_5140,1966
hsa04060,CCL4,gene_6351,1954
hsa04060,CCL14,gene_6358,1961
hsa04060,CCL16,gene_6360,1964
hsa04060,CCL7,gene_6354,1945
hsa04060,CCL2,gene_6347,1971
hsa04060,CXCL8,gene_3576,1921
hsa04060,PPBP,gene_5473,1975
hsa04060,PF4,gene_5196,1955
hsa04060,IL2,gene_3558,1973
hsa04060,IL9,gene_3578,1967
hsa04060,IL3,gene_3562,1981
hsa04060,IL5,gene_3567,1973
hsa04060,CSF2,gene_1437,1946
hsa04060,EPO,gene_2056,1955
hsa04060,GH1,gene_2688,1932
hsa04060,CSH1,gene_1442,1975
hsa04060,CSH2,gene_1443,1905
hsa04060,PRL,gene_5617,1936
hsa04060,THPO,gene_7066,1958
hsa04060,CSF3,gene_1440,1971
hsa04060,LEP,gene_3952,1947
hsa04060,IL6,gene_3569,1978
hsa04060,IL23A,gene_51561,1974
hsa04060,LIF,gene_3976,1931
hsa04060,IFNA1,gene_3439,1980
hsa04060,IFNA2,gene_3440,1980
hsa04060,IFNB1,gene_3456,1975
hsa04060,IFNG,gene_3458,1978
hsa04060,IL1A,gene_3552,1980
hsa04060,IL1B,gene_3553,1980
hsa04060,IL17F,gene_112744,1969
hsa04060,CSF1,gene_1435,1980
hsa04060,TNF,gene_7124,1971
hsa04060,LTA,gene_4049,1976
hsa04060,TNFSF10,gene_8743,1856
hsa04060,NGF,gene_4803,1964
hsa04060,NODAL,gene_4838,1946
hsa04060,AMH,gene_268,1942
hsa04060,IL2RA,gene_3559,1976
hsa04060,IL2RB,gene_3560,1983
hsa04060,GHR,gene_2690,1964
hsa04060,PRLR,gene_5618,1974
hsa04060,IL31RA,gene_133396,1973
hsa04060,IL1RL1,gene_9173,1965
hsa04060,CD4,gene_920,1964
