hsa,kegg_id,drug_name,drug_concept,year
hsa00340,dr:D02579,Iproniazid,chemical_mesh_d007490,1953
hsa00340,dr:D02580,Isocarboxazid,chemical_mesh_d007520,1959
hsa00340,dr:D03158,Brocresine,chemical_mesh_d001958,1967
hsa00340,dr:D03248,Clorgyline,chemical_mesh_d003010,1969
hsa00340,dr:D07337,Nialamide,chemical_mesh_d009526,1959
hsa00350,dr:D00152,Phloroglucinol,chemical_mesh_d010696,1930
hsa00350,dr:D00505,Phenelzine,chemical_mesh_d010624,1959
hsa00350,dr:D00826,Tranylcypromine,chemical_mesh_d014191,1959
hsa00350,dr:D02579,Iproniazid,chemical_mesh_d007490,1953
hsa00350,dr:D02580,Isocarboxazid,chemical_mesh_d007520,1959
hsa00350,dr:D03248,Clorgyline,chemical_mesh_d003010,1969
hsa00350,dr:D07337,Nialamide,chemical_mesh_d009526,1959
hsa00360,dr:D00505,Phenelzine,chemical_mesh_d010624,1959
hsa00360,dr:D00826,Tranylcypromine,chemical_mesh_d014191,1959
hsa00360,dr:D02579,Iproniazid,chemical_mesh_d007490,1953
hsa00360,dr:D02580,Isocarboxazid,chemical_mesh_d007520,1959
hsa00360,dr:D03248,Clorgyline,chemical_mesh_d003010,1969
hsa00360,dr:D07337,Nialamide,chemical_mesh_d009526,1959
hsa00380,dr:D00505,Phenelzine,chemical_mesh_d010624,1959
hsa00380,dr:D00826,Tranylcypromine,chemical_mesh_d014191,1959
hsa00380,dr:D02579,Iproniazid,chemical_mesh_d007490,1953
hsa00380,dr:D02580,Isocarboxazid,chemical_mesh_d007520,1959
hsa00380,dr:D03248,Clorgyline,chemical_mesh_d003010,1969
hsa00380,dr:D07337,Nialamide,chemical_mesh_d009526,1959
hsa00480,dr:D00341,Hydroxyurea,chemical_mesh_d006918,1963
hsa00564,dr:D00469,pralidoxime,chemical_mesh_c028797,1950
hsa00564,dr:D00487,Pyridostigmine Bromide,chemical_mesh_d011729,1953
hsa00564,dr:D00995,Neostigmine,chemical_mesh_d009388,1935
hsa00564,dr:D01228,distigmine,chemical_mesh_c084645,1958
hsa00564,dr:D02068,Tacrine,chemical_mesh_d013619,1961
hsa00564,dr:D02173,Galantamine,chemical_mesh_d005702,1953
hsa00564,dr:D02565,dimethacrine,chemical_mesh_c100110,1966
hsa00590,dr:D00109,Aspirin,chemical_mesh_d001241,1885
hsa00590,dr:D00118,Naproxen,chemical_mesh_d009288,1971
hsa00590,dr:D00126,Ibuprofen,chemical_mesh_d007052,1961
hsa00590,dr:D00132,Ketoprofen,chemical_mesh_d007660,1973
hsa00590,dr:D00141,Indomethacin,chemical_mesh_d007213,1885
hsa00590,dr:D00151,Mefenamic Acid,chemical_mesh_d008528,1962
hsa00590,dr:D00169,Meclofenamic Acid,chemical_mesh_d008469,1965
hsa00590,dr:D00217,Acetaminophen,chemical_mesh_d000082,1948
hsa00590,dr:D00330,Flurbiprofen,chemical_mesh_d005480,1972
hsa00590,dr:D00510,Phenylbutazone,chemical_mesh_d010653,1952
hsa00590,dr:D00566,Sodium Salicylate,chemical_mesh_d012980,1879
hsa00590,dr:D00903,Diclofenac,chemical_mesh_d004008,1971
hsa00590,dr:D00968,Fenoprofen,chemical_mesh_d005279,1971
hsa00590,dr:D01252,alclofenac,chemical_mesh_c084615,1969
hsa00590,dr:D01271,Bufexamac,chemical_mesh_d002019,1965
hsa00590,dr:D01410,Benzydamine,chemical_mesh_d001591,1965
hsa00590,dr:D01581,Flufenamic Acid,chemical_mesh_d005439,1963
hsa00590,dr:D01811,salicylamide,chemical_mesh_c031060,1946
hsa00590,dr:D05319,Oxyphenbutazone,chemical_mesh_d010113,1960
hsa00590,dr:D08275,Niflumic Acid,chemical_mesh_d009544,1967
hsa00620,dr:D00123,Cyanamide,chemical_mesh_d003484,1947
hsa00620,dr:D00131,Disulfiram,chemical_mesh_d004221,1949
hsa00670,dr:D00142,Methotrexate,chemical_mesh_d008727,1949
hsa00670,dr:D00584,Fluorouracil,chemical_mesh_d005472,1957
hsa00670,dr:D01244,Tegafur,chemical_mesh_d005641,1971
hsa00670,dr:D04197,Floxuridine,chemical_mesh_d005467,1959
hsa00790,dr:D00142,Methotrexate,chemical_mesh_d008727,1949
hsa00982,dr:D00505,Phenelzine,chemical_mesh_d010624,1959
hsa00982,dr:D00826,Tranylcypromine,chemical_mesh_d014191,1959
hsa00982,dr:D02579,Iproniazid,chemical_mesh_d007490,1953
hsa00982,dr:D02580,Isocarboxazid,chemical_mesh_d007520,1959
hsa00982,dr:D03248,Clorgyline,chemical_mesh_d003010,1969
hsa00982,dr:D07337,Nialamide,chemical_mesh_d009526,1959
hsa02010,dr:D00219,Acetohexamide,chemical_mesh_d000092,1961
hsa02010,dr:D00271,Chlorpropamide,chemical_mesh_d002747,1958
hsa02010,dr:D00335,Glipizide,chemical_mesh_d005913,1971
hsa02010,dr:D00336,Glyburide,chemical_mesh_d005905,1968
hsa02010,dr:D00379,Tolazamide,chemical_mesh_d014042,1962
hsa02010,dr:D00380,Tolbutamide,chemical_mesh_d014044,1956
hsa02010,dr:D00418,Minoxidil,chemical_mesh_d008914,1972
hsa02010,dr:D02425,Carbutamide,chemical_mesh_d002271,1956
hsa03320,dr:D00279,Clofibrate,chemical_mesh_d002994,1962
hsa03320,dr:D04411,Halofenate,chemical_mesh_d006218,1970
hsa04010,dr:D00404,methsuximide,chemical_mesh_c100286,1957
hsa04010,dr:D00539,Ethosuximide,chemical_mesh_d005013,1960
hsa04010,dr:D00619,Verapamil,chemical_mesh_d014700,1963
hsa04010,dr:D02630,Penfluridol,chemical_mesh_d010395,1970
hsa04020,dr:D00059,Levodopa,chemical_mesh_d007980,1926
hsa04020,dr:D00076,Norepinephrine,chemical_mesh_d009638,1947
hsa04020,dr:D00081,Dinoprost,chemical_mesh_d015237,1965
hsa04020,dr:D00095,Epinephrine,chemical_mesh_d004837,1903
hsa04020,dr:D00113,Atropine,chemical_mesh_d001285,1868
hsa04020,dr:D00124,Ephedrine,chemical_mesh_d004809,1925
hsa04020,dr:D00147,Hyoscyamine,chemical_mesh_d064692,1826
hsa04020,dr:D00180,Alprostadil,chemical_mesh_d000527,1962
hsa04020,dr:D00193,dexpanthenol,chemical_mesh_c007288,1945
hsa04020,dr:D00227,Aminophylline,chemical_mesh_d000628,1925
hsa04020,dr:D00300,Diphenhydramine,chemical_mesh_d004155,1945
hsa04020,dr:D00304,Valproic Acid,chemical_mesh_d014635,1967
hsa04020,dr:D00371,Theophylline,chemical_mesh_d013806,1907
hsa04020,dr:D00378,Timolol,chemical_mesh_d013999,1972
hsa04020,dr:D00404,methsuximide,chemical_mesh_c100286,1957
hsa04020,dr:D00437,Nifedipine,chemical_mesh_d009543,1972
hsa04020,dr:D00480,Promethazine,chemical_mesh_d011398,1948
hsa04020,dr:D00481,Propantheline,chemical_mesh_d011413,1953
hsa04020,dr:D00511,Phenylephrine,chemical_mesh_d010656,1944
hsa04020,dr:D00520,Dimenhydrinate,chemical_mesh_d004111,1949
hsa04020,dr:D00528,Caffeine,chemical_mesh_d002110,1860
hsa04020,dr:D00539,Ethosuximide,chemical_mesh_d005013,1960
hsa04020,dr:D00540,Glycopyrrolate,chemical_mesh_d006024,1962
hsa04020,dr:D00619,Verapamil,chemical_mesh_d014700,1963
hsa04020,dr:D00632,Dobutamine,chemical_mesh_d004280,1974
hsa04020,dr:D00633,Dopamine,chemical_mesh_d004298,1941
hsa04020,dr:D00636,Amiodarone,chemical_mesh_d000638,1967
hsa04020,dr:D00672,Hydroxyzine,chemical_mesh_d006919,1956
hsa04020,dr:D00680,Methylergonovine,chemical_mesh_d008755,1945
hsa04020,dr:D00683,Albuterol,chemical_mesh_d000420,1969
hsa04020,dr:D00685,Metaproterenol,chemical_mesh_d009921,1961
hsa04020,dr:D00688,Terbutaline,chemical_mesh_d013726,1970
hsa04020,dr:D00711,Ketamine,chemical_mesh_d007649,1965
hsa04020,dr:D00774,Orphenadrine,chemical_mesh_d009966,1958
hsa04020,dr:D00999,Acetylcholine,chemical_mesh_d000109,1914
hsa04020,dr:D01005,isopropamide iodide,chemical_mesh_c084831,1957
hsa04020,dr:D01019,Metaraminol,chemical_mesh_d008680,1952
hsa04020,dr:D01020,Methoxamine,chemical_mesh_d008729,1949
hsa04020,dr:D01026,Sotalol,chemical_mesh_d013015,1967
hsa04020,dr:D01077,methylatropine,chemical_mesh_c006649,1936
hsa04020,dr:D01163,Ergonovine,chemical_mesh_d004874,1936
hsa04020,dr:D01174,Pheniramine,chemical_mesh_d010632,1948
hsa04020,dr:D01238,Bucladesine,chemical_mesh_d003994,1968
hsa04020,dr:D01263,Ritodrine,chemical_mesh_d012312,1969
hsa04020,dr:D01295,Cinnarizine,chemical_mesh_d002936,1960
hsa04020,dr:D01343,Dimethindene,chemical_mesh_d004115,1960
hsa04020,dr:D01390,Isoproterenol,chemical_mesh_d007545,1946
hsa04020,dr:D01428,Fenoterol,chemical_mesh_d005280,1968
hsa04020,dr:D01444,bunitrolol,chemical_mesh_c084811,1971
hsa04020,dr:D01573,Etilefrine,chemical_mesh_d005039,1950
hsa04020,dr:D01592,Betahistine,chemical_mesh_d001621,1963
hsa04020,dr:D01902,fonazine,chemical_mesh_c100113,1966
hsa04020,dr:D01969,Gallopamil,chemical_mesh_d005711,1957
hsa04020,dr:D01978,Tretoquinol,chemical_mesh_d014213,1967
hsa04020,dr:D02017,cholinophyllin,chemical_mesh_c012839,1954
hsa04020,dr:D02091,Tripelennamine,chemical_mesh_d014309,1946
hsa04020,dr:D02218,Papaverine,chemical_mesh_d010208,1937
hsa04020,dr:D02343,Carboprost,chemical_mesh_d002260,1972
hsa04020,dr:D02396,Hexoprenaline,chemical_mesh_d006594,1970
hsa04020,dr:D02630,Penfluridol,chemical_mesh_d010395,1970
hsa04020,dr:D02939,Angiotensin Amide,chemical_mesh_d000802,1940
hsa04020,dr:D02950,Antazoline,chemical_mesh_d000865,1946
hsa04020,dr:D04970,Methacholine Chloride,chemical_mesh_d016210,1935
hsa04020,dr:D05442,perhexiline maleate,chemical_mesh_c023470,1969
hsa04020,dr:D05479,pimagedine,chemical_mesh_c004479,1949
hsa04020,dr:D05660,Pyrilamine,chemical_mesh_d011738,1947
hsa04020,dr:D06877,Oxyphenonium,chemical_mesh_d010115,1954
hsa04020,dr:D07906,Ergotamine,chemical_mesh_d004878,1911
hsa04020,dr:D08040,Histamine,chemical_mesh_d006632,1918
hsa04022,dr:D00095,Epinephrine,chemical_mesh_d004837,1903
hsa04022,dr:D00227,Aminophylline,chemical_mesh_d000628,1925
hsa04022,dr:D00281,Clonidine,chemical_mesh_d003000,1966
hsa04022,dr:D00302,Dipyridamole,chemical_mesh_d004176,1931
hsa04022,dr:D00371,Theophylline,chemical_mesh_d013806,1907
hsa04022,dr:D00378,Timolol,chemical_mesh_d013999,1972
hsa04022,dr:D00405,Methyldopa,chemical_mesh_d008750,1946
hsa04022,dr:D00632,Dobutamine,chemical_mesh_d004280,1974
hsa04022,dr:D00636,Amiodarone,chemical_mesh_d000638,1967
hsa04022,dr:D00680,Methylergonovine,chemical_mesh_d008755,1945
hsa04022,dr:D01163,Ergonovine,chemical_mesh_d004874,1936
hsa04022,dr:D01238,Bucladesine,chemical_mesh_d003994,1968
hsa04022,dr:D01573,Etilefrine,chemical_mesh_d005039,1950
hsa04022,dr:D02017,cholinophyllin,chemical_mesh_c012839,1954
hsa04022,dr:D02218,Papaverine,chemical_mesh_d010208,1937
hsa04022,dr:D06671,Yohimbine,chemical_mesh_d015016,1935
hsa04022,dr:D07906,Ergotamine,chemical_mesh_d004878,1911
hsa04024,dr:D00095,Epinephrine,chemical_mesh_d004837,1903
hsa04024,dr:D00138,Scopolamine,chemical_mesh_d012601,1885
hsa04024,dr:D00227,Aminophylline,chemical_mesh_d000628,1925
hsa04024,dr:D00241,Baclofen,chemical_mesh_d001418,1971
hsa04024,dr:D00302,Dipyridamole,chemical_mesh_d004176,1931
hsa04024,dr:D00371,Theophylline,chemical_mesh_d013806,1907
hsa04024,dr:D00378,Timolol,chemical_mesh_d013999,1972
hsa04024,dr:D00481,Propantheline,chemical_mesh_d011413,1953
hsa04024,dr:D00528,Caffeine,chemical_mesh_d002110,1860
hsa04024,dr:D00632,Dobutamine,chemical_mesh_d004280,1974
hsa04024,dr:D00636,Amiodarone,chemical_mesh_d000638,1967
hsa04024,dr:D00683,Albuterol,chemical_mesh_d000420,1969
hsa04024,dr:D00685,Metaproterenol,chemical_mesh_d009921,1961
hsa04024,dr:D00688,Terbutaline,chemical_mesh_d013726,1970
hsa04024,dr:D00691,Dyphylline,chemical_mesh_d004400,1946
hsa04024,dr:D00718,Flavoxate,chemical_mesh_d005422,1968
hsa04024,dr:D01238,Bucladesine,chemical_mesh_d003994,1968
hsa04024,dr:D01263,Ritodrine,chemical_mesh_d012312,1969
hsa04024,dr:D01428,Fenoterol,chemical_mesh_d005280,1968
hsa04024,dr:D01573,Etilefrine,chemical_mesh_d005039,1950
hsa04024,dr:D01978,Tretoquinol,chemical_mesh_d014213,1967
hsa04024,dr:D02017,cholinophyllin,chemical_mesh_c012839,1954
hsa04024,dr:D02212,Ipratropium,chemical_mesh_d009241,1972
hsa04024,dr:D02218,Papaverine,chemical_mesh_d010208,1937
hsa04024,dr:D02396,Hexoprenaline,chemical_mesh_d006594,1970
hsa04024,dr:D06877,Oxyphenonium,chemical_mesh_d010115,1954
hsa04060,dr:D00754,Thalidomide,chemical_mesh_d013792,1956
hsa04064,dr:D00754,Thalidomide,chemical_mesh_d013792,1956
hsa04080,dr:D00045,Adenosine,chemical_mesh_d000241,1931
hsa04080,dr:D00058,gamma-Aminobutyric Acid,chemical_mesh_d005680,1950
hsa04080,dr:D00059,Levodopa,chemical_mesh_d007980,1926
hsa04080,dr:D00076,Norepinephrine,chemical_mesh_d009638,1947
hsa04080,dr:D00079,Dinoprostone,chemical_mesh_d015232,1964
hsa04080,dr:D00081,Dinoprost,chemical_mesh_d015237,1965
hsa04080,dr:D00088,Hydrocortisone,chemical_mesh_d006854,1941
hsa04080,dr:D00089,Oxytocin,chemical_mesh_d010121,1932
hsa04080,dr:D00095,Epinephrine,chemical_mesh_d004837,1903
hsa04080,dr:D00113,Atropine,chemical_mesh_d001285,1868
hsa04080,dr:D00124,Ephedrine,chemical_mesh_d004809,1925
hsa04080,dr:D00136,Haloperidol,chemical_mesh_d006220,1958
hsa04080,dr:D00138,Scopolamine,chemical_mesh_d012601,1885
hsa04080,dr:D00147,Hyoscyamine,chemical_mesh_d064692,1826
hsa04080,dr:D00165,hydrocortisone acetate,chemical_mesh_c021650,1952
hsa04080,dr:D00180,Alprostadil,chemical_mesh_d000527,1962
hsa04080,dr:D00193,dexpanthenol,chemical_mesh_c007288,1945
hsa04080,dr:D00227,Aminophylline,chemical_mesh_d000628,1925
hsa04080,dr:D00235,Atenolol,chemical_mesh_d001262,1972
hsa04080,dr:D00241,Baclofen,chemical_mesh_d001418,1971
hsa04080,dr:D00244,Betamethasone,chemical_mesh_d001623,1961
hsa04080,dr:D00250,Capsaicin,chemical_mesh_d002211,1948
hsa04080,dr:D00267,Chlordiazepoxide,chemical_mesh_d002707,1960
hsa04080,dr:D00270,Chlorpromazine,chemical_mesh_d002746,1952
hsa04080,dr:D00280,Clonazepam,chemical_mesh_d002998,1969
hsa04080,dr:D00281,Clonidine,chemical_mesh_d003000,1966
hsa04080,dr:D00283,Clozapine,chemical_mesh_d003024,1970
hsa04080,dr:D00292,Dexamethasone,chemical_mesh_d003907,1954
hsa04080,dr:D00293,Diazepam,chemical_mesh_d003975,1961
hsa04080,dr:D00300,Diphenhydramine,chemical_mesh_d004155,1945
hsa04080,dr:D00306,Dronabinol,chemical_mesh_d013759,1942
hsa04080,dr:D00308,Droperidol,chemical_mesh_d004329,1963
hsa04080,dr:D00320,Fentanyl,chemical_mesh_d005283,1963
hsa04080,dr:D00325,Fluocinonide,chemical_mesh_d005447,1971
hsa04080,dr:D00328,Flurandrenolone,chemical_mesh_d005478,1961
hsa04080,dr:D00329,Flurazepam,chemical_mesh_d005479,1968
hsa04080,dr:D00365,Lorazepam,chemical_mesh_d008140,1969
hsa04080,dr:D00371,Theophylline,chemical_mesh_d013806,1907
hsa04080,dr:D00373,Thioridazine,chemical_mesh_d013881,1958
hsa04080,dr:D00374,Thiothixene,chemical_mesh_d013888,1965
hsa04080,dr:D00376,Meprobamate,chemical_mesh_d008620,1954
hsa04080,dr:D00378,Timolol,chemical_mesh_d013999,1972
hsa04080,dr:D00385,Triamcinolone,chemical_mesh_d014221,1958
hsa04080,dr:D00390,Triflupromazine,chemical_mesh_d014273,1957
hsa04080,dr:D00403,Methotrimeprazine,chemical_mesh_d008728,1957
hsa04080,dr:D00405,Methyldopa,chemical_mesh_d008750,1946
hsa04080,dr:D00407,Methylprednisolone,chemical_mesh_d008775,1957
hsa04080,dr:D00430,Secobarbital,chemical_mesh_d012631,1948
hsa04080,dr:D00464,Oxazepam,chemical_mesh_d010076,1964
hsa04080,dr:D00472,Prednisolone,chemical_mesh_d011239,1949
hsa04080,dr:D00479,Prochlorperazine,chemical_mesh_d011346,1957
hsa04080,dr:D00480,Promethazine,chemical_mesh_d011398,1948
hsa04080,dr:D00481,Propantheline,chemical_mesh_d011413,1953
hsa04080,dr:D00482,Dextropropoxyphene,chemical_mesh_d011431,1955
hsa04080,dr:D00483,Propranolol,chemical_mesh_d011433,1964
hsa04080,dr:D00485,Pseudoephedrine,chemical_mesh_d054199,1929
hsa04080,dr:D00492,Pancuronium,chemical_mesh_d010197,1967
hsa04080,dr:D00498,Pentazocine,chemical_mesh_d010423,1964
hsa04080,dr:D00499,Pentobarbital,chemical_mesh_d010424,1932
hsa04080,dr:D00503,Perphenazine,chemical_mesh_d010546,1957
hsa04080,dr:D00506,Phenobarbital,chemical_mesh_d010634,1921
hsa04080,dr:D00507,Phenoxybenzamine,chemical_mesh_d010643,1953
hsa04080,dr:D00509,Phentolamine,chemical_mesh_d010646,1950
hsa04080,dr:D00511,Phenylephrine,chemical_mesh_d010656,1944
hsa04080,dr:D00513,Pindolol,chemical_mesh_d010869,1969
hsa04080,dr:D00520,Dimenhydrinate,chemical_mesh_d004111,1949
hsa04080,dr:D00524,Carbachol,chemical_mesh_d002217,1940
hsa04080,dr:D00525,Pilocarpine,chemical_mesh_d010862,1878
hsa04080,dr:D00528,Caffeine,chemical_mesh_d002110,1860
hsa04080,dr:D00531,Nitrazepam,chemical_mesh_d009567,1962
hsa04080,dr:D00532,Glutethimide,chemical_mesh_d005984,1954
hsa04080,dr:D00540,Glycopyrrolate,chemical_mesh_d006024,1962
hsa04080,dr:D00548,Etomidate,chemical_mesh_d005045,1971
hsa04080,dr:D00555,Amobarbital,chemical_mesh_d000654,1930
hsa04080,dr:D00560,Pimozide,chemical_mesh_d010868,1968
hsa04080,dr:D00597,Acebutolol,chemical_mesh_d000070,1947
hsa04080,dr:D00601,Metoprolol,chemical_mesh_d008790,1974
hsa04080,dr:D00609,Prazosin,chemical_mesh_d011224,1970
hsa04080,dr:D00612,trimethaphan camsylate,chemical_mesh_c017774,1953
hsa04080,dr:D00632,Dobutamine,chemical_mesh_d004280,1974
hsa04080,dr:D00633,Dopamine,chemical_mesh_d004298,1941
hsa04080,dr:D00636,Amiodarone,chemical_mesh_d000638,1967
hsa04080,dr:D00663,Brompheniramine,chemical_mesh_d001977,1958
hsa04080,dr:D00665,Chlorpheniramine,chemical_mesh_d002744,1879
hsa04080,dr:D00672,Hydroxyzine,chemical_mesh_d006919,1956
hsa04080,dr:D00680,Methylergonovine,chemical_mesh_d008755,1945
hsa04080,dr:D00681,Methysergide,chemical_mesh_d008784,1960
hsa04080,dr:D00683,Albuterol,chemical_mesh_d000420,1969
hsa04080,dr:D00685,Metaproterenol,chemical_mesh_d009921,1961
hsa04080,dr:D00688,Terbutaline,chemical_mesh_d013726,1970
hsa04080,dr:D00689,Beclomethasone,chemical_mesh_d001507,1967
hsa04080,dr:D00691,Dyphylline,chemical_mesh_d004400,1946
hsa04080,dr:D00694,Clorazepate Dipotassium,chemical_mesh_d003009,1968
hsa04080,dr:D00700,Mephobarbital,chemical_mesh_d008618,1950
hsa04080,dr:D00711,Ketamine,chemical_mesh_d007649,1965
hsa04080,dr:D00712,Methohexital,chemical_mesh_d008723,1958
hsa04080,dr:D00713,Thiamylal,chemical_mesh_d013840,1947
hsa04080,dr:D00714,Thiopental,chemical_mesh_d013874,1936
hsa04080,dr:D00726,Metoclopramide,chemical_mesh_d008787,1964
hsa04080,dr:D00743,Naphazoline,chemical_mesh_d009278,1947
hsa04080,dr:D00751,Methylprednisolone Hemisuccinate,chemical_mesh_d008776,1960
hsa04080,dr:D00766,Succinylcholine,chemical_mesh_d013390,1950
hsa04080,dr:D00774,Orphenadrine,chemical_mesh_d009966,1958
hsa04080,dr:D00777,Amantadine,chemical_mesh_d000547,1963
hsa04080,dr:D00778,Benztropine,chemical_mesh_d001590,1956
hsa04080,dr:D00780,Bromocriptine,chemical_mesh_d001971,1970
hsa04080,dr:D00782,Procyclidine,chemical_mesh_d011352,1952
hsa04080,dr:D00787,Trihexyphenidyl,chemical_mesh_d014282,1949
hsa04080,dr:D00790,Chlorprothixene,chemical_mesh_d002749,1959
hsa04080,dr:D00791,Fluphenazine,chemical_mesh_d005476,1959
hsa04080,dr:D00792,fluphenazine enanthate,chemical_mesh_c017610,1962
hsa04080,dr:D00793,fluphenazine depot,chemical_mesh_c011825,1968
hsa04080,dr:D00794,Loxapine,chemical_mesh_d008152,1969
hsa04080,dr:D00796,Molindone,chemical_mesh_d008972,1967
hsa04080,dr:D00797,Promazine,chemical_mesh_d011395,1955
hsa04080,dr:D00799,Trifluoperazine,chemical_mesh_d014268,1958
hsa04080,dr:D00814,Doxepin,chemical_mesh_d004316,1964
hsa04080,dr:D00820,Trazodone,chemical_mesh_d014196,1970
hsa04080,dr:D00839,Hydromorphone,chemical_mesh_d004091,1937
hsa04080,dr:D00840,Methadyl Acetate,chemical_mesh_d008692,1952
hsa04080,dr:D00842,Morphine,chemical_mesh_d009020,1826
hsa04080,dr:D00844,Oxymorphone,chemical_mesh_d010111,1956
hsa04080,dr:D00848,Dextromethorphan,chemical_mesh_d003915,1954
hsa04080,dr:D00972,betamethasone sodium phosphate,chemical_mesh_c028994,1962
hsa04080,dr:D00973,Cortisone,chemical_mesh_d003348,1949
hsa04080,dr:D00975,dexamethasone 21-phosphate,chemical_mesh_c004180,1959
hsa04080,dr:D00978,hydrocortisone hemisuccinate,chemical_mesh_c007133,1956
hsa04080,dr:D00980,prednisolone acetate,chemical_mesh_c009935,1957
hsa04080,dr:D00983,Triamcinolone Acetonide,chemical_mesh_d014222,1958
hsa04080,dr:D00997,Tolazoline,chemical_mesh_d014043,1945
hsa04080,dr:D00999,Acetylcholine,chemical_mesh_d000109,1914
hsa04080,dr:D01000,Bethanechol,chemical_mesh_d018723,1947
hsa04080,dr:D01004,homatropine,chemical_mesh_c100236,1889
hsa04080,dr:D01005,isopropamide iodide,chemical_mesh_c084831,1957
hsa04080,dr:D01010,Thyroxine,chemical_mesh_d013974,1921
hsa04080,dr:D01011,Triiodothyronine,chemical_mesh_d014284,1952
hsa04080,dr:D01019,Metaraminol,chemical_mesh_d008680,1952
hsa04080,dr:D01020,Methoxamine,chemical_mesh_d008729,1949
hsa04080,dr:D01022,Oxymetazoline,chemical_mesh_d010109,1965
hsa04080,dr:D01023,tetrahydrozoline,chemical_mesh_c005810,1954
hsa04080,dr:D01026,Sotalol,chemical_mesh_d013015,1967
hsa04080,dr:D01044,Flupenthixol,chemical_mesh_d005475,1964
hsa04080,dr:D01071,Hexobarbital,chemical_mesh_d006591,1934
hsa04080,dr:D01077,methylatropine,chemical_mesh_c006649,1936
hsa04080,dr:D01130,Thiethylperazine,chemical_mesh_d013847,1961
hsa04080,dr:D01150,methyprylon,chemical_mesh_c084583,1955
hsa04080,dr:D01163,Ergonovine,chemical_mesh_d004874,1936
hsa04080,dr:D01174,Pheniramine,chemical_mesh_d010632,1948
hsa04080,dr:D01182,Alprenolol,chemical_mesh_d000526,1968
hsa04080,dr:D01187,Betazole,chemical_mesh_d001625,1952
hsa04080,dr:D01224,Phenylpropanolamine,chemical_mesh_d010665,1928
hsa04080,dr:D01226,Sulpiride,chemical_mesh_d013469,1967
hsa04080,dr:D01229,paramethasone acetate,chemical_mesh_c032128,1961
hsa04080,dr:D01230,Flunitrazepam,chemical_mesh_d005445,1971
hsa04080,dr:D01245,Bromazepam,chemical_mesh_d001960,1966
