hsa,kegg_id,drug_name,drug_concept
hsa00130,dr:D07137,tioclomarol,Chemical_MESH_C028833
hsa00130,dr:D07457,anisindione,Chemical_MESH_C010679
hsa00130,dr:D07969,fluindione,Chemical_MESH_C017673
hsa00130,dr:D08354,Phenindione,Chemical_MESH_D010630
hsa00130,dr:D09676,tecarfarin,Chemical_MESH_C547288
hsa00140,dr:D00152,Phloroglucinol,Chemical_MESH_D010696
hsa00140,dr:D00153,Testolactone,Chemical_MESH_D013738
hsa00140,dr:D00156,Glycyrrhetinic Acid,Chemical_MESH_D006034
hsa00140,dr:D00321,Finasteride,Chemical_MESH_D018120
hsa00140,dr:D00410,Metyrapone,Chemical_MESH_D008797
hsa00140,dr:D00420,Mitotane,Chemical_MESH_D008939
hsa00140,dr:D00574,Aminoglutethimide,Chemical_MESH_D000616
hsa00140,dr:D00963,exemestane,Chemical_MESH_C056516
hsa00140,dr:D01134,epristeride,Chemical_MESH_C072547
hsa00140,dr:D01180,trilostane,Chemical_MESH_C009954
hsa00140,dr:D01259,flopropione,Chemical_MESH_C014870
hsa00140,dr:D01899,Carbenoxolone,Chemical_MESH_D002229
hsa00140,dr:D02028,Glycyrrhizic Acid,Chemical_MESH_D019695
hsa00140,dr:D02451,Fadrozole,Chemical_MESH_D017316
hsa00140,dr:D03107,"8-chloro-4-methyl-1,2,3,4,4a,5,6,10b-octahydrobenzo(f)quinolin-3(2H)-one",Chemical_MESH_C081531
hsa00140,dr:D03749,plomestane,Chemical_MESH_C033071
hsa00140,dr:D03781,liarozole,Chemical_MESH_C061121
hsa00140,dr:D03786,vorozole,Chemical_MESH_C060523
hsa00140,dr:D04498,phenoxodiol,Chemical_MESH_C471183
hsa00140,dr:D04646,Izonsteride,Chemical_MESH_C407322
hsa00140,dr:D05746,rogletimide,Chemical_MESH_C049837
hsa00140,dr:D07121,alfatradiol,Chemical_MESH_C519808
hsa00140,dr:D07260,formestane,Chemical_MESH_C014594
hsa00140,dr:D08369,polyphloroglucinol phosphate,Chemical_MESH_C008978
hsa00140,dr:D09915,irosustat,Chemical_MESH_C520511
hsa00140,dr:D10125,"3-hydroxy-17-(1H-benzimidazole-1-yl)androsta-5,16-diene",Chemical_MESH_C500627
hsa00140,dr:D10146,orteronel,Chemical_MESH_C571806
hsa00140,dr:D10950,Ketoconazole,Chemical_MESH_D007654
hsa00230,dr:D00155,Pentostatin,Chemical_MESH_D015649
hsa00230,dr:D00161,Mercaptopurine,Chemical_MESH_D015122
hsa00230,dr:D00224,Allopurinol,Chemical_MESH_D000493
hsa00230,dr:D00231,Amrinone,Chemical_MESH_D000676
hsa00230,dr:D00341,Hydroxyurea,Chemical_MESH_D006918
hsa00230,dr:D00417,Milrinone,Chemical_MESH_D020105
hsa00230,dr:D00752,Mycophenolic Acid,Chemical_MESH_D009173
hsa00230,dr:D01370,Cladribine,Chemical_MESH_D017338
hsa00230,dr:D01392,mizoribine,Chemical_MESH_C010052
hsa00230,dr:D01907,fludarabine phosphate,Chemical_MESH_C042382
hsa00230,dr:D02365,Oxypurinol,Chemical_MESH_D010117
hsa00230,dr:D02896,amflutizole,Chemical_MESH_C046749
hsa00230,dr:D02933,anagrelide,Chemical_MESH_C021139
hsa00230,dr:D03378,caracemide,Chemical_MESH_C044466
hsa00230,dr:D04004,Enoximone,Chemical_MESH_D017335
hsa00230,dr:D04245,forodesine,Chemical_MESH_C113101
hsa00230,dr:D04508,imazodan,Chemical_MESH_C042527
hsa00230,dr:D04529,indolidan,Chemical_MESH_C050325
hsa00230,dr:D04628,sulmazole,Chemical_MESH_C029758
hsa00230,dr:D04751,lixazinone,Chemical_MESH_C049443
hsa00230,dr:D04936,N-3-(3-(3-methoxy-4-oxazol-5-ylphenyl)ureido)benzylcarbamic acid tetrahydrofuran-3-yl ester,Chemical_MESH_C407002
hsa00230,dr:D05396,peldesine,Chemical_MESH_C104194
hsa00230,dr:D05400,pelitrexol,Chemical_MESH_C516135
hsa00230,dr:D06100,tezacitabine,Chemical_MESH_C086432
hsa00230,dr:D06130,tiazofurin,Chemical_MESH_C033706
hsa00230,dr:D07278,tisopurine,Chemical_MESH_C005832
hsa00230,dr:D07966,fludarabine,Chemical_MESH_C024352
hsa00230,dr:D08294,olprinone,Chemical_MESH_C059498
hsa00230,dr:D08603,Thioguanine,Chemical_MESH_D013866
hsa00230,dr:D08860,apremilast,Chemical_MESH_C505730
hsa00230,dr:D09020,tofimilast,Chemical_MESH_C517806
hsa00230,dr:D09621,"1-(6-ethoxy-5-(3-ethyl-6,7-dihydro-2-(2-methoxyethyl)-7-oxo-2H-pyrazolo(4,3-d)pyrimidin-5-yl)-3-pyridyl sulphonyl)-4-ethylpiperazine",Chemical_MESH_C553931
hsa00230,dr:D09786,FYX-051,Chemical_MESH_C504882
hsa00230,dr:D10222,CP 4126,Chemical_MESH_C538828
hsa00230,dr:D10431,ulodesine,Chemical_MESH_C000593472
hsa00232,dr:D09786,FYX-051,Chemical_MESH_C504882
hsa00240,dr:D00341,Hydroxyurea,Chemical_MESH_D006918
hsa00240,dr:D00584,Fluorouracil,Chemical_MESH_D005472
hsa00240,dr:D01064,raltitrexed,Chemical_MESH_C068874
hsa00240,dr:D01244,Tegafur,Chemical_MESH_D005641
hsa00240,dr:D01309,doxifluridine,Chemical_MESH_C025034
hsa00240,dr:D01370,Cladribine,Chemical_MESH_D017338
hsa00240,dr:D01784,carmofur,Chemical_MESH_C017367
hsa00240,dr:D01846,gimeracil,Chemical_MESH_C104201
hsa00240,dr:D01907,fludarabine phosphate,Chemical_MESH_C042382
hsa00240,dr:D03154,brequinar,Chemical_MESH_C046943
hsa00240,dr:D03378,caracemide,Chemical_MESH_C044466
hsa00240,dr:D04197,Floxuridine,Chemical_MESH_D005467
hsa00240,dr:D04245,forodesine,Chemical_MESH_C113101
hsa00240,dr:D04964,AG 331,Chemical_MESH_C087748
hsa00240,dr:D05396,peldesine,Chemical_MESH_C104194
hsa00240,dr:D06100,tezacitabine,Chemical_MESH_C086432
hsa00240,dr:D07966,fludarabine,Chemical_MESH_C024352
hsa00240,dr:D10172,teriflunomide,Chemical_MESH_C527525
hsa00240,dr:D10222,CP 4126,Chemical_MESH_C538828
hsa00240,dr:D10431,ulodesine,Chemical_MESH_C000593472
hsa00240,dr:D10803,ZD 9331,Chemical_MESH_C094299
hsa00260,dr:D00505,Phenelzine,Chemical_MESH_D010624
hsa00260,dr:D00826,Tranylcypromine,Chemical_MESH_D014191
hsa00260,dr:D01888,safrazine,Chemical_MESH_C013242
hsa00260,dr:D02559,toloxatone,Chemical_MESH_C010798
hsa00260,dr:D02560,brofaromine,Chemical_MESH_C038213
hsa00260,dr:D02561,Moclobemide,Chemical_MESH_D020912
hsa00260,dr:D02563,befloxatone,Chemical_MESH_C090014
hsa00260,dr:D02579,Iproniazid,Chemical_MESH_D007490
hsa00260,dr:D02580,Isocarboxazid,Chemical_MESH_D007520
hsa00260,dr:D03248,Clorgyline,Chemical_MESH_D003010
hsa00260,dr:D03409,caroxazone,Chemical_MESH_C006919
hsa00260,dr:D07337,Nialamide,Chemical_MESH_D009526
hsa00260,dr:D07338,iproclozide,Chemical_MESH_C010474
hsa00260,dr:D08392,pirlindole,Chemical_MESH_C009830
hsa00270,dr:D03021,Azacitidine,Chemical_MESH_D001374
hsa00270,dr:D07258,Mitoguazone,Chemical_MESH_D008935
hsa00310,dr:D11444,tazemetostat,Chemical_MESH_C000593333
hsa00330,dr:D00505,Phenelzine,Chemical_MESH_D010624
hsa00330,dr:D00826,Tranylcypromine,Chemical_MESH_D014191
hsa00330,dr:D01888,safrazine,Chemical_MESH_C013242
hsa00330,dr:D02559,toloxatone,Chemical_MESH_C010798
hsa00330,dr:D02560,brofaromine,Chemical_MESH_C038213
hsa00330,dr:D02561,Moclobemide,Chemical_MESH_D020912
hsa00330,dr:D02563,befloxatone,Chemical_MESH_C090014
hsa00330,dr:D02579,Iproniazid,Chemical_MESH_D007490
hsa00330,dr:D02580,Isocarboxazid,Chemical_MESH_D007520
hsa00330,dr:D03248,Clorgyline,Chemical_MESH_D003010
hsa00330,dr:D03409,caroxazone,Chemical_MESH_C006919
hsa00330,dr:D04793,lufironil,Chemical_MESH_C074630
hsa00330,dr:D07258,Mitoguazone,Chemical_MESH_D008935
hsa00330,dr:D07337,Nialamide,Chemical_MESH_D009526
hsa00330,dr:D07338,iproclozide,Chemical_MESH_C010474
hsa00330,dr:D08392,pirlindole,Chemical_MESH_C009830
hsa00340,dr:D00505,Phenelzine,Chemical_MESH_D010624
hsa00340,dr:D00826,Tranylcypromine,Chemical_MESH_D014191
hsa00340,dr:D01888,safrazine,Chemical_MESH_C013242
hsa00340,dr:D02559,toloxatone,Chemical_MESH_C010798
hsa00340,dr:D02560,brofaromine,Chemical_MESH_C038213
hsa00340,dr:D02561,Moclobemide,Chemical_MESH_D020912
hsa00340,dr:D02563,befloxatone,Chemical_MESH_C090014
hsa00340,dr:D02579,Iproniazid,Chemical_MESH_D007490
hsa00340,dr:D02580,Isocarboxazid,Chemical_MESH_D007520
hsa00340,dr:D03158,Brocresine,Chemical_MESH_D001958
hsa00340,dr:D03248,Clorgyline,Chemical_MESH_D003010
hsa00340,dr:D03409,caroxazone,Chemical_MESH_C006919
hsa00340,dr:D07337,Nialamide,Chemical_MESH_D009526
hsa00340,dr:D07338,iproclozide,Chemical_MESH_C010474
hsa00340,dr:D07405,tritoqualine,Chemical_MESH_C003722
hsa00340,dr:D08392,pirlindole,Chemical_MESH_C009830
hsa00350,dr:D00152,Phloroglucinol,Chemical_MESH_D010696
hsa00350,dr:D00505,Phenelzine,Chemical_MESH_D010624
hsa00350,dr:D00826,Tranylcypromine,Chemical_MESH_D014191
hsa00350,dr:D01259,flopropione,Chemical_MESH_C014870
hsa00350,dr:D01888,safrazine,Chemical_MESH_C013242
hsa00350,dr:D02559,toloxatone,Chemical_MESH_C010798
hsa00350,dr:D02560,brofaromine,Chemical_MESH_C038213
hsa00350,dr:D02561,Moclobemide,Chemical_MESH_D020912
hsa00350,dr:D02563,befloxatone,Chemical_MESH_C090014
hsa00350,dr:D02579,Iproniazid,Chemical_MESH_D007490
hsa00350,dr:D02580,Isocarboxazid,Chemical_MESH_D007520
hsa00350,dr:D03248,Clorgyline,Chemical_MESH_D003010
hsa00350,dr:D03409,caroxazone,Chemical_MESH_C006919
hsa00350,dr:D05177,nitisinone,Chemical_MESH_C077073
hsa00350,dr:D07337,Nialamide,Chemical_MESH_D009526
hsa00350,dr:D07338,iproclozide,Chemical_MESH_C010474
hsa00350,dr:D08369,polyphloroglucinol phosphate,Chemical_MESH_C008978
hsa00350,dr:D08392,pirlindole,Chemical_MESH_C009830
hsa00360,dr:D00505,Phenelzine,Chemical_MESH_D010624
hsa00360,dr:D00826,Tranylcypromine,Chemical_MESH_D014191
hsa00360,dr:D01888,safrazine,Chemical_MESH_C013242
hsa00360,dr:D02559,toloxatone,Chemical_MESH_C010798
hsa00360,dr:D02560,brofaromine,Chemical_MESH_C038213
hsa00360,dr:D02561,Moclobemide,Chemical_MESH_D020912
hsa00360,dr:D02563,befloxatone,Chemical_MESH_C090014
hsa00360,dr:D02579,Iproniazid,Chemical_MESH_D007490
hsa00360,dr:D02580,Isocarboxazid,Chemical_MESH_D007520
hsa00360,dr:D03248,Clorgyline,Chemical_MESH_D003010
hsa00360,dr:D03409,caroxazone,Chemical_MESH_C006919
hsa00360,dr:D05177,nitisinone,Chemical_MESH_C077073
hsa00360,dr:D07337,Nialamide,Chemical_MESH_D009526
hsa00360,dr:D07338,iproclozide,Chemical_MESH_C010474
hsa00360,dr:D08392,pirlindole,Chemical_MESH_C009830
hsa00380,dr:D00505,Phenelzine,Chemical_MESH_D010624
hsa00380,dr:D00826,Tranylcypromine,Chemical_MESH_D014191
hsa00380,dr:D01888,safrazine,Chemical_MESH_C013242
hsa00380,dr:D02559,toloxatone,Chemical_MESH_C010798
hsa00380,dr:D02560,brofaromine,Chemical_MESH_C038213
hsa00380,dr:D02561,Moclobemide,Chemical_MESH_D020912
hsa00380,dr:D02563,befloxatone,Chemical_MESH_C090014
hsa00380,dr:D02579,Iproniazid,Chemical_MESH_D007490
hsa00380,dr:D02580,Isocarboxazid,Chemical_MESH_D007520
hsa00380,dr:D03248,Clorgyline,Chemical_MESH_D003010
hsa00380,dr:D03409,caroxazone,Chemical_MESH_C006919
hsa00380,dr:D07337,Nialamide,Chemical_MESH_D009526
hsa00380,dr:D07338,iproclozide,Chemical_MESH_C010474
hsa00380,dr:D08392,pirlindole,Chemical_MESH_C009830
hsa00380,dr:D09973,telotristat,Chemical_MESH_C000592493
hsa00430,dr:D02755,acivicin,Chemical_MESH_C006303
hsa00480,dr:D00341,Hydroxyurea,Chemical_MESH_D006918
hsa00480,dr:D02755,acivicin,Chemical_MESH_C006303
hsa00480,dr:D08917,gamma-Glu-S-BzCys-PhGly diethyl ester,Chemical_MESH_C096329
hsa00500,dr:D00216,Acarbose,Chemical_MESH_D020909
hsa00500,dr:D00625,miglitol,Chemical_MESH_C045621
hsa00500,dr:D01665,voglibose,Chemical_MESH_C102817
hsa00500,dr:D03342,camiglibose,Chemical_MESH_C069606
hsa00500,dr:D09605,1-Deoxynojirimycin,Chemical_MESH_D017485
hsa00561,dr:D03747,4-diethoxyphosphorylmethyl-N-(4-bromo-2-cyanophenyl)benzamide,Chemical_MESH_C082137
hsa00561,dr:D09208,cetilistat,Chemical_MESH_C520092
hsa00561,dr:D10664,pradigastat,Chemical_MESH_C000594809
hsa00562,dr:D11319,CUDC-907,Chemical_MESH_C576940
hsa00564,dr:D00469,pralidoxime,Chemical_MESH_C028797
hsa00564,dr:D00487,Pyridostigmine Bromide,Chemical_MESH_D011729
hsa00564,dr:D00995,Neostigmine,Chemical_MESH_D009388
hsa00564,dr:D01001,Ambenonium Chloride,Chemical_MESH_D000549
hsa00564,dr:D01228,distigmine,Chemical_MESH_C084645
hsa00564,dr:D02068,Tacrine,Chemical_MESH_D013619
hsa00564,dr:D02173,Galantamine,Chemical_MESH_D005702
hsa00564,dr:D02565,dimethacrine,Chemical_MESH_C100110
hsa00565,dr:D03650,darapladib,Chemical_MESH_C529040
hsa00565,dr:D05728,rilapladib,Chemical_MESH_C000592856
hsa00565,dr:D08221,varespladib methyl,Chemical_MESH_C545088
hsa00590,dr:D00109,Aspirin,Chemical_MESH_D001241
hsa00590,dr:D00118,Naproxen,Chemical_MESH_D009288
hsa00590,dr:D00120,Sulindac,Chemical_MESH_D013467
hsa00590,dr:D00126,Ibuprofen,Chemical_MESH_D007052
hsa00590,dr:D00127,Piroxicam,Chemical_MESH_D010894
hsa00590,dr:D00130,Diflunisal,Chemical_MESH_D004061
hsa00590,dr:D00132,Ketoprofen,Chemical_MESH_D007660
hsa00590,dr:D00141,Indomethacin,Chemical_MESH_D007213
hsa00590,dr:D00151,Mefenamic Acid,Chemical_MESH_D008528
hsa00590,dr:D00169,Meclofenamic Acid,Chemical_MESH_D008469
hsa00590,dr:D00217,Acetaminophen,Chemical_MESH_D000082
hsa00590,dr:D00315,Etodolac,Chemical_MESH_D017308
hsa00590,dr:D00330,Flurbiprofen,Chemical_MESH_D005480
hsa00590,dr:D00414,zileuton,Chemical_MESH_C063449
hsa00590,dr:D00428,salicylsalicylic acid,Chemical_MESH_C014182
hsa00590,dr:D00510,Phenylbutazone,Chemical_MESH_D010653
hsa00590,dr:D00566,Sodium Salicylate,Chemical_MESH_D012980
hsa00590,dr:D00568,rofecoxib,Chemical_MESH_C116926
hsa00590,dr:D00810,choline salicylate,Chemical_MESH_C015075
hsa00590,dr:D00813,Ketorolac Tromethamine,Chemical_MESH_D020911
hsa00590,dr:D00827,Magnesium Salicylate,Chemical_MESH_C496892
hsa00590,dr:D00903,Diclofenac,Chemical_MESH_D004008
hsa00590,dr:D00968,Fenoprofen,Chemical_MESH_D005279
hsa00590,dr:D01049,nimesulide,Chemical_MESH_C012655
hsa00590,dr:D01122,ibuprofen piconol,Chemical_MESH_C052308
hsa00590,dr:D01183,tolfenamic acid,Chemical_MESH_C009500
hsa00590,dr:D01252,alclofenac,Chemical_MESH_C084615
hsa00590,dr:D01271,Bufexamac,Chemical_MESH_D002019
hsa00590,dr:D01325,tiaprofenic acid,Chemical_MESH_C021270
hsa00590,dr:D01344,fenbufen,Chemical_MESH_C010725
hsa00590,dr:D01397,ampiroxicam,Chemical_MESH_C065946
hsa00590,dr:D01410,Benzydamine,Chemical_MESH_D001591
hsa00590,dr:D01475,FP 83,Chemical_MESH_C059375
hsa00590,dr:D01513,alminoprofen,Chemical_MESH_C027953
hsa00590,dr:D01545,aceclofenac,Chemical_MESH_C056498
hsa00590,dr:D01557,glycol salicylate,Chemical_MESH_C020904
hsa00590,dr:D01565,indomethacin farnesil,Chemical_MESH_C060022
hsa00590,dr:D01578,pyranoprofen,Chemical_MESH_C043940
hsa00590,dr:D01581,Flufenamic Acid,Chemical_MESH_D005439
hsa00590,dr:D01582,acemetacin,Chemical_MESH_C026784
hsa00590,dr:D01675,biphenylylacetic acid,Chemical_MESH_C012776
hsa00590,dr:D01683,ozagrel,Chemical_MESH_C034364
hsa00590,dr:D01709,loxoprofen,Chemical_MESH_C040656
hsa00590,dr:D01718,mofezolac,Chemical_MESH_C054999
hsa00590,dr:D01765,proglumetacin,Chemical_MESH_C019541
hsa00590,dr:D01767,tenoxicam,Chemical_MESH_C032801
hsa00590,dr:D01773,oxatomide,Chemical_MESH_C015408
hsa00590,dr:D01788,amfenac,Chemical_MESH_C014285
hsa00590,dr:D01811,salicylamide,Chemical_MESH_C031060
hsa00590,dr:D01823,ufenamate,Chemical_MESH_C047051
hsa00590,dr:D01841,4-biphenylylacetic acid ethyl ester,Chemical_MESH_C048480
hsa00590,dr:D01866,lornoxicam,Chemical_MESH_C059451
hsa00590,dr:D01974,4-(4-cyclohexyl-2-methyloxazol-5-yl)-2-fluorobenzenesulfonamide,Chemical_MESH_C110453
hsa00590,dr:D02355,Tolmetin,Chemical_MESH_D014046
hsa00590,dr:D02709,valdecoxib,Chemical_MESH_C406224
hsa00590,dr:D02755,acivicin,Chemical_MESH_C006303
hsa00590,dr:D03010,atreleuton,Chemical_MESH_C096921
hsa00590,dr:D03080,benoxaprofen,Chemical_MESH_C011677
hsa00590,dr:D03163,bromfenac,Chemical_MESH_C053083
hsa00590,dr:D03254,aluminum flufenamate,Chemical_MESH_C027885
hsa00590,dr:D03652,darbufelone,Chemical_MESH_C109268
hsa00590,dr:D03661,dazmegrel,Chemical_MESH_C039242
hsa00590,dr:D03663,dazoxiben,Chemical_MESH_C029166
hsa00590,dr:D03689,deracoxib,Chemical_MESH_C471996
hsa00590,dr:D03712,firocoxib,Chemical_MESH_C487384
hsa00590,dr:D03714,lumiracoxib,Chemical_MESH_C473384
hsa00590,dr:D03715,dexibuprofen,Chemical_MESH_C539402
hsa00590,dr:D03716,parecoxib,Chemical_MESH_C409945
hsa00590,dr:D03882,"2,3,5-trimethyl-6-(12-hydroxy-5,10-dodecadiynyl)-1,4-benzoquinone",Chemical_MESH_C036837
hsa00590,dr:D03938,ecopladib,Chemical_MESH_C519110
hsa00590,dr:D04102,etofenamate,Chemical_MESH_C015207
hsa00590,dr:D04151,fenleuton,Chemical_MESH_C109612
hsa00590,dr:D04770,RS 43179,Chemical_MESH_C045954
hsa00590,dr:D04863,4-(5-(4-fluorophenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl)benzenesulfonamide,Chemical_MESH_C555097
hsa00590,dr:D05143,nepafenac,Chemical_MESH_C414203
hsa00590,dr:D05275,orpanoxin,Chemical_MESH_C024876
hsa00590,dr:D05319,Oxyphenbutazone,Chemical_MESH_D010113
hsa00590,dr:D05498,piriprost,Chemical_MESH_C035296
hsa00590,dr:D05502,pirmagrel,Chemical_MESH_C037787
hsa00590,dr:D05512,piroxicam cinnamate,Chemical_MESH_C057291
hsa00590,dr:D05598,pravadoline,Chemical_MESH_C062767
hsa00590,dr:D05727,ridogrel,Chemical_MESH_C060219
hsa00590,dr:D05791,meglumine salicylate,Chemical_MESH_C014648
hsa00590,dr:D06017,tebufelone,Chemical_MESH_C064268
hsa00590,dr:D06072,tenidap,Chemical_MESH_C062866
hsa00590,dr:D06075,tepoxalin,Chemical_MESH_C073135
hsa00590,dr:D06364,zidometacin,Chemical_MESH_C029252
hsa00590,dr:D06600,PLA-695,Chemical_MESH_C586663
hsa00590,dr:D06606,solufenum,Chemical_MESH_C016106
hsa00590,dr:D06674,efipladib,Chemical_MESH_C531068
hsa00590,dr:D07141,indobufen,Chemical_MESH_C020371
hsa00590,dr:D07142,triflusal,Chemical_MESH_C016167
hsa00590,dr:D07267,droxicam,Chemical_MESH_C049073
hsa00590,dr:D07268,ibuproxam,Chemical_MESH_C025377
hsa00590,dr:D07269,dexketoprofen trometamol,Chemical_MESH_C118296
hsa00590,dr:D07294,propacetamol,Chemical_MESH_C063776
hsa00590,dr:D07453,ST 679,Chemical_MESH_C065762
hsa00590,dr:D07580,acetylsalicylic acid lysinate,Chemical_MESH_C010395
hsa00590,dr:D07818,diclofenac hydroxyethylpyrrolidine,Chemical_MESH_C064142
hsa00590,dr:D07888,eltenac,Chemical_MESH_C071200
hsa00590,dr:D08058,ibuprofen arginine,Chemical_MESH_C106674
hsa00590,dr:D08102,ketoprofen lysine,Chemical_MESH_C029946
hsa00590,dr:D08104,Ketorolac,Chemical_MESH_D020910
hsa00590,dr:D08275,Niflumic Acid,Chemical_MESH_D009544
hsa00590,dr:D08374,piketoprofen,Chemical_MESH_C048832
hsa00590,dr:D08501,trolamine salicylate,Chemical_MESH_C032758
hsa00590,dr:D08657,apricoxib,Chemical_MESH_C514354
hsa00590,dr:D09568,naproxen-n-butyl nitrate,Chemical_MESH_C111751
hsa00590,dr:D09667,setileuton,Chemical_MESH_C568910
hsa00600,dr:D05031,migalastat,Chemical_MESH_C090092
hsa00600,dr:D05032,miglustat,Chemical_MESH_C059896
hsa00600,dr:D09893,eliglustat,Chemical_MESH_C522917
hsa00620,dr:D00123,Cyanamide,Chemical_MESH_D003484
hsa00620,dr:D00131,Disulfiram,Chemical_MESH_D004221
hsa00670,dr:D00142,Methotrexate,Chemical_MESH_D008727
hsa00670,dr:D00584,Fluorouracil,Chemical_MESH_D005472
hsa00670,dr:D01064,raltitrexed,Chemical_MESH_C068874
hsa00670,dr:D01244,Tegafur,Chemical_MESH_D005641
hsa00670,dr:D01309,doxifluridine,Chemical_MESH_C025034
hsa00670,dr:D01784,carmofur,Chemical_MESH_C017367
hsa00670,dr:D03942,edatrexate,Chemical_MESH_C040210
hsa00670,dr:D04197,Floxuridine,Chemical_MESH_D005467
hsa00670,dr:D04964,AG 331,Chemical_MESH_C087748
hsa00670,dr:D05589,10-propargyl-10-deazaaminopterin,Chemical_MESH_C418863
hsa00670,dr:D05999,N(alpha)-(4-amino-4-deoxypteroyl)-N(delta)-hemiphthaloyl-L-ornithine,Chemical_MESH_C085590
hsa00670,dr:D06238,Trimetrexate,Chemical_MESH_D016597
hsa00670,dr:D06239,trimetrexate glucuronate,Chemical_MESH_C056321
hsa00670,dr:D10803,ZD 9331,Chemical_MESH_C094299
hsa00760,dr:D04245,forodesine,Chemical_MESH_C113101
hsa00760,dr:D05396,peldesine,Chemical_MESH_C104194
hsa00760,dr:D09678,1-(2-(2-(2-(2-methoxyethoxy)ethoxy)ethoxy)ethoxycarbonyloxymethyl)-4-(N'-cyano-N''-(6-(4-chlorophenoxy)hexyl)-N-guanidino)pyridinium,Chemical_MESH_C541789
hsa00760,dr:D10431,ulodesine,Chemical_MESH_C000593472
hsa00790,dr:D00142,Methotrexate,Chemical_MESH_D008727
hsa00790,dr:D03942,edatrexate,Chemical_MESH_C040210
hsa00790,dr:D05589,10-propargyl-10-deazaaminopterin,Chemical_MESH_C418863
hsa00790,dr:D05999,N(alpha)-(4-amino-4-deoxypteroyl)-N(delta)-hemiphthaloyl-L-ornithine,Chemical_MESH_C085590
hsa00790,dr:D06238,Trimetrexate,Chemical_MESH_D016597
hsa00790,dr:D06239,trimetrexate glucuronate,Chemical_MESH_C056321
