kegg_id,drug_name,drug_concept,gene_names,gene_concepts
dr:D00126,Ibuprofen,Chemical_MESH_D007052,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D00127,Piroxicam,Chemical_MESH_D010894,['PTGS2'],['Gene_5743']
dr:D00129,Calcitriol,Chemical_MESH_D002117,['VDR'],['Gene_7421']
dr:D00130,Diflunisal,Chemical_MESH_D004061,['PTGS2'],['Gene_5743']
dr:D00131,Disulfiram,Chemical_MESH_D004221,"['ALDH2', 'ALDH1B1', 'ALDH3A2']","['Gene_217', 'Gene_219', 'Gene_224']"
dr:D00132,Ketoprofen,Chemical_MESH_D007660,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D00136,Haloperidol,Chemical_MESH_D006220,['DRD2'],['Gene_1813']
dr:D00138,Scopolamine,Chemical_MESH_D012601,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D00141,Indomethacin,Chemical_MESH_D007213,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D00142,Methotrexate,Chemical_MESH_D008727,"['DHFR', 'DHFR2']","['Gene_1719', 'Gene_200895']"
dr:D00147,Hyoscyamine,Chemical_MESH_D064692,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D00151,Mefenamic Acid,Chemical_MESH_D008528,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D00152,Phloroglucinol,Chemical_MESH_D010696,['COMT'],['Gene_1312']
dr:D00153,Testolactone,Chemical_MESH_D013738,['CYP19A1'],['Gene_1588']
dr:D00155,Pentostatin,Chemical_MESH_D015649,['ADA'],['Gene_100']
dr:D00156,Glycyrrhetinic Acid,Chemical_MESH_D006034,['HSD11B1'],['Gene_3290']
dr:D00160,Aminocaproic Acid,Chemical_MESH_D015119,['PLG'],['Gene_5340']
dr:D00161,Mercaptopurine,Chemical_MESH_D015122,['HPRT1'],['Gene_3251']
dr:D00163,Chenodeoxycholic Acid,Chemical_MESH_D002635,['NR1H4'],['Gene_9971']
dr:D00164,retinol palmitate,Chemical_MESH_C014794,"['RARA', 'RARB', 'RARG']","['Gene_5914', 'Gene_5915', 'Gene_5916']"
dr:D00165,hydrocortisone acetate,Chemical_MESH_C021650,['NR3C1'],['Gene_2908']
dr:D00169,Meclofenamic Acid,Chemical_MESH_D008469,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D00176,Thyrotropin-Releasing Hormone,Chemical_MESH_D013973,['TRHR'],['Gene_7201']
dr:D00180,Alprostadil,Chemical_MESH_D000527,['PTGER1'],['Gene_5731']
dr:D00181,argatroban,Chemical_MESH_C031942,['F2'],['Gene_2147']
dr:D00182,Norethindrone,Chemical_MESH_D009640,['PGR'],['Gene_5241']
dr:D00184,Cyclosporine,Chemical_MESH_D016572,"['PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'CHP1']","['Gene_5530', 'Gene_5532', 'Gene_5533', 'Gene_5534', 'Gene_5535', 'Gene_11261']"
dr:D00185,Estriol,Chemical_MESH_D004964,"['ESR1', 'ESR2']","['Gene_2099', 'Gene_2100']"
dr:D00187,Ergocalciferols,Chemical_MESH_D004872,['VDR'],['Gene_7421']
dr:D00188,Cholecalciferol,Chemical_MESH_D002762,['VDR'],['Gene_7421']
dr:D00193,dexpanthenol,Chemical_MESH_C007288,['CHRM3'],['Gene_1131']
dr:D00196,Physostigmine,Chemical_MESH_D010830,['ACHE'],['Gene_43']
dr:D00197,Reserpine,Chemical_MESH_D012110,"['SLC18A1', 'SLC18A2']","['Gene_6570', 'Gene_6571']"
dr:D00216,Acarbose,Chemical_MESH_D020909,"['GAA', 'GANC', 'MGAM', 'AMY2A', 'AMY2B']","['Gene_2548', 'Gene_2595', 'Gene_8972', 'Gene_279', 'Gene_280']"
dr:D00217,Acetaminophen,Chemical_MESH_D000082,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D00218,Acetazolamide,Chemical_MESH_D000086,"['CA1', 'CA2', 'CA3', 'CA4', 'CA5A', 'CA5B', 'CA6', 'CA7', 'CA8', 'CA9', 'CA12', 'CA13', 'CA14']","['Gene_759', 'Gene_760', 'Gene_761', 'Gene_762', 'Gene_763', 'Gene_11238', 'Gene_765', 'Gene_766', 'Gene_767', 'Gene_768', 'Gene_771', 'Gene_377677', 'Gene_23632']"
dr:D00219,Acetohexamide,Chemical_MESH_D000092,['ABCC8'],['Gene_6833']
dr:D00224,Allopurinol,Chemical_MESH_D000493,['XDH'],['Gene_7498']
dr:D00225,Alprazolam,Chemical_MESH_D000525,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D00227,Aminophylline,Chemical_MESH_D000628,"['ADORA1', 'ADORA2B', 'PDE10A', 'PDE7B', 'PDE11A', 'PDE1A', 'PDE1C', 'PDE2A', 'PDE3A', 'PDE3B', 'PDE4A', 'PDE4B', 'PDE4C', 'PDE4D', 'PDE7A', 'PDE8A', 'PDE1B', 'PDE8B']","['Gene_134', 'Gene_136', 'Gene_10846', 'Gene_27115', 'Gene_50940', 'Gene_5136', 'Gene_5137', 'Gene_5138', 'Gene_5139', 'Gene_5140', 'Gene_5141', 'Gene_5142', 'Gene_5143', 'Gene_5144', 'Gene_5150', 'Gene_5151', 'Gene_5153', 'Gene_8622']"
dr:D00228,Amoxapine,Chemical_MESH_D000657,"['SLC6A4', 'SLC6A2']","['Gene_6532', 'Gene_6530']"
dr:D00231,Amrinone,Chemical_MESH_D000676,"['PDE3A', 'PDE3B']","['Gene_5139', 'Gene_5140']"
dr:D00232,octotropine methylbromide,Chemical_MESH_C100237,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D00234,Astemizole,Chemical_MESH_D016589,['HRH1'],['Gene_3269']
dr:D00235,Atenolol,Chemical_MESH_D001262,['ADRB1'],['Gene_153']
dr:D00241,Baclofen,Chemical_MESH_D001418,"['GABBR1', 'GABBR2']","['Gene_2550', 'Gene_9568']"
dr:D00244,Betamethasone,Chemical_MESH_D001623,['NR3C1'],['Gene_2908']
dr:D00246,Budesonide,Chemical_MESH_D019819,['NR3C1'],['Gene_2908']
dr:D00247,Bumetanide,Chemical_MESH_D002034,"['SLC12A1', 'SLC12A2', 'SLC12A4']","['Gene_6557', 'Gene_6558', 'Gene_6560']"
dr:D00249,Calcitonin,Chemical_MESH_D002116,['CALCR'],['Gene_799']
dr:D00250,Capsaicin,Chemical_MESH_D002211,['TRPV1'],['Gene_7442']
dr:D00252,Carbamazepine,Chemical_MESH_D002220,"['SCN1A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN8A', 'SCN9A', 'SCN10A', 'SCN11A']","['Gene_6323', 'Gene_6326', 'Gene_6328', 'Gene_6329', 'Gene_6331', 'Gene_6334', 'Gene_6335', 'Gene_6336', 'Gene_11280']"
dr:D00267,Chlordiazepoxide,Chemical_MESH_D002707,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D00269,Chlorotrianisene,Chemical_MESH_D002741,"['ESR1', 'ESR2']","['Gene_2099', 'Gene_2100']"
dr:D00270,Chlorpromazine,Chemical_MESH_D002746,"['HTR2A', 'HTR2B', 'HTR2C', 'HRH1', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'DRD2', 'CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['Gene_3356', 'Gene_3357', 'Gene_3358', 'Gene_3269', 'Gene_150', 'Gene_151', 'Gene_152', 'Gene_1813', 'Gene_1128', 'Gene_1129', 'Gene_1131', 'Gene_1132', 'Gene_1133']"
dr:D00271,Chlorpropamide,Chemical_MESH_D002747,"['ABCC8', 'KCNJ11']","['Gene_6833', 'Gene_3767']"
dr:D00272,Chlorthalidone,Chemical_MESH_D002752,"['SLC12A3', 'SLC12A1']","['Gene_6559', 'Gene_6557']"
dr:D00274,Cisapride,Chemical_MESH_D020117,"['HTR4', 'HTR3A', 'HTR2A']","['Gene_3360', 'Gene_3359', 'Gene_3356']"
dr:D00279,Clofibrate,Chemical_MESH_D002994,['PPARA'],['Gene_5465']
dr:D00280,Clonazepam,Chemical_MESH_D002998,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D00281,Clonidine,Chemical_MESH_D003000,"['ADRA2A', 'ADRA2B', 'ADRA2C']","['Gene_150', 'Gene_151', 'Gene_152']"
dr:D00283,Clozapine,Chemical_MESH_D003024,"['HTR2A', 'HTR2C', 'HTR3A', 'HTR3B', 'HTR3C', 'HTR3D', 'HTR3E', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'DRD4']","['Gene_3356', 'Gene_3358', 'Gene_3359', 'Gene_9177', 'Gene_170572', 'Gene_200909', 'Gene_285242', 'Gene_150', 'Gene_151', 'Gene_152', 'Gene_1815']"
dr:D00284,Cosyntropin,Chemical_MESH_D003366,['MC2R'],['Gene_4158']
dr:D00289,Danazol,Chemical_MESH_D003613,"['AR', 'PGR', 'ESR1']","['Gene_367', 'Gene_5241', 'Gene_2099']"
dr:D00291,Deamino Arginine Vasopressin,Chemical_MESH_D003894,"['AVPR2', 'F8']","['Gene_554', 'Gene_2157']"
dr:D00292,Dexamethasone,Chemical_MESH_D003907,['NR3C1'],['Gene_2908']
dr:D00293,Diazepam,Chemical_MESH_D003975,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D00294,Diazoxide,Chemical_MESH_D003981,"['ABCC8', 'KCNJ11']","['Gene_6833', 'Gene_3767']"
dr:D00295,Cimetidine,Chemical_MESH_D002927,['HRH2'],['Gene_3274']
dr:D00297,Digitoxin,Chemical_MESH_D004074,"['ATP1A1', 'ATP1A2', 'ATP1A3', 'ATP1A4']","['Gene_476', 'Gene_477', 'Gene_478', 'Gene_480']"
dr:D00298,Digoxin,Chemical_MESH_D004077,"['ATP1A1', 'ATP1A2', 'ATP1A3', 'ATP1A4']","['Gene_476', 'Gene_477', 'Gene_478', 'Gene_480']"
dr:D00299,Dihydrotachysterol,Chemical_MESH_D004097,['VDR'],['Gene_7421']
dr:D00300,Diphenhydramine,Chemical_MESH_D004155,['HRH1'],['Gene_3269']
dr:D00302,Dipyridamole,Chemical_MESH_D004176,"['PDE5A', 'PDE4A']","['Gene_8654', 'Gene_5141']"
dr:D00303,Disopyramide,Chemical_MESH_D004206,"['SCN1A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN8A', 'SCN9A', 'SCN10A', 'SCN11A']","['Gene_6323', 'Gene_6326', 'Gene_6328', 'Gene_6329', 'Gene_6331', 'Gene_6334', 'Gene_6335', 'Gene_6336', 'Gene_11280']"
dr:D00304,Valproic Acid,Chemical_MESH_D014635,"['ABAT', 'ALDH5A1', 'GAD1', 'GAD2', 'CACNA1I', 'CACNA1H', 'CACNA1G']","['Gene_18', 'Gene_7915', 'Gene_2571', 'Gene_2572', 'Gene_8911', 'Gene_8912', 'Gene_8913']"
dr:D00306,Dronabinol,Chemical_MESH_D013759,"['CNR1', 'CNR2']","['Gene_1268', 'Gene_1269']"
dr:D00308,Droperidol,Chemical_MESH_D004329,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'DRD2']","['Gene_148', 'Gene_147', 'Gene_146', 'Gene_1813']"
dr:D00311,Estazolam,Chemical_MESH_D004949,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D00312,estrone sulfate,Chemical_MESH_C017296,"['ESR1', 'ESR2']","['Gene_2099', 'Gene_2100']"
dr:D00313,Ethacrynic Acid,Chemical_MESH_D004976,"['SLC12A1', 'SLC12A2']","['Gene_6557', 'Gene_6558']"
dr:D00315,Etodolac,Chemical_MESH_D017308,['PTGS2'],['Gene_5743']
dr:D00316,Etretinate,Chemical_MESH_D005050,"['RARA', 'RARB', 'RARG', 'RXRA', 'RXRB', 'RXRG']","['Gene_5914', 'Gene_5915', 'Gene_5916', 'Gene_6256', 'Gene_6257', 'Gene_6258']"
dr:D00318,Famotidine,Chemical_MESH_D015738,['HRH2'],['Gene_3274']
dr:D00319,Felodipine,Chemical_MESH_D015736,"['CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['Gene_775', 'Gene_776', 'Gene_778', 'Gene_779']"
dr:D00320,Fentanyl,Chemical_MESH_D005283,['OPRM1'],['Gene_4988']
dr:D00321,Finasteride,Chemical_MESH_D018120,['SRD5A2'],['Gene_6716']
dr:D00324,flunisolide,Chemical_MESH_C007734,['NR3C1'],['Gene_2908']
dr:D00325,Fluocinonide,Chemical_MESH_D005447,['NR3C1'],['Gene_2908']
dr:D00326,Fluoxetine,Chemical_MESH_D005473,['SLC6A4'],['Gene_6532']
dr:D00327,Fluoxymesterone,Chemical_MESH_D005474,['AR'],['Gene_367']
dr:D00328,Flurandrenolone,Chemical_MESH_D005478,['NR3C1'],['Gene_2908']
dr:D00329,Flurazepam,Chemical_MESH_D005479,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D00330,Flurbiprofen,Chemical_MESH_D005480,"['PTGS1', 'PTGS2']","['Gene_5742', 'Gene_5743']"
dr:D00331,Furosemide,Chemical_MESH_D005665,"['SLC12A1', 'SLC12A2']","['Gene_6557', 'Gene_6558']"
dr:D00334,Gemfibrozil,Chemical_MESH_D015248,['PPARA'],['Gene_5465']
dr:D00335,Glipizide,Chemical_MESH_D005913,['ABCC8'],['Gene_6833']
dr:D00336,Glyburide,Chemical_MESH_D005905,"['ABCC8', 'KCNJ11']","['Gene_6833', 'Gene_3767']"
dr:D00338,halazepam,Chemical_MESH_C010175,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D00340,Hydrochlorothiazide,Chemical_MESH_D006852,['SLC12A3'],['Gene_6559']
dr:D00341,Hydroxyurea,Chemical_MESH_D006918,['RRM2'],['Gene_6241']
dr:D00345,Indapamide,Chemical_MESH_D007190,['SLC12A3'],['Gene_6559']
dr:D00348,Isotretinoin,Chemical_MESH_D015474,"['RARA', 'RARB', 'RARG']","['Gene_5914', 'Gene_5915', 'Gene_5916']"
dr:D00349,Isradipine,Chemical_MESH_D017275,"['CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['Gene_775', 'Gene_776', 'Gene_778', 'Gene_779']"
dr:D00355,Lansoprazole,Chemical_MESH_D064747,"['ATP4A', 'ATP4B']","['Gene_495', 'Gene_496']"
dr:D00357,Losartan,Chemical_MESH_D019808,['AGTR1'],['Gene_185']
dr:D00358,Lidocaine,Chemical_MESH_D008012,"['SCN1A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN8A', 'SCN9A', 'SCN10A', 'SCN11A']","['Gene_6323', 'Gene_6326', 'Gene_6328', 'Gene_6329', 'Gene_6331', 'Gene_6334', 'Gene_6335', 'Gene_6336', 'Gene_11280']"
dr:D00359,Lovastatin,Chemical_MESH_D008148,['HMGCR'],['Gene_3156']
dr:D00362,Lisinopril,Chemical_MESH_D017706,['ACE'],['Gene_1636']
dr:D00364,Loratadine,Chemical_MESH_D017336,['HRH1'],['Gene_3269']
dr:D00365,Lorazepam,Chemical_MESH_D008140,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D00366,Lypressin,Chemical_MESH_D008236,"['AVPR1A', 'AVPR1B', 'AVPR2']","['Gene_552', 'Gene_553', 'Gene_554']"
dr:D00367,Mazindol,Chemical_MESH_D008454,"['SLC6A2', 'SLC6A3', 'SLC6A4']","['Gene_6530', 'Gene_6531', 'Gene_6532']"
dr:D00370,Temazepam,Chemical_MESH_D013693,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D00371,Theophylline,Chemical_MESH_D013806,"['ADORA1', 'ADORA2B', 'PDE10A', 'PDE7B', 'PDE11A', 'PDE1A', 'PDE1C', 'PDE2A', 'PDE3A', 'PDE3B', 'PDE4A', 'PDE4B', 'PDE4C', 'PDE4D', 'PDE7A', 'PDE8A', 'PDE1B', 'PDE8B']","['Gene_134', 'Gene_136', 'Gene_10846', 'Gene_27115', 'Gene_50940', 'Gene_5136', 'Gene_5137', 'Gene_5138', 'Gene_5139', 'Gene_5140', 'Gene_5141', 'Gene_5142', 'Gene_5143', 'Gene_5144', 'Gene_5150', 'Gene_5151', 'Gene_5153', 'Gene_8622']"
dr:D00373,Thioridazine,Chemical_MESH_D013881,['DRD2'],['Gene_1813']
dr:D00374,Thiothixene,Chemical_MESH_D013888,"['DRD2', 'DRD3']","['Gene_1813', 'Gene_1814']"
dr:D00375,Mephenytoin,Chemical_MESH_D008617,"['SCN1A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN8A', 'SCN9A', 'SCN10A', 'SCN11A']","['Gene_6323', 'Gene_6326', 'Gene_6328', 'Gene_6329', 'Gene_6331', 'Gene_6334', 'Gene_6335', 'Gene_6336', 'Gene_11280']"
dr:D00376,Meprobamate,Chemical_MESH_D008620,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['Gene_2554', 'Gene_2555', 'Gene_2556', 'Gene_2557', 'Gene_2558', 'Gene_2559', 'Gene_2560', 'Gene_2561', 'Gene_2562', 'Gene_2563', 'Gene_2564', 'Gene_2565', 'Gene_2566', 'Gene_2567', 'Gene_2568', 'Gene_55879']"
dr:D00378,Timolol,Chemical_MESH_D013999,"['ADRB1', 'ADRB2']","['Gene_153', 'Gene_154']"
dr:D00379,Tolazamide,Chemical_MESH_D014042,"['ABCC8', 'KCNJ11']","['Gene_6833', 'Gene_3767']"
dr:D00380,Tolbutamide,Chemical_MESH_D014044,"['ABCC8', 'KCNJ11']","['Gene_6833', 'Gene_3767']"
dr:D00383,trandolapril,Chemical_MESH_C052035,['ACE'],['Gene_1636']
dr:D00385,Triamcinolone,Chemical_MESH_D014221,['NR3C1'],['Gene_2908']
dr:D00386,Triamterene,Chemical_MESH_D014223,"['SCNN1A', 'SCNN1B', 'SCNN1G', 'NR3C2']","['Gene_6337', 'Gene_6338', 'Gene_6340', 'Gene_4306']"
