gene_name,gene_concept,kegg_ids,drug_names,drug_concepts
GABRG3,Gene_2567,"['dr:D00058', 'dr:D00225', 'dr:D00267', 'dr:D00280', 'dr:D00293', 'dr:D00311', 'dr:D00329', 'dr:D00338', 'dr:D00365', 'dr:D00370', 'dr:D00376', 'dr:D00387', 'dr:D00430', 'dr:D00457', 'dr:D00464', 'dr:D00470', 'dr:D00499', 'dr:D00506', 'dr:D00531', 'dr:D00532', 'dr:D00549', 'dr:D00550', 'dr:D00555', 'dr:D00694', 'dr:D00697', 'dr:D00698', 'dr:D00699', 'dr:D00700', 'dr:D00713', 'dr:D00714', 'dr:D01071', 'dr:D01230', 'dr:D01245', 'dr:D01254', 'dr:D01268', 'dr:D01278', 'dr:D01279', 'dr:D01286', 'dr:D01292', 'dr:D01293', 'dr:D01316', 'dr:D01328', 'dr:D01354', 'dr:D01372', 'dr:D01382', 'dr:D01514', 'dr:D01564', 'dr:D01593', 'dr:D01657', 'dr:D01740', 'dr:D01744', 'dr:D01758', 'dr:D02283', 'dr:D02594', 'dr:D02616', 'dr:D02617', 'dr:D02618', 'dr:D02640', 'dr:D02770', 'dr:D02771', 'dr:D02833', 'dr:D03155', 'dr:D04257', 'dr:D04282', 'dr:D04300', 'dr:D04650', 'dr:D05346', 'dr:D05378', 'dr:D05980', 'dr:D06887', 'dr:D07298', 'dr:D07326', 'dr:D07328', 'dr:D07784', 'dr:D08283', 'dr:D08507', 'dr:D11149', 'dr:D11788']","['gamma-Aminobutyric Acid', 'Alprazolam', 'Chlordiazepoxide', 'Clonazepam', 'Diazepam', 'Estazolam', 'Flurazepam', 'halazepam', 'Lorazepam', 'Temazepam', 'Meprobamate', 'Triazolam', 'Secobarbital', 'quazepam', 'Oxazepam', 'Prazepam', 'Pentobarbital', 'Phenobarbital', 'Nitrazepam', 'Glutethimide', 'Propofol', 'Midazolam', 'Amobarbital', 'Clorazepate Dipotassium', 'Flumazenil', 'allylpropymal', 'secbutabarbital', 'Mephobarbital', 'Thiamylal', 'Thiopental', 'Hexobarbital', 'Flunitrazepam', 'Bromazepam', 'tofisopam', 'cloxazolam', 'oxazolam', 'flutoprazepam', 'flutazolam', 'Medazepam', 'ethyl loflazepate', 'mexazolam', 'clotiazepam', 'fludiazepam', 'zopiclone', 'metharbital', 'etizolam', 'rilmazafone', 'nimetazepam', 'lormetazepam', 'Barbital', 'brotizolam', 'haloxazolam', 'iomazenil', 'abecarnil', 'pagoclone', 'ocinaplon', 'butobarbital', 'indiplon', 'adinazolam', 'adinazolam mesylate', 'alpidem', 'bretazenil', 'fospropofol', 'gaboxadol', 'ganaxolone', 'ketazolam', 'panadiplon', 'pazinaclone', 'suritozole', 'talbutal', 'barbexaclone', 'triazulenone', 'cinolazepam', 'chlordesmethyldiazepam', 'Nordazepam', 'sarmazenil', 'Pregnanolone', 'remimazolam']","['Chemical_MESH_D005680', 'Chemical_MESH_D000525', 'Chemical_MESH_D002707', 'Chemical_MESH_D002998', 'Chemical_MESH_D003975', 'Chemical_MESH_D004949', 'Chemical_MESH_D005479', 'Chemical_MESH_C010175', 'Chemical_MESH_D008140', 'Chemical_MESH_D013693', 'Chemical_MESH_D008620', 'Chemical_MESH_D014229', 'Chemical_MESH_D012631', 'Chemical_MESH_C025130', 'Chemical_MESH_D010076', 'Chemical_MESH_D011222', 'Chemical_MESH_D010424', 'Chemical_MESH_D010634', 'Chemical_MESH_D009567', 'Chemical_MESH_D005984', 'Chemical_MESH_D015742', 'Chemical_MESH_D008874', 'Chemical_MESH_D000654', 'Chemical_MESH_D003009', 'Chemical_MESH_D005442', 'Chemical_MESH_C006470', 'Chemical_MESH_C084833', 'Chemical_MESH_D008618', 'Chemical_MESH_D013840', 'Chemical_MESH_D013874', 'Chemical_MESH_D006591', 'Chemical_MESH_D005445', 'Chemical_MESH_D001960', 'Chemical_MESH_C012582', 'Chemical_MESH_C005522', 'Chemical_MESH_C000425', 'Chemical_MESH_C029163', 'Chemical_MESH_C013367', 'Chemical_MESH_D008472', 'Chemical_MESH_C029617', 'Chemical_MESH_C014262', 'Chemical_MESH_C084599', 'Chemical_MESH_C006107', 'Chemical_MESH_C515050', 'Chemical_MESH_C084822', 'Chemical_MESH_C044610', 'Chemical_MESH_C041075', 'Chemical_MESH_C002714', 'Chemical_MESH_C023842', 'Chemical_MESH_D001462', 'Chemical_MESH_C020960', 'Chemical_MESH_C018779', 'Chemical_MESH_C063038', 'Chemical_MESH_C062769', 'Chemical_MESH_C447412', 'Chemical_MESH_C501948', 'Chemical_MESH_C027712', 'Chemical_MESH_C469870', 'Chemical_MESH_C039668', 'Chemical_MESH_C074080', 'Chemical_MESH_C052036', 'Chemical_MESH_C054626', 'Chemical_MESH_C472965', 'Chemical_MESH_C015542', 'Chemical_MESH_C105051', 'Chemical_MESH_C002072', 'Chemical_MESH_C069443', 'Chemical_MESH_C060382', 'Chemical_MESH_C065324', 'Chemical_MESH_C446080', 'Chemical_MESH_C011019', 'Chemical_MESH_C020168', 'Chemical_MESH_C053781', 'Chemical_MESH_C013434', 'Chemical_MESH_D003708', 'Chemical_MESH_C102747', 'Chemical_MESH_D011280', 'Chemical_MESH_C522201']"
GABRP,Gene_2568,"['dr:D00058', 'dr:D00225', 'dr:D00267', 'dr:D00280', 'dr:D00293', 'dr:D00311', 'dr:D00329', 'dr:D00338', 'dr:D00365', 'dr:D00370', 'dr:D00376', 'dr:D00387', 'dr:D00430', 'dr:D00457', 'dr:D00464', 'dr:D00470', 'dr:D00499', 'dr:D00506', 'dr:D00531', 'dr:D00532', 'dr:D00549', 'dr:D00550', 'dr:D00555', 'dr:D00694', 'dr:D00697', 'dr:D00698', 'dr:D00699', 'dr:D00700', 'dr:D00713', 'dr:D00714', 'dr:D01071', 'dr:D01230', 'dr:D01245', 'dr:D01254', 'dr:D01268', 'dr:D01278', 'dr:D01279', 'dr:D01286', 'dr:D01292', 'dr:D01293', 'dr:D01316', 'dr:D01328', 'dr:D01354', 'dr:D01372', 'dr:D01382', 'dr:D01514', 'dr:D01564', 'dr:D01593', 'dr:D01657', 'dr:D01740', 'dr:D01744', 'dr:D01758', 'dr:D02283', 'dr:D02594', 'dr:D02616', 'dr:D02617', 'dr:D02618', 'dr:D02640', 'dr:D02770', 'dr:D02771', 'dr:D02833', 'dr:D03155', 'dr:D04257', 'dr:D04282', 'dr:D04300', 'dr:D04650', 'dr:D05346', 'dr:D05378', 'dr:D05980', 'dr:D06887', 'dr:D07298', 'dr:D07326', 'dr:D07328', 'dr:D07784', 'dr:D08283', 'dr:D08507', 'dr:D11149', 'dr:D11788']","['gamma-Aminobutyric Acid', 'Alprazolam', 'Chlordiazepoxide', 'Clonazepam', 'Diazepam', 'Estazolam', 'Flurazepam', 'halazepam', 'Lorazepam', 'Temazepam', 'Meprobamate', 'Triazolam', 'Secobarbital', 'quazepam', 'Oxazepam', 'Prazepam', 'Pentobarbital', 'Phenobarbital', 'Nitrazepam', 'Glutethimide', 'Propofol', 'Midazolam', 'Amobarbital', 'Clorazepate Dipotassium', 'Flumazenil', 'allylpropymal', 'secbutabarbital', 'Mephobarbital', 'Thiamylal', 'Thiopental', 'Hexobarbital', 'Flunitrazepam', 'Bromazepam', 'tofisopam', 'cloxazolam', 'oxazolam', 'flutoprazepam', 'flutazolam', 'Medazepam', 'ethyl loflazepate', 'mexazolam', 'clotiazepam', 'fludiazepam', 'zopiclone', 'metharbital', 'etizolam', 'rilmazafone', 'nimetazepam', 'lormetazepam', 'Barbital', 'brotizolam', 'haloxazolam', 'iomazenil', 'abecarnil', 'pagoclone', 'ocinaplon', 'butobarbital', 'indiplon', 'adinazolam', 'adinazolam mesylate', 'alpidem', 'bretazenil', 'fospropofol', 'gaboxadol', 'ganaxolone', 'ketazolam', 'panadiplon', 'pazinaclone', 'suritozole', 'talbutal', 'barbexaclone', 'triazulenone', 'cinolazepam', 'chlordesmethyldiazepam', 'Nordazepam', 'sarmazenil', 'Pregnanolone', 'remimazolam']","['Chemical_MESH_D005680', 'Chemical_MESH_D000525', 'Chemical_MESH_D002707', 'Chemical_MESH_D002998', 'Chemical_MESH_D003975', 'Chemical_MESH_D004949', 'Chemical_MESH_D005479', 'Chemical_MESH_C010175', 'Chemical_MESH_D008140', 'Chemical_MESH_D013693', 'Chemical_MESH_D008620', 'Chemical_MESH_D014229', 'Chemical_MESH_D012631', 'Chemical_MESH_C025130', 'Chemical_MESH_D010076', 'Chemical_MESH_D011222', 'Chemical_MESH_D010424', 'Chemical_MESH_D010634', 'Chemical_MESH_D009567', 'Chemical_MESH_D005984', 'Chemical_MESH_D015742', 'Chemical_MESH_D008874', 'Chemical_MESH_D000654', 'Chemical_MESH_D003009', 'Chemical_MESH_D005442', 'Chemical_MESH_C006470', 'Chemical_MESH_C084833', 'Chemical_MESH_D008618', 'Chemical_MESH_D013840', 'Chemical_MESH_D013874', 'Chemical_MESH_D006591', 'Chemical_MESH_D005445', 'Chemical_MESH_D001960', 'Chemical_MESH_C012582', 'Chemical_MESH_C005522', 'Chemical_MESH_C000425', 'Chemical_MESH_C029163', 'Chemical_MESH_C013367', 'Chemical_MESH_D008472', 'Chemical_MESH_C029617', 'Chemical_MESH_C014262', 'Chemical_MESH_C084599', 'Chemical_MESH_C006107', 'Chemical_MESH_C515050', 'Chemical_MESH_C084822', 'Chemical_MESH_C044610', 'Chemical_MESH_C041075', 'Chemical_MESH_C002714', 'Chemical_MESH_C023842', 'Chemical_MESH_D001462', 'Chemical_MESH_C020960', 'Chemical_MESH_C018779', 'Chemical_MESH_C063038', 'Chemical_MESH_C062769', 'Chemical_MESH_C447412', 'Chemical_MESH_C501948', 'Chemical_MESH_C027712', 'Chemical_MESH_C469870', 'Chemical_MESH_C039668', 'Chemical_MESH_C074080', 'Chemical_MESH_C052036', 'Chemical_MESH_C054626', 'Chemical_MESH_C472965', 'Chemical_MESH_C015542', 'Chemical_MESH_C105051', 'Chemical_MESH_C002072', 'Chemical_MESH_C069443', 'Chemical_MESH_C060382', 'Chemical_MESH_C065324', 'Chemical_MESH_C446080', 'Chemical_MESH_C011019', 'Chemical_MESH_C020168', 'Chemical_MESH_C053781', 'Chemical_MESH_C013434', 'Chemical_MESH_D003708', 'Chemical_MESH_C102747', 'Chemical_MESH_D011280', 'Chemical_MESH_C522201']"
GABRQ,Gene_55879,"['dr:D00058', 'dr:D00225', 'dr:D00267', 'dr:D00280', 'dr:D00293', 'dr:D00311', 'dr:D00329', 'dr:D00338', 'dr:D00365', 'dr:D00370', 'dr:D00376', 'dr:D00387', 'dr:D00430', 'dr:D00457', 'dr:D00464', 'dr:D00470', 'dr:D00499', 'dr:D00506', 'dr:D00531', 'dr:D00532', 'dr:D00549', 'dr:D00550', 'dr:D00555', 'dr:D00694', 'dr:D00697', 'dr:D00698', 'dr:D00699', 'dr:D00700', 'dr:D00713', 'dr:D00714', 'dr:D01071', 'dr:D01230', 'dr:D01245', 'dr:D01254', 'dr:D01268', 'dr:D01278', 'dr:D01279', 'dr:D01286', 'dr:D01292', 'dr:D01293', 'dr:D01316', 'dr:D01328', 'dr:D01354', 'dr:D01372', 'dr:D01382', 'dr:D01514', 'dr:D01564', 'dr:D01593', 'dr:D01657', 'dr:D01740', 'dr:D01744', 'dr:D01758', 'dr:D02283', 'dr:D02594', 'dr:D02616', 'dr:D02617', 'dr:D02618', 'dr:D02640', 'dr:D02770', 'dr:D02771', 'dr:D02833', 'dr:D03155', 'dr:D04257', 'dr:D04282', 'dr:D04300', 'dr:D04650', 'dr:D05346', 'dr:D05378', 'dr:D05980', 'dr:D06887', 'dr:D07298', 'dr:D07326', 'dr:D07328', 'dr:D07784', 'dr:D08283', 'dr:D08507', 'dr:D11149', 'dr:D11788']","['gamma-Aminobutyric Acid', 'Alprazolam', 'Chlordiazepoxide', 'Clonazepam', 'Diazepam', 'Estazolam', 'Flurazepam', 'halazepam', 'Lorazepam', 'Temazepam', 'Meprobamate', 'Triazolam', 'Secobarbital', 'quazepam', 'Oxazepam', 'Prazepam', 'Pentobarbital', 'Phenobarbital', 'Nitrazepam', 'Glutethimide', 'Propofol', 'Midazolam', 'Amobarbital', 'Clorazepate Dipotassium', 'Flumazenil', 'allylpropymal', 'secbutabarbital', 'Mephobarbital', 'Thiamylal', 'Thiopental', 'Hexobarbital', 'Flunitrazepam', 'Bromazepam', 'tofisopam', 'cloxazolam', 'oxazolam', 'flutoprazepam', 'flutazolam', 'Medazepam', 'ethyl loflazepate', 'mexazolam', 'clotiazepam', 'fludiazepam', 'zopiclone', 'metharbital', 'etizolam', 'rilmazafone', 'nimetazepam', 'lormetazepam', 'Barbital', 'brotizolam', 'haloxazolam', 'iomazenil', 'abecarnil', 'pagoclone', 'ocinaplon', 'butobarbital', 'indiplon', 'adinazolam', 'adinazolam mesylate', 'alpidem', 'bretazenil', 'fospropofol', 'gaboxadol', 'ganaxolone', 'ketazolam', 'panadiplon', 'pazinaclone', 'suritozole', 'talbutal', 'barbexaclone', 'triazulenone', 'cinolazepam', 'chlordesmethyldiazepam', 'Nordazepam', 'sarmazenil', 'Pregnanolone', 'remimazolam']","['Chemical_MESH_D005680', 'Chemical_MESH_D000525', 'Chemical_MESH_D002707', 'Chemical_MESH_D002998', 'Chemical_MESH_D003975', 'Chemical_MESH_D004949', 'Chemical_MESH_D005479', 'Chemical_MESH_C010175', 'Chemical_MESH_D008140', 'Chemical_MESH_D013693', 'Chemical_MESH_D008620', 'Chemical_MESH_D014229', 'Chemical_MESH_D012631', 'Chemical_MESH_C025130', 'Chemical_MESH_D010076', 'Chemical_MESH_D011222', 'Chemical_MESH_D010424', 'Chemical_MESH_D010634', 'Chemical_MESH_D009567', 'Chemical_MESH_D005984', 'Chemical_MESH_D015742', 'Chemical_MESH_D008874', 'Chemical_MESH_D000654', 'Chemical_MESH_D003009', 'Chemical_MESH_D005442', 'Chemical_MESH_C006470', 'Chemical_MESH_C084833', 'Chemical_MESH_D008618', 'Chemical_MESH_D013840', 'Chemical_MESH_D013874', 'Chemical_MESH_D006591', 'Chemical_MESH_D005445', 'Chemical_MESH_D001960', 'Chemical_MESH_C012582', 'Chemical_MESH_C005522', 'Chemical_MESH_C000425', 'Chemical_MESH_C029163', 'Chemical_MESH_C013367', 'Chemical_MESH_D008472', 'Chemical_MESH_C029617', 'Chemical_MESH_C014262', 'Chemical_MESH_C084599', 'Chemical_MESH_C006107', 'Chemical_MESH_C515050', 'Chemical_MESH_C084822', 'Chemical_MESH_C044610', 'Chemical_MESH_C041075', 'Chemical_MESH_C002714', 'Chemical_MESH_C023842', 'Chemical_MESH_D001462', 'Chemical_MESH_C020960', 'Chemical_MESH_C018779', 'Chemical_MESH_C063038', 'Chemical_MESH_C062769', 'Chemical_MESH_C447412', 'Chemical_MESH_C501948', 'Chemical_MESH_C027712', 'Chemical_MESH_C469870', 'Chemical_MESH_C039668', 'Chemical_MESH_C074080', 'Chemical_MESH_C052036', 'Chemical_MESH_C054626', 'Chemical_MESH_C472965', 'Chemical_MESH_C015542', 'Chemical_MESH_C105051', 'Chemical_MESH_C002072', 'Chemical_MESH_C069443', 'Chemical_MESH_C060382', 'Chemical_MESH_C065324', 'Chemical_MESH_C446080', 'Chemical_MESH_C011019', 'Chemical_MESH_C020168', 'Chemical_MESH_C053781', 'Chemical_MESH_C013434', 'Chemical_MESH_D003708', 'Chemical_MESH_C102747', 'Chemical_MESH_D011280', 'Chemical_MESH_C522201']"
GABBR1,Gene_2550,"['dr:D00058', 'dr:D00241', 'dr:D05621', 'dr:D08861']","['gamma-Aminobutyric Acid', 'Baclofen', 'progabide', 'arbaclofen placarbil']","['Chemical_MESH_D005680', 'Chemical_MESH_D001418', 'Chemical_MESH_C017985', 'Chemical_MESH_C543531']"
GABBR2,Gene_9568,"['dr:D00058', 'dr:D00241', 'dr:D05621', 'dr:D08861']","['gamma-Aminobutyric Acid', 'Baclofen', 'progabide', 'arbaclofen placarbil']","['Chemical_MESH_D005680', 'Chemical_MESH_D001418', 'Chemical_MESH_C017985', 'Chemical_MESH_C543531']"
DRD1,Gene_1812,"['dr:D00059', 'dr:D00502', 'dr:D00613', 'dr:D00633', 'dr:D00788', 'dr:D00790', 'dr:D01044', 'dr:D01903', 'dr:D02004', 'dr:D02604', 'dr:D02641', 'dr:D02676', 'dr:D02680', 'dr:D02775', 'dr:D03494', 'dr:D03556', 'dr:D03891', 'dr:D03937', 'dr:D04097', 'dr:D04488', 'dr:D07976', 'dr:D08385', 'dr:D08691']","['Levodopa', 'Pergolide', 'Fenoldopam', 'Dopamine', 'acetophenazine', 'Chlorprothixene', 'Flupenthixol', 'docarpamine', 'Apomorphine', 'Acepromazine', 'Butaclamol', 'oxiperomide', 'pipothiazine palmitate', 'adrogolide hydrochloride', 'ciladopa', 'Clopenthixol', 'dopexamine', 'ecopipam', 'etilevodopa', 'ibopamine', 'flupenthixol decanoate', 'pipothiazine', 'clopenthixol acetate ester']","['Chemical_MESH_D007980', 'Chemical_MESH_D010479', 'Chemical_MESH_D018818', 'Chemical_MESH_D004298', 'Chemical_MESH_C100162', 'Chemical_MESH_D002749', 'Chemical_MESH_D005475', 'Chemical_MESH_C052143', 'Chemical_MESH_D001058', 'Chemical_MESH_D000075', 'Chemical_MESH_D002069', 'Chemical_MESH_C015411', 'Chemical_MESH_C084607', 'Chemical_MESH_C095428', 'Chemical_MESH_C045964', 'Chemical_MESH_D003006', 'Chemical_MESH_C046318', 'Chemical_MESH_C058081', 'Chemical_MESH_C481190', 'Chemical_MESH_C023487', 'Chemical_MESH_C007761', 'Chemical_MESH_C084783', 'Chemical_MESH_C060342']"
DRD2,Gene_1813,"['dr:D00059', 'dr:D00136', 'dr:D00270', 'dr:D00308', 'dr:D00373', 'dr:D00374', 'dr:D00390', 'dr:D00403', 'dr:D00426', 'dr:D00479', 'dr:D00502', 'dr:D00503', 'dr:D00560', 'dr:D00561', 'dr:D00633', 'dr:D00702', 'dr:D00726', 'dr:D00780', 'dr:D00784', 'dr:D00788', 'dr:D00790', 'dr:D00791', 'dr:D00792', 'dr:D00793', 'dr:D00794', 'dr:D00796', 'dr:D00797', 'dr:D00799', 'dr:D01044', 'dr:D01051', 'dr:D01101', 'dr:D01105', 'dr:D01130', 'dr:D01176', 'dr:D01226', 'dr:D01321', 'dr:D01348', 'dr:D01412', 'dr:D01447', 'dr:D01448', 'dr:D01462', 'dr:D01468', 'dr:D01477', 'dr:D01482', 'dr:D01485', 'dr:D01505', 'dr:D01522', 'dr:D01745', 'dr:D01898', 'dr:D01939', 'dr:D02004', 'dr:D02035', 'dr:D02248', 'dr:D02371', 'dr:D02604', 'dr:D02625', 'dr:D02626', 'dr:D02627', 'dr:D02634', 'dr:D02641', 'dr:D02645', 'dr:D02666', 'dr:D02670', 'dr:D02671', 'dr:D02675', 'dr:D02676', 'dr:D02680', 'dr:D02682', 'dr:D02688', 'dr:D03214', 'dr:D03494', 'dr:D03534', 'dr:D03556', 'dr:D03891', 'dr:D04097', 'dr:D04488', 'dr:D04693', 'dr:D04694', 'dr:D05010', 'dr:D05124', 'dr:D05677', 'dr:D05682', 'dr:D05690', 'dr:D05768', 'dr:D05804', 'dr:D05832', 'dr:D06566', 'dr:D07101', 'dr:D07102', 'dr:D07217', 'dr:D07305', 'dr:D07309', 'dr:D07312', 'dr:D07835', 'dr:D07976', 'dr:D08094', 'dr:D08235', 'dr:D08341', 'dr:D08342', 'dr:D08385', 'dr:D08691', 'dr:D09366', 'dr:D09876', 'dr:D09953', 'dr:D10309']","['Levodopa', 'Haloperidol', 'Chlorpromazine', 'Droperidol', 'Thioridazine', 'Thiothixene', 'Triflupromazine', 'Methotrimeprazine', 'Risperidone', 'Prochlorperazine', 'Pergolide', 'Perphenazine', 'Pimozide', 'sertindole', 'Dopamine', 'Buspirone', 'Metoclopramide', 'Bromocriptine', 'ropinirole', 'acetophenazine', 'Chlorprothixene', 'Fluphenazine', 'fluphenazine enanthate', 'fluphenazine depot', 'Loxapine', 'Molindone', 'Promazine', 'Trifluoperazine', 'Flupenthixol', 'Spiperone', 'bromperidol', 'moperone', 'Thiethylperazine', 'blonanserin', 'Sulpiride', 'zotepine', 'dironyl', 'Perazine', 'thioproperazine', 'trifluoperazine dimaleate', 'Lisuride', 'nemonapride', 'Opipramol', 'pipamperone', 'periciazine', 'talipexole', 'Tiapride Hydrochloride', 'Domperidone', 'haloperidol decanoate', 'ziprasidone', 'Apomorphine', 'timiperone', 'levomepromazine maleate', '3-chlorocarpipramine', 'Acepromazine', 'Trifluperidol', 'bromperidol decanoate', 'Benperidol', 'alentamol', 'Butaclamol', 'carvotroline', 'iloperidone', 'mazapertine succinate', 'Mesoridazine', 'ocaperidone', 'oxiperomide', 'pipothiazine palmitate', 'Remoxipride', 'tiospirone', 'aplindore fumarate', 'ciladopa', 'clebopride', 'Clopenthixol', 'dopexamine', 'etilevodopa', 'ibopamine', 'lergotrile', 'lergotrile mesylate', 'metopimazine', 'MK 458', 'quinelorane', 'Quinpirole', 'Raclopride', 'rotigotine', 'sarizotan', 'sibenadet', 'bifeprunox', 'bromopride', 'alizapride', 'quinagolide', 'Piribedil', 'metylperon', 'levosulpiride', 'Dihydroergocryptine', 'flupenthixol decanoate', 'itopride', 'mosapramine', 'perphenazine decanoate', 'perphenazine enanthate', 'pipothiazine', 'clopenthixol acetate ester', 'pardoprunox', 'cariprazine', 'pridopidine', 'brexpiprazole']","['Chemical_MESH_D007980', 'Chemical_MESH_D006220', 'Chemical_MESH_D002746', 'Chemical_MESH_D004329', 'Chemical_MESH_D013881', 'Chemical_MESH_D013888', 'Chemical_MESH_D014273', 'Chemical_MESH_D008728', 'Chemical_MESH_D018967', 'Chemical_MESH_D011346', 'Chemical_MESH_D010479', 'Chemical_MESH_D010546', 'Chemical_MESH_D010868', 'Chemical_MESH_C066304', 'Chemical_MESH_D004298', 'Chemical_MESH_D002065', 'Chemical_MESH_D008787', 'Chemical_MESH_D001971', 'Chemical_MESH_C046649', 'Chemical_MESH_C100162', 'Chemical_MESH_D002749', 'Chemical_MESH_D005476', 'Chemical_MESH_C017610', 'Chemical_MESH_C011825', 'Chemical_MESH_D008152', 'Chemical_MESH_D008972', 'Chemical_MESH_D011395', 'Chemical_MESH_D014268', 'Chemical_MESH_D005475', 'Chemical_MESH_D013134', 'Chemical_MESH_C006820', 'Chemical_MESH_C005209', 'Chemical_MESH_D013847', 'Chemical_MESH_C079310', 'Chemical_MESH_D013469', 'Chemical_MESH_C022172', 'Chemical_MESH_C006208', 'Chemical_MESH_D010464', 'Chemical_MESH_C084825', 'Chemical_MESH_C032476', 'Chemical_MESH_D008090', 'Chemical_MESH_C030265', 'Chemical_MESH_D009888', 'Chemical_MESH_C005569', 'Chemical_MESH_C084584', 'Chemical_MESH_C024763', 'Chemical_MESH_D063325', 'Chemical_MESH_D004294', 'Chemical_MESH_C033563', 'Chemical_MESH_C092292', 'Chemical_MESH_D001058', 'Chemical_MESH_C024159', 'Chemical_MESH_C017901', 'Chemical_MESH_C000449', 'Chemical_MESH_D000075', 'Chemical_MESH_D014272', 'Chemical_MESH_C077144', 'Chemical_MESH_D001544', 'Chemical_MESH_C065347', 'Chemical_MESH_D002069', 'Chemical_MESH_C109547', 'Chemical_MESH_C081732', 'Chemical_MESH_C086897', 'Chemical_MESH_D008653', 'Chemical_MESH_C072259', 'Chemical_MESH_C015411', 'Chemical_MESH_C084607', 'Chemical_MESH_D017330', 'Chemical_MESH_C042709', 'Chemical_MESH_C515853', 'Chemical_MESH_C045964', 'Chemical_MESH_C014417', 'Chemical_MESH_D003006', 'Chemical_MESH_C046318', 'Chemical_MESH_C481190', 'Chemical_MESH_C023487', 'Chemical_MESH_C031875', 'Chemical_MESH_C084809', 'Chemical_MESH_C005260', 'Chemical_MESH_C071191', 'Chemical_MESH_C047726', 'Chemical_MESH_D019257', 'Chemical_MESH_D020891', 'Chemical_MESH_C047508', 'Chemical_MESH_C443959', 'Chemical_MESH_C116267', 'Chemical_MESH_C509981', 'Chemical_MESH_C013855', 'Chemical_MESH_C033968', 'Chemical_MESH_C046650', 'Chemical_MESH_D010891', 'Chemical_MESH_C008522', 'Chemical_MESH_C078143', 'Chemical_MESH_D025443', 'Chemical_MESH_C007761', 'Chemical_MESH_C102254', 'Chemical_MESH_C046384', 'Chemical_MESH_C047342', 'Chemical_MESH_C028675', 'Chemical_MESH_C084783', 'Chemical_MESH_C060342', 'Chemical_MESH_C480679', 'Chemical_MESH_C533287', 'Chemical_MESH_C483720', 'Chemical_MESH_C000591922']"
DRD3,Gene_1814,"['dr:D00059', 'dr:D00374', 'dr:D00633', 'dr:D00784', 'dr:D01176', 'dr:D01462', 'dr:D02676', 'dr:D03214', 'dr:D03891', 'dr:D04097', 'dr:D05682', 'dr:D07305', 'dr:D07316', 'dr:D09366']","['Levodopa', 'Thiothixene', 'Dopamine', 'ropinirole', 'blonanserin', 'Lisuride', 'oxiperomide', 'aplindore fumarate', 'dopexamine', 'etilevodopa', 'Quinpirole', 'Piribedil', 'captodiamine', 'pardoprunox']","['Chemical_MESH_D007980', 'Chemical_MESH_D013888', 'Chemical_MESH_D004298', 'Chemical_MESH_C046649', 'Chemical_MESH_C079310', 'Chemical_MESH_D008090', 'Chemical_MESH_C015411', 'Chemical_MESH_C515853', 'Chemical_MESH_C046318', 'Chemical_MESH_C481190', 'Chemical_MESH_D019257', 'Chemical_MESH_D010891', 'Chemical_MESH_C495502', 'Chemical_MESH_C480679']"
DRD4,Gene_1815,"['dr:D00059', 'dr:D00283', 'dr:D00633', 'dr:D00784', 'dr:D01462', 'dr:D02656', 'dr:D02676', 'dr:D03891', 'dr:D04097', 'dr:D05891']","['Levodopa', 'Clozapine', 'Dopamine', 'ropinirole', 'Lisuride', 'fananserin', 'oxiperomide', 'dopexamine', 'etilevodopa', 'sonepiprazole']","['Chemical_MESH_D007980', 'Chemical_MESH_D003024', 'Chemical_MESH_D004298', 'Chemical_MESH_C046649', 'Chemical_MESH_D008090', 'Chemical_MESH_C070475', 'Chemical_MESH_C015411', 'Chemical_MESH_C046318', 'Chemical_MESH_C481190', 'Chemical_MESH_C100448']"
DRD5,Gene_1816,"['dr:D00059', 'dr:D00633', 'dr:D02676', 'dr:D03891', 'dr:D03937', 'dr:D04097']","['Levodopa', 'Dopamine', 'oxiperomide', 'dopexamine', 'ecopipam', 'etilevodopa']","['Chemical_MESH_D007980', 'Chemical_MESH_D004298', 'Chemical_MESH_C015411', 'Chemical_MESH_C046318', 'Chemical_MESH_C058081', 'Chemical_MESH_C481190']"
