gene_name,gene_concept,kegg_ids,drug_names,drug_concepts
ADRA2A,gene_150,"['dr:D00076', 'dr:D00095', 'dr:D00124', 'dr:D00270', 'dr:D00281', 'dr:D00283', 'dr:D00405', 'dr:D00485', 'dr:D00507', 'dr:D00509', 'dr:D00514', 'dr:D00560', 'dr:D00605', 'dr:D00606', 'dr:D00607', 'dr:D00680', 'dr:D00757', 'dr:D00776', 'dr:D00997', 'dr:D01008', 'dr:D01017', 'dr:D01019', 'dr:D01163', 'dr:D01224', 'dr:D01277', 'dr:D01347', 'dr:D01358', 'dr:D01573', 'dr:D01603', 'dr:D02034', 'dr:D02388', 'dr:D02407', 'dr:D03002', 'dr:D03672', 'dr:D03702', 'dr:D04124', 'dr:D04765', 'dr:D04883', 'dr:D05087', 'dr:D05637', 'dr:D05688', 'dr:D06344', 'dr:D06671', 'dr:D07833', 'dr:D08206', 'dr:D08487', 'dr:D11320']","['Norepinephrine', 'Epinephrine', 'Ephedrine', 'Chlorpromazine', 'Clonidine', 'Clozapine', 'Methyldopa', 'Pseudoephedrine', 'Phenoxybenzamine', 'Phentolamine', 'Dexmedetomidine', 'Pimozide', 'Guanabenz', 'Guanfacine', 'guanadrel', 'Methylergonovine', 'xylometazoline', 'tizanidine', 'Tolazoline', 'apraclonidine', 'dipivefrin', 'Metaraminol', 'Ergonovine', 'Phenylpropanolamine', 'Droxidopa', 'tramazoline', 'Mianserin', 'Etilefrine', 'Bethanidine', 'setiptiline', 'Nordefrin', 'lidamidine', 'atipamezole', 'Delequamine', 'detomidine', 'radolmidine', 'lofexidine', 'Medetomidine', 'moxonidine', 'propylhexedrine', 'Racepinephrine', 'Xylazine', 'Yohimbine', 'Dihydroergocristine', 'N-methylephedrine', 'romifidine', 'vatinoxan']","['chemical_mesh_d009638', 'chemical_mesh_d004837', 'chemical_mesh_d004809', 'chemical_mesh_d002746', 'chemical_mesh_d003000', 'chemical_mesh_d003024', 'chemical_mesh_d008750', 'chemical_mesh_d054199', 'chemical_mesh_d010643', 'chemical_mesh_d010646', 'chemical_mesh_d020927', 'chemical_mesh_d010868', 'chemical_mesh_d006143', 'chemical_mesh_d016316', 'chemical_mesh_c004945', 'chemical_mesh_d008755', 'chemical_mesh_c009695', 'chemical_mesh_c023754', 'chemical_mesh_d014043', 'chemical_mesh_c016986', 'chemical_mesh_c015173', 'chemical_mesh_d008680', 'chemical_mesh_d004874', 'chemical_mesh_d010665', 'chemical_mesh_d015103', 'chemical_mesh_c005370', 'chemical_mesh_d008803', 'chemical_mesh_d005039', 'chemical_mesh_d001627', 'chemical_mesh_c050605', 'chemical_mesh_d008771', 'chemical_mesh_c020918', 'chemical_mesh_c050701', 'chemical_mesh_c060956', 'chemical_mesh_c041255', 'chemical_mesh_c400294', 'chemical_mesh_c025655', 'chemical_mesh_d020926', 'chemical_mesh_c043482', 'chemical_mesh_c084814', 'chemical_mesh_d064705', 'chemical_mesh_d014991', 'chemical_mesh_d015016', 'chemical_mesh_d025442', 'chemical_mesh_c041707', 'chemical_mesh_c076257', 'chemical_mesh_c055732']"
ADRA2B,gene_151,"['dr:D00076', 'dr:D00095', 'dr:D00124', 'dr:D00270', 'dr:D00281', 'dr:D00283', 'dr:D00405', 'dr:D00485', 'dr:D00507', 'dr:D00509', 'dr:D00514', 'dr:D00605', 'dr:D00607', 'dr:D00680', 'dr:D00757', 'dr:D00776', 'dr:D00997', 'dr:D01008', 'dr:D01017', 'dr:D01019', 'dr:D01163', 'dr:D01224', 'dr:D01277', 'dr:D01347', 'dr:D01358', 'dr:D01573', 'dr:D01603', 'dr:D02034', 'dr:D02388', 'dr:D02407', 'dr:D03002', 'dr:D03672', 'dr:D03702', 'dr:D04124', 'dr:D04765', 'dr:D04883', 'dr:D05087', 'dr:D05637', 'dr:D05688', 'dr:D06344', 'dr:D06671', 'dr:D07833', 'dr:D08206', 'dr:D08487', 'dr:D11320']","['Norepinephrine', 'Epinephrine', 'Ephedrine', 'Chlorpromazine', 'Clonidine', 'Clozapine', 'Methyldopa', 'Pseudoephedrine', 'Phenoxybenzamine', 'Phentolamine', 'Dexmedetomidine', 'Guanabenz', 'guanadrel', 'Methylergonovine', 'xylometazoline', 'tizanidine', 'Tolazoline', 'apraclonidine', 'dipivefrin', 'Metaraminol', 'Ergonovine', 'Phenylpropanolamine', 'Droxidopa', 'tramazoline', 'Mianserin', 'Etilefrine', 'Bethanidine', 'setiptiline', 'Nordefrin', 'lidamidine', 'atipamezole', 'Delequamine', 'detomidine', 'radolmidine', 'lofexidine', 'Medetomidine', 'moxonidine', 'propylhexedrine', 'Racepinephrine', 'Xylazine', 'Yohimbine', 'Dihydroergocristine', 'N-methylephedrine', 'romifidine', 'vatinoxan']","['chemical_mesh_d009638', 'chemical_mesh_d004837', 'chemical_mesh_d004809', 'chemical_mesh_d002746', 'chemical_mesh_d003000', 'chemical_mesh_d003024', 'chemical_mesh_d008750', 'chemical_mesh_d054199', 'chemical_mesh_d010643', 'chemical_mesh_d010646', 'chemical_mesh_d020927', 'chemical_mesh_d006143', 'chemical_mesh_c004945', 'chemical_mesh_d008755', 'chemical_mesh_c009695', 'chemical_mesh_c023754', 'chemical_mesh_d014043', 'chemical_mesh_c016986', 'chemical_mesh_c015173', 'chemical_mesh_d008680', 'chemical_mesh_d004874', 'chemical_mesh_d010665', 'chemical_mesh_d015103', 'chemical_mesh_c005370', 'chemical_mesh_d008803', 'chemical_mesh_d005039', 'chemical_mesh_d001627', 'chemical_mesh_c050605', 'chemical_mesh_d008771', 'chemical_mesh_c020918', 'chemical_mesh_c050701', 'chemical_mesh_c060956', 'chemical_mesh_c041255', 'chemical_mesh_c400294', 'chemical_mesh_c025655', 'chemical_mesh_d020926', 'chemical_mesh_c043482', 'chemical_mesh_c084814', 'chemical_mesh_d064705', 'chemical_mesh_d014991', 'chemical_mesh_d015016', 'chemical_mesh_d025442', 'chemical_mesh_c041707', 'chemical_mesh_c076257', 'chemical_mesh_c055732']"
ADRA2C,gene_152,"['dr:D00076', 'dr:D00095', 'dr:D00124', 'dr:D00270', 'dr:D00281', 'dr:D00283', 'dr:D00405', 'dr:D00485', 'dr:D00507', 'dr:D00509', 'dr:D00514', 'dr:D00605', 'dr:D00607', 'dr:D00680', 'dr:D00757', 'dr:D00776', 'dr:D00997', 'dr:D01008', 'dr:D01017', 'dr:D01019', 'dr:D01163', 'dr:D01224', 'dr:D01277', 'dr:D01347', 'dr:D01358', 'dr:D01573', 'dr:D01603', 'dr:D02034', 'dr:D02388', 'dr:D02407', 'dr:D03002', 'dr:D03672', 'dr:D03702', 'dr:D04124', 'dr:D04765', 'dr:D04883', 'dr:D05087', 'dr:D05637', 'dr:D05688', 'dr:D06344', 'dr:D06671', 'dr:D07833', 'dr:D08206', 'dr:D08487', 'dr:D11320']","['Norepinephrine', 'Epinephrine', 'Ephedrine', 'Chlorpromazine', 'Clonidine', 'Clozapine', 'Methyldopa', 'Pseudoephedrine', 'Phenoxybenzamine', 'Phentolamine', 'Dexmedetomidine', 'Guanabenz', 'guanadrel', 'Methylergonovine', 'xylometazoline', 'tizanidine', 'Tolazoline', 'apraclonidine', 'dipivefrin', 'Metaraminol', 'Ergonovine', 'Phenylpropanolamine', 'Droxidopa', 'tramazoline', 'Mianserin', 'Etilefrine', 'Bethanidine', 'setiptiline', 'Nordefrin', 'lidamidine', 'atipamezole', 'Delequamine', 'detomidine', 'radolmidine', 'lofexidine', 'Medetomidine', 'moxonidine', 'propylhexedrine', 'Racepinephrine', 'Xylazine', 'Yohimbine', 'Dihydroergocristine', 'N-methylephedrine', 'romifidine', 'vatinoxan']","['chemical_mesh_d009638', 'chemical_mesh_d004837', 'chemical_mesh_d004809', 'chemical_mesh_d002746', 'chemical_mesh_d003000', 'chemical_mesh_d003024', 'chemical_mesh_d008750', 'chemical_mesh_d054199', 'chemical_mesh_d010643', 'chemical_mesh_d010646', 'chemical_mesh_d020927', 'chemical_mesh_d006143', 'chemical_mesh_c004945', 'chemical_mesh_d008755', 'chemical_mesh_c009695', 'chemical_mesh_c023754', 'chemical_mesh_d014043', 'chemical_mesh_c016986', 'chemical_mesh_c015173', 'chemical_mesh_d008680', 'chemical_mesh_d004874', 'chemical_mesh_d010665', 'chemical_mesh_d015103', 'chemical_mesh_c005370', 'chemical_mesh_d008803', 'chemical_mesh_d005039', 'chemical_mesh_d001627', 'chemical_mesh_c050605', 'chemical_mesh_d008771', 'chemical_mesh_c020918', 'chemical_mesh_c050701', 'chemical_mesh_c060956', 'chemical_mesh_c041255', 'chemical_mesh_c400294', 'chemical_mesh_c025655', 'chemical_mesh_d020926', 'chemical_mesh_c043482', 'chemical_mesh_c084814', 'chemical_mesh_d064705', 'chemical_mesh_d014991', 'chemical_mesh_d015016', 'chemical_mesh_d025442', 'chemical_mesh_c041707', 'chemical_mesh_c076257', 'chemical_mesh_c055732']"
ADRB1,gene_153,"['dr:D00076', 'dr:D00095', 'dr:D00124', 'dr:D00235', 'dr:D00378', 'dr:D00432', 'dr:D00483', 'dr:D00485', 'dr:D00513', 'dr:D00597', 'dr:D00598', 'dr:D00599', 'dr:D00600', 'dr:D00601', 'dr:D00602', 'dr:D00632', 'dr:D00634', 'dr:D00636', 'dr:D00644', 'dr:D01017', 'dr:D01025', 'dr:D01026', 'dr:D01182', 'dr:D01224', 'dr:D01277', 'dr:D01369', 'dr:D01390', 'dr:D01444', 'dr:D01454', 'dr:D01469', 'dr:D01492', 'dr:D01504', 'dr:D01512', 'dr:D01573', 'dr:D01691', 'dr:D01741', 'dr:D01794', 'dr:D01795', 'dr:D01806', 'dr:D01830', 'dr:D01847', 'dr:D01903', 'dr:D02374', 'dr:D02614', 'dr:D02976', 'dr:D03177', 'dr:D03449', 'dr:D03490', 'dr:D03502', 'dr:D04120', 'dr:D04190', 'dr:D04888', 'dr:D05587', 'dr:D05688', 'dr:D06176', 'dr:D06328', 'dr:D06646', 'dr:D07181', 'dr:D07182', 'dr:D07183', 'dr:D07184', 'dr:D08078', 'dr:D08206']","['Norepinephrine', 'Epinephrine', 'Ephedrine', 'Atenolol', 'Timolol', 'Nadolol', 'Propranolol', 'Pseudoephedrine', 'Pindolol', 'Acebutolol', 'Betaxolol', 'Carteolol', 'Labetalol', 'Metoprolol', 'Penbutolol', 'Dobutamine', 'Bisoprolol', 'Amiodarone', 'esmolol', 'dipivefrin', 'Levobunolol', 'Sotalol', 'Alprenolol', 'Phenylpropanolamine', 'Droxidopa', 'bevantolol', 'Isoproterenol', 'bunitrolol', 'Bupranolol', 'amosulalol', 'bucumolol', 'bufetolol', 'befunolol', 'Etilefrine', 'nipradilol', 'Celiprolol', 'bopindolol', 'tilisolol', 'Oxprenolol', 'arotinolol', 'landiolol', 'docarpamine', 'Metipranolol', 'denopamine', 'arbutamine', 'Bunolol', 'cetamolol', 'cicloprolol', 'cimaterol', 'exaprolol', 'flestolol', 'medroxalol', 'Practolol', 'Racepinephrine', 'tolamolol', 'Xamoterol', 'epanolol', 'mepindolol', 'tertatolol', 'tobanum', 'talinolol', 'indenolol', 'N-methylephedrine']","['chemical_mesh_d009638', 'chemical_mesh_d004837', 'chemical_mesh_d004809', 'chemical_mesh_d001262', 'chemical_mesh_d013999', 'chemical_mesh_d009248', 'chemical_mesh_d011433', 'chemical_mesh_d054199', 'chemical_mesh_d010869', 'chemical_mesh_d000070', 'chemical_mesh_d015784', 'chemical_mesh_d002354', 'chemical_mesh_d007741', 'chemical_mesh_d008790', 'chemical_mesh_d010394', 'chemical_mesh_d004280', 'chemical_mesh_d017298', 'chemical_mesh_d000638', 'chemical_mesh_c036604', 'chemical_mesh_c015173', 'chemical_mesh_d002040', 'chemical_mesh_d013015', 'chemical_mesh_d000526', 'chemical_mesh_d010665', 'chemical_mesh_d015103', 'chemical_mesh_c021148', 'chemical_mesh_d007545', 'chemical_mesh_c084811', 'chemical_mesh_d002046', 'chemical_mesh_c032473', 'chemical_mesh_c024221', 'chemical_mesh_c100228', 'chemical_mesh_c006034', 'chemical_mesh_d005039', 'chemical_mesh_c036089', 'chemical_mesh_d017272', 'chemical_mesh_c036007', 'chemical_mesh_c036593', 'chemical_mesh_d010096', 'chemical_mesh_c024523', 'chemical_mesh_c077049', 'chemical_mesh_c052143', 'chemical_mesh_d014290', 'chemical_mesh_c037293', 'chemical_mesh_c076559', 'chemical_mesh_d064805', 'chemical_mesh_c038931', 'chemical_mesh_c053708', 'chemical_mesh_c047411', 'chemical_mesh_c012969', 'chemical_mesh_c047847', 'chemical_mesh_c024892', 'chemical_mesh_d011217', 'chemical_mesh_d064705', 'chemical_mesh_c100227', 'chemical_mesh_d017307', 'chemical_mesh_c038616', 'chemical_mesh_c015340', 'chemical_mesh_c005632', 'chemical_mesh_c025725', 'chemical_mesh_c011550', 'chemical_mesh_c002989', 'chemical_mesh_c041707']"
ADRB2,gene_154,"['dr:D00076', 'dr:D00095', 'dr:D00124', 'dr:D00378', 'dr:D00432', 'dr:D00483', 'dr:D00485', 'dr:D00513', 'dr:D00599', 'dr:D00600', 'dr:D00602', 'dr:D00683', 'dr:D00684', 'dr:D00685', 'dr:D00686', 'dr:D00688', 'dr:D01017', 'dr:D01025', 'dr:D01026', 'dr:D01182', 'dr:D01224', 'dr:D01263', 'dr:D01277', 'dr:D01360', 'dr:D01362', 'dr:D01390', 'dr:D01428', 'dr:D01444', 'dr:D01454', 'dr:D01469', 'dr:D01492', 'dr:D01504', 'dr:D01512', 'dr:D01573', 'dr:D01635', 'dr:D01691', 'dr:D01748', 'dr:D01794', 'dr:D01795', 'dr:D01806', 'dr:D01830', 'dr:D01978', 'dr:D02281', 'dr:D02374', 'dr:D02396', 'dr:D02404', 'dr:D02976', 'dr:D03170', 'dr:D03177', 'dr:D03198', 'dr:D03502', 'dr:D03891', 'dr:D04120', 'dr:D04190', 'dr:D04625', 'dr:D04888', 'dr:D05688', 'dr:D05691', 'dr:D05718', 'dr:D05832', 'dr:D05902', 'dr:D06176', 'dr:D06374', 'dr:D06562', 'dr:D07181', 'dr:D07182', 'dr:D07183', 'dr:D07184', 'dr:D07377', 'dr:D07608', 'dr:D08078', 'dr:D08206', 'dr:D09318', 'dr:D09696', 'dr:D10020', 'dr:D10219', 'dr:D10545']","['Norepinephrine', 'Epinephrine', 'Ephedrine', 'Timolol', 'Nadolol', 'Propranolol', 'Pseudoephedrine', 'Pindolol', 'Carteolol', 'Labetalol', 'Penbutolol', 'Albuterol', 'bitolterol', 'Metaproterenol', 'pirbuterol', 'Terbutaline', 'dipivefrin', 'Levobunolol', 'Sotalol', 'Alprenolol', 'Phenylpropanolamine', 'Ritodrine', 'Droxidopa', 'Clenbuterol', 'tulobuterol', 'Isoproterenol', 'Fenoterol', 'bunitrolol', 'Bupranolol', 'amosulalol', 'bucumolol', 'bufetolol', 'befunolol', 'Etilefrine', 'methoxyphenamine', 'nipradilol', 'Isoxsuprine', 'bopindolol', 'tilisolol', 'Oxprenolol', 'arotinolol', 'Tretoquinol', 'Levalbuterol', 'Metipranolol', 'Hexoprenaline', 'Procaterol', 'arbutamine', 'bucindolol', 'Bunolol', 'Butoxamine', 'cimaterol', 'dopexamine', 'exaprolol', 'flestolol', 'Isoetharine', 'medroxalol', 'Racepinephrine', 'ractopamine', 'reproterol', 'sibenadet', 'soterenol', 'tolamolol', 'zinterol', 'bedoradrine', 'mepindolol', 'tertatolol', 'tobanum', 'talinolol', 'bambuterol', 'carazolol', 'indenolol', 'N-methylephedrine', 'indacaterol', 'vilanterol', 'olodaterol', '5-(2-((6-(2,2-difluoro-2-phenylethoxy)hexyl)amino)-1-hydroxyethyl)-8-hydroxyquinolin-2(1H)-one', 'batefenterol']","['chemical_mesh_d009638', 'chemical_mesh_d004837', 'chemical_mesh_d004809', 'chemical_mesh_d013999', 'chemical_mesh_d009248', 'chemical_mesh_d011433', 'chemical_mesh_d054199', 'chemical_mesh_d010869', 'chemical_mesh_d002354', 'chemical_mesh_d007741', 'chemical_mesh_d010394', 'chemical_mesh_d000420', 'chemical_mesh_c011685', 'chemical_mesh_d009921', 'chemical_mesh_c009118', 'chemical_mesh_d013726', 'chemical_mesh_c015173', 'chemical_mesh_d002040', 'chemical_mesh_d013015', 'chemical_mesh_d000526', 'chemical_mesh_d010665', 'chemical_mesh_d012312', 'chemical_mesh_d015103', 'chemical_mesh_d002976', 'chemical_mesh_c010809', 'chemical_mesh_d007545', 'chemical_mesh_d005280', 'chemical_mesh_c084811', 'chemical_mesh_d002046', 'chemical_mesh_c032473', 'chemical_mesh_c024221', 'chemical_mesh_c100228', 'chemical_mesh_c006034', 'chemical_mesh_d005039', 'chemical_mesh_c005157', 'chemical_mesh_c036089', 'chemical_mesh_d007556', 'chemical_mesh_c036007', 'chemical_mesh_c036593', 'chemical_mesh_d010096', 'chemical_mesh_c024523', 'chemical_mesh_d014213', 'chemical_mesh_d064412', 'chemical_mesh_d014290', 'chemical_mesh_d006594', 'chemical_mesh_d017265', 'chemical_mesh_c076559', 'chemical_mesh_c024307', 'chemical_mesh_d064805', 'chemical_mesh_d002078', 'chemical_mesh_c047411', 'chemical_mesh_c046318', 'chemical_mesh_c012969', 'chemical_mesh_c047847', 'chemical_mesh_d007528', 'chemical_mesh_c024892', 'chemical_mesh_d064705', 'chemical_mesh_c060897', 'chemical_mesh_c014792', 'chemical_mesh_c116267', 'chemical_mesh_c100252', 'chemical_mesh_c100227', 'chemical_mesh_c002904', 'chemical_mesh_c425888', 'chemical_mesh_c015340', 'chemical_mesh_c005632', 'chemical_mesh_c025725', 'chemical_mesh_c011550', 'chemical_mesh_c047766', 'chemical_mesh_c014382', 'chemical_mesh_c002989', 'chemical_mesh_c041707', 'chemical_mesh_c510790', 'chemical_mesh_c550468', 'chemical_mesh_c549647', 'chemical_mesh_c576952', 'chemical_mesh_c588122']"
ADRB3,gene_155,"['dr:D00076', 'dr:D00095', 'dr:D00124', 'dr:D00483', 'dr:D00485', 'dr:D00513', 'dr:D00599', 'dr:D00602', 'dr:D01017', 'dr:D01025', 'dr:D01182', 'dr:D01224', 'dr:D01277', 'dr:D01390', 'dr:D01444', 'dr:D01454', 'dr:D01504', 'dr:D01512', 'dr:D01573', 'dr:D01691', 'dr:D01794', 'dr:D01795', 'dr:D01806', 'dr:D02374', 'dr:D02976', 'dr:D03502', 'dr:D04120', 'dr:D04190', 'dr:D04888', 'dr:D05688', 'dr:D06176', 'dr:D07181', 'dr:D07182', 'dr:D07183', 'dr:D07184', 'dr:D08206', 'dr:D08850', 'dr:D09535']","['Norepinephrine', 'Epinephrine', 'Ephedrine', 'Propranolol', 'Pseudoephedrine', 'Pindolol', 'Carteolol', 'Penbutolol', 'dipivefrin', 'Levobunolol', 'Alprenolol', 'Phenylpropanolamine', 'Droxidopa', 'Isoproterenol', 'bunitrolol', 'Bupranolol', 'bufetolol', 'befunolol', 'Etilefrine', 'nipradilol', 'bopindolol', 'tilisolol', 'Oxprenolol', 'Metipranolol', 'arbutamine', 'cimaterol', 'exaprolol', 'flestolol', 'medroxalol', 'Racepinephrine', 'tolamolol', 'mepindolol', 'tertatolol', 'tobanum', 'talinolol', 'N-methylephedrine', 'amibegron', 'mirabegron']","['chemical_mesh_d009638', 'chemical_mesh_d004837', 'chemical_mesh_d004809', 'chemical_mesh_d011433', 'chemical_mesh_d054199', 'chemical_mesh_d010869', 'chemical_mesh_d002354', 'chemical_mesh_d010394', 'chemical_mesh_c015173', 'chemical_mesh_d002040', 'chemical_mesh_d000526', 'chemical_mesh_d010665', 'chemical_mesh_d015103', 'chemical_mesh_d007545', 'chemical_mesh_c084811', 'chemical_mesh_d002046', 'chemical_mesh_c100228', 'chemical_mesh_c006034', 'chemical_mesh_d005039', 'chemical_mesh_c036089', 'chemical_mesh_c036007', 'chemical_mesh_c036593', 'chemical_mesh_d010096', 'chemical_mesh_d014290', 'chemical_mesh_c076559', 'chemical_mesh_c047411', 'chemical_mesh_c012969', 'chemical_mesh_c047847', 'chemical_mesh_c024892', 'chemical_mesh_d064705', 'chemical_mesh_c100227', 'chemical_mesh_c015340', 'chemical_mesh_c005632', 'chemical_mesh_c025725', 'chemical_mesh_c011550', 'chemical_mesh_c041707', 'chemical_mesh_c076252', 'chemical_mesh_c520025']"
PTGER2,gene_5732,"['dr:D00079', 'dr:D00419', 'dr:D01891', 'dr:D02725', 'dr:D02726', 'dr:D02975', 'dr:D03187', 'dr:D05732', 'dr:D06240']","['Dinoprostone', 'Misoprostol', 'Enprostil', 'sulprostone', 'meteneprost', 'Arbaprostil', 'butaprost', 'Rioprostil', 'trimoprostil']","['chemical_mesh_d015232', 'chemical_mesh_d016595', 'chemical_mesh_d016620', 'chemical_mesh_c016767', 'chemical_mesh_c025505', 'chemical_mesh_d001101', 'chemical_mesh_c048491', 'chemical_mesh_d016630', 'chemical_mesh_c038879']"
PTGFR,gene_5737,"['dr:D00081', 'dr:D00682', 'dr:D01352', 'dr:D01452', 'dr:D02343', 'dr:D02719', 'dr:D02727', 'dr:D06274', 'dr:D10441']","['Dinoprost', 'carboprost tromethamine', 'dinoprost tromethamine', 'isopropyl unoprostone', 'Carboprost', 'rosaprostol', 'Cloprostenol', 'tafluprost', 'BOL 303259-X']","['chemical_mesh_d015237', 'chemical_mesh_c062843', 'chemical_mesh_c010714', 'chemical_mesh_c072630', 'chemical_mesh_d002260', 'chemical_mesh_c035288', 'chemical_mesh_d003008', 'chemical_mesh_c485333', 'chemical_mesh_c568859']"
NR3C1,gene_2908,"['dr:D00088', 'dr:D00165', 'dr:D00244', 'dr:D00246', 'dr:D00292', 'dr:D00324', 'dr:D00325', 'dr:D00328', 'dr:D00385', 'dr:D00407', 'dr:D00472', 'dr:D00585', 'dr:D00689', 'dr:D00751', 'dr:D00972', 'dr:D00973', 'dr:D00975', 'dr:D00977', 'dr:D00978', 'dr:D00980', 'dr:D00981', 'dr:D00983', 'dr:D00984', 'dr:D00985', 'dr:D01229', 'dr:D01266', 'dr:D01272', 'dr:D01273', 'dr:D01308', 'dr:D01327', 'dr:D01357', 'dr:D01367', 'dr:D01387', 'dr:D01402', 'dr:D01464', 'dr:D01615', 'dr:D01619', 'dr:D01637', 'dr:D01703', 'dr:D01743', 'dr:D01764', 'dr:D01820', 'dr:D01825', 'dr:D01886', 'dr:D01948', 'dr:D01998', 'dr:D02156', 'dr:D02174', 'dr:D02286', 'dr:D02288', 'dr:D02289', 'dr:D03541', 'dr:D03561', 'dr:D03594', 'dr:D03671', 'dr:D03696', 'dr:D03697', 'dr:D03812', 'dr:D04208', 'dr:D04217', 'dr:D04218', 'dr:D04227', 'dr:D04409', 'dr:D05002', 'dr:D05194', 'dr:D05601', 'dr:D05729', 'dr:D06161', 'dr:D06171', 'dr:D06315', 'dr:D06673', 'dr:D06876', 'dr:D07202', 'dr:D07203', 'dr:D07230', 'dr:D07464', 'dr:D07797', 'dr:D08413', 'dr:D08429', 'dr:D08610', 'dr:D10136']","['Hydrocortisone', 'hydrocortisone acetate', 'Betamethasone', 'Budesonide', 'Dexamethasone', 'flunisolide', 'Fluocinonide', 'Flurandrenolone', 'Triamcinolone', 'Methylprednisolone', 'Prednisolone', 'Mifepristone', 'Beclomethasone', 'Methylprednisolone Hemisuccinate', 'betamethasone sodium phosphate', 'Cortisone', 'dexamethasone 21-phosphate', 'hydrocortisone sodium phosphate', 'hydrocortisone hemisuccinate', 'prednisolone acetate', 'prednisolone phosphate', 'Triamcinolone Acetonide', 'triamcinolone diacetate', 'triamcinolone hexacetonide', 'paramethasone acetate', 'difluprednate', 'Clobetasol', 'clobetasone butyrate', 'Halcinonide', 'diflorasone', 'Betamethasone Valerate', 'Fluorometholone', 'amcinonide', 'betamethasone acetate', 'flumethasone pivalate', 'dexamethasone 21-palmitate', 'hydrocortisone-17-butyrate', 'betamethasone-17,21-dipropionate', 'ciclesonide', 'halopredone acetate', 'diflucortolone valerate', 'alclometasone dipropionate', 'Fluocinolone Acetonide', 'hydrocortisone 17-butyrate 21-propionate', 'dexamethasone 17-valerate', 'prednisolone farnesylate', 'prednisolone hemisuccinate', 'dexamethasone acetate', 'betamethasone benzoate', 'hydrocortisone valerate', 'medrysone', 'clocortolone', 'cloprednol', 'cortivazol', 'deflazacort', 'Desonide', 'Desoximetasone', 'Diflucortolone', 'Flumethasone', 'fluocortin butyl ester', 'Fluocortolone', 'Fluprednisolone', 'halobetasol', 'methylprednisolone suleptanate', 'nivazol', 'prednicarbate', 'rimexolone', 'tipredane', 'tixocortol pivalate', 'fluticasone furoate', 'meprednisone', 'hydrocortisone aceponate', 'halometasone', 'methylprednisolone aceponate', 'prednylidene', 'Paramethasone', 'Dexamethasone Isonicotinate', 'prednisolone 21-3-sulfobenzoate', 'proligestone', 'tixocortol', 'R-1,1,1-trifluoro-4-(5-fluoro-2,3-dihydrobenzofuran-7-yl)-4-methyl-2-(((2-methyl-5-quinolyl)amino)methyl)pentan-2-ol']","['chemical_mesh_d006854', 'chemical_mesh_c021650', 'chemical_mesh_d001623', 'chemical_mesh_d019819', 'chemical_mesh_d003907', 'chemical_mesh_c007734', 'chemical_mesh_d005447', 'chemical_mesh_d005478', 'chemical_mesh_d014221', 'chemical_mesh_d008775', 'chemical_mesh_d011239', 'chemical_mesh_d015735', 'chemical_mesh_d001507', 'chemical_mesh_d008776', 'chemical_mesh_c028994', 'chemical_mesh_d003348', 'chemical_mesh_c004180', 'chemical_mesh_c039803', 'chemical_mesh_c007133', 'chemical_mesh_c009935', 'chemical_mesh_c009022', 'chemical_mesh_d014222', 'chemical_mesh_c030262', 'chemical_mesh_c005900', 'chemical_mesh_c032128', 'chemical_mesh_c015808', 'chemical_mesh_d002990', 'chemical_mesh_c010893', 'chemical_mesh_d006206', 'chemical_mesh_c014477', 'chemical_mesh_d001624', 'chemical_mesh_d005469', 'chemical_mesh_c012716', 'chemical_mesh_c580789', 'chemical_mesh_c005565', 'chemical_mesh_c035081', 'chemical_mesh_c007975', 'chemical_mesh_c011175', 'chemical_mesh_c120481', 'chemical_mesh_c015912', 'chemical_mesh_c013486', 'chemical_mesh_c021137', 'chemical_mesh_d005446', 'chemical_mesh_c033014', 'chemical_mesh_c030949', 'chemical_mesh_c080069', 'chemical_mesh_c021322', 'chemical_mesh_c018038', 'chemical_mesh_c015706', 'chemical_mesh_c038363', 'chemical_mesh_c100283', 'chemical_mesh_c004686', 'chemical_mesh_c011731', 'chemical_mesh_c005924', 'chemical_mesh_c021988', 'chemical_mesh_d003898', 'chemical_mesh_d003899', 'chemical_mesh_d004060', 'chemical_mesh_d005443', 'chemical_mesh_c011824', 'chemical_mesh_d005448', 'chemical_mesh_d005477', 'chemical_mesh_c064466', 'chemical_mesh_c052305', 'chemical_mesh_c041704', 'chemical_mesh_c035287', 'chemical_mesh_c013769', 'chemical_mesh_c051756', 'chemical_mesh_c019112', 'chemical_mesh_c523187', 'chemical_mesh_c008352', 'chemical_mesh_c063919', 'chemical_mesh_c036518', 'chemical_mesh_c078007', 'chemical_mesh_c036266', 'chemical_mesh_d010248', 'chemical_mesh_d003908', 'chemical_mesh_c013218', 'chemical_mesh_c017677', 'chemical_mesh_c040971', 'chemical_mesh_c546413']"
OXTR,gene_5021,"['dr:D00089', 'dr:D07228', 'dr:D08986']","['Oxytocin', 'deaminooxytocin', 'GSK221149A']","['chemical_mesh_d010121', 'chemical_mesh_c004748', 'chemical_mesh_c522194']"
PML,gene_5371,['dr:D00094'],['Tretinoin'],['chemical_mesh_d014212']
